formula,2Dpfx,2Dpfy,area,CBM_GW,CBM_HSE06,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,Eng,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,VBM_HSE06-VL,CBM_HSE06-VL,TDSL
ScO,6.780477111,6.560595222,18.62308133,-0.607308875,-0.335776111,-0.798420476,6.758352778,5.856991667,3.116082133,2.813795,2.323483333,-12.35386593,6.969133333,5.580019444,3.342659167,-4.97517,-4.44521375,-3.366845,1.841164286,-6.286378036,-2.176940397,2.0
ScS,6.969696778,6.842946889,17.50420833,-0.639003111,-0.588238889,-0.903421429,5.600027778,3.485155,1.989231967,1.705328,1.68124,-8.591757963,5.82137,3.426147778,1.9832235,-4.093890667,-3.247685417,-2.690956667,2.216470476,-5.464155893,-2.804709365,2.0
ScSe,7.200925333,7.203641167,18.447787,-0.555347597,-0.533550556,-0.912750476,5.115156111,2.90350125,1.7788531,1.457384333,1.319545,-7.938111667,5.071643333,2.982439444,1.749575667,-3.853334667,-2.835529583,-2.430418333,2.278890476,-5.11442006,-2.812441032,2.0
ScTe,8.569012667,8.751402333,18.897278,-0.384228125,-0.348435,-0.728372381,3.905618333,2.328704167,1.417776567,1.547493,1.157606667,-7.579105926,3.452276667,2.377117778,1.360372083,-3.511010667,-2.1888375,-1.722469444,2.492009143,-4.680846643,-2.840444143,2.0
YO,7.205885611,6.531613333,20.60910067,-0.527422736,-0.331381667,-0.659454762,6.481095556,5.645798333,2.971756467,2.839955,2.30324,-11.84152926,6.727493333,5.333687778,3.060245,-4.697120667,-3.95137375,-3.03168,1.944225905,-5.895599655,-2.275607571,2.0
YS,7.655662444,7.271068222,19.00220867,-0.636550375,-0.531842222,-0.827388571,5.405733889,3.401999583,1.723434667,1.747596,1.750405,-8.625605926,5.465983333,3.090511667,1.749111667,-3.928457333,-3.264985417,-2.586165556,2.282529571,-5.547514988,-2.814371794,2.0
YSe,8.037533,7.719144778,19.69610933,-0.568005722,-0.547780556,-0.855647619,4.991013333,2.795757917,1.7313578,1.61844,1.406096667,-8.095502963,5.02322,2.935045,1.695346667,-3.758592667,-2.876760833,-2.383575556,2.280735524,-5.157496357,-2.828516079,2.0
YTe,8.820544333,8.545784778,20.178258,-0.487214347,-0.487077778,-0.708423333,3.841185556,2.0961525,1.4770411,1.618678333,1.196221667,-7.566469259,3.368306667,2.410012222,1.531896583,-3.473273333,-2.209914583,-1.731722778,2.536808095,-4.746722679,-3.023885873,2.0
LaO,7.290020056,7.208930222,22.287109,-0.474102208,-0.197672778,-0.591798095,6.29095,5.316481667,2.912312467,2.879088333,2.15951,-11.02983278,6.239526667,5.052040556,3.10638,-4.663224,-3.855348333,-2.774978889,2.007194,-5.862542333,-2.204866778,2.0
LaS,8.241668222,7.501202889,20.46888,-0.647739667,-0.418174444,-0.794281429,5.193873333,3.18337125,1.877337133,1.987524,1.67643,-8.467897037,5.38706,2.999188333,1.827883167,-3.936418667,-3.355657917,-2.568146667,2.200653524,-5.55631144,-2.618827968,2.0
LaSe,8.287407556,8.458329222,20.53759633,-0.622966111,-0.532481111,-0.795251429,4.892583889,2.90251625,1.8142858,1.709411,1.511565,-8.015310556,4.892676667,2.935573333,1.743164833,-3.76367,-3.10472,-2.455558889,2.251950048,-5.356670048,-2.784431159,2.0
LaTe,9.149913333,8.934819444,20.68323667,-0.527255278,-0.514807222,-0.721782381,3.824918889,2.013762917,1.5716729,1.657511667,1.165543333,-7.60412963,3.335516667,2.315357222,1.56771625,-3.42735,-2.544814583,-1.872869444,2.432548857,-4.97736344,-2.947356079,2.0
TiO,6.664879556,5.932256,13.48968133,-0.562781417,-0.248597222,-0.731519048,4.833693889,3.940169167,2.086483667,2.563231667,1.847515,-13.03247241,4.568613333,3.454431111,2.0894175,-4.534792667,-2.691382083,-2.231131111,2.327578952,-5.018961036,-2.576176175,2.0
TiS,6.937129111,6.210536278,14.07784433,-0.669617,-0.577424444,-0.855239524,3.718543889,2.267589167,1.553615033,1.667501667,1.28352,-9.379316667,3.985183333,2.198646111,1.520956667,-3.847993333,-2.157219167,-2.104727222,2.633861238,-4.791080405,-3.211285683,2.0
TiSe,6.811906222,6.526758611,15.25456033,-0.496174972,-0.504035,-0.789439524,3.382233333,1.716950417,1.2718262,1.360605333,1.067228333,-8.394434815,3.164473333,1.645011944,1.262982667,-3.639742,-1.831099583,-1.813916667,2.581288238,-4.412387821,-3.085323238,2.0
TiTe,7.628108167,7.801304278,16.02101667,-0.332111139,-0.185102222,-0.611480476,3.060959444,1.533755417,1.094410367,1.308189667,0.732535,-7.982415741,3.012696667,1.631574167,1.167503583,-3.337631333,-1.431886667,-1.344575556,2.790948524,-4.22283519,-2.976050746,2.0
ZrO,7.637170722,6.101513,14.92185033,-0.386149806,-0.011011111,-0.323433333,4.306515,3.750738333,2.2064125,2.387068333,1.751845,-13.21912389,4.301603333,2.836792778,1.868963833,-4.329233333,-1.424112917,-1.489125,3.152103476,-4.576216393,-3.163114587,2.0
ZrS,7.203491,6.317217667,15.04926467,-0.586382167,-0.519068333,-0.566452381,3.480437222,2.02431375,1.4530771,1.520391,1.114633333,-10.09483167,3.576303333,1.690824444,1.412156333,-3.787846,-1.401587083,-1.275342778,3.479962143,-4.881549226,-3.999030476,2.0
ZrSe,7.717882944,6.936874778,15.24382067,-0.528732764,-0.503730556,-0.565380952,3.172945,1.631227083,1.382603567,1.314481667,1.10046,-9.523582222,3.154903333,1.616398333,1.2414915,-3.582534667,-1.198789167,-1.096784444,3.643549048,-4.842338214,-4.147279603,2.0
ZrTe,8.341547611,8.442718833,16.12526767,-0.383639486,-0.219842222,-0.340339524,2.85629,1.474064583,1.197868133,1.183193333,0.774141667,-8.931141111,2.917246667,1.670843056,1.200897417,-3.240186667,-0.59379,-0.67663,3.975677667,-4.569467667,-4.195519889,2.0
HfO,7.4314905,6.171154556,15.055652,-0.290390097,0.024993333,-0.326398571,4.112527222,3.177724583,2.295439767,2.341991333,1.58272,-12.52606556,4.089823333,2.196919444,1.7142735,-4.15672,-1.00812125,-1.015575,3.367093429,-4.375214679,-3.342100095,2.0
HfS,7.131962778,6.382968111,15.13771417,-0.534000833,-0.373701111,-0.430475238,3.274000556,1.687509167,1.448216,1.640634667,1.103976667,-10.46888111,3.413553333,1.470876111,1.305513167,-3.61909,-1.17544875,-1.031455,3.74520481,-4.92065356,-4.118905921,2.0
HfSe,7.339002722,7.010840667,15.477729,-0.534840458,-0.329007778,-0.515167619,2.958925556,1.640685,1.296502967,1.370235,1.096471667,-10.15240648,3.085453333,1.585866667,1.163590167,-3.460576,-1.080518333,-0.924528889,3.90787581,-4.988394143,-4.236883587,2.0
HfTe,8.174395944,8.6952235,16.21888233,-0.388348278,-0.188836667,-0.335507143,2.717274444,1.539456667,1.168577967,1.138485667,0.678811667,-9.638497037,2.653846667,1.561612778,1.129833417,-3.124616,-0.437546667,-0.614996111,4.103259143,-4.54080581,-4.29209581,2.0
VO,6.385639722,5.78349,11.53869167,-0.561845208,-0.255848333,-0.980824762,4.410532222,2.548661667,1.826006133,1.664318667,1.685568333,-14.15350611,4.087563333,2.295110556,1.746759,-4.470812,-2.312009167,-2.143810556,2.701051476,-5.013060643,-2.95689981,2.0
VS,6.554908278,5.974294111,12.65725733,-0.573793653,-0.697200556,-0.792775714,3.364505556,1.669955417,1.235583333,1.122141667,1.228105,-10.64962167,3.207383333,1.638818333,1.291327333,-3.773101333,-2.02015625,-1.754456111,2.942768429,-4.962924679,-3.639968984,2.0
VSe,6.562505889,6.203696778,12.7552635,-0.445876375,-0.502503889,-0.714897619,3.088836667,1.238900417,1.057724167,0.988186,1.085968333,-9.78961463,2.737163333,1.253540556,1.022484167,-3.549959333,-1.702120417,-1.487748333,3.050159762,-4.752280179,-3.552663651,2.0
VTe,7.060905556,7.367038333,13.98132133,-0.230536833,-0.188918333,-0.541538571,2.844350556,0.90988375,0.9044279,0.819363667,0.661191667,-8.993250741,2.729156667,1.113178611,0.925598083,-3.235858,-1.123577917,-1.066198889,3.172045095,-4.295623012,-3.360963429,2.0
NbO,8.016765889,6.791125111,12.229624,-0.139863417,0.254905,-0.030556667,3.518112778,1.90222875,1.6987761,1.400392,1.608463333,-13.84293074,3.482343333,1.434796667,1.335446333,-3.989524667,-0.577430417,-0.806763889,3.703966952,-4.281397369,-3.449061952,2.0
NbS,7.160435,6.547972278,13.54464417,-0.292795597,-0.090104444,-0.005100476,2.528526667,1.0531275,1.1647321,1.06083,1.110385,-10.62562907,2.722143333,1.067789722,1.015595167,-3.31449,-0.612418333,-0.51505,4.07336481,-4.685783143,-4.163469254,2.0
NbSe,7.447159944,7.214793333,13.60875433,-0.026853319,0.072333333,0.054178095,2.460804444,1.12245625,1.019559033,0.807076667,0.963593333,-10.15580389,2.312933333,1.003366944,0.897589167,-3.081413333,-0.429645417,-0.389351111,4.334310667,-4.763956083,-4.261977333,2.0
NbTe,8.329644167,7.843661222,14.327107,0.069413736,0.313016667,0.09385,2.326243333,1.00547625,0.934350767,0.745689333,0.618246667,-9.842018519,2.445136667,0.997113611,0.859158083,-2.831265333,0.0970175,-0.083967778,4.535214905,-4.438197405,-4.222198238,2.0
TaO,7.829796389,7.251885611,12.54816533,0.020119792,0.358064444,0.26201,3.65555,1.892454583,1.851280967,1.565181667,1.438046667,-13.25704056,3.642656667,1.288986111,1.551879333,-4.017634667,-0.603290833,-0.511656667,3.986512667,-4.5898035,-3.628448222,2.0
TaS,7.800869167,7.178834889,13.71859567,-0.096703611,0.086718333,0.37224,2.503386667,1.199610833,1.210776933,1.244997,0.967546667,-10.78632037,2.799296667,1.261437222,1.066987667,-3.332206,-0.3916725,-0.250698889,4.404356238,-4.796028738,-4.317637905,2.0
TaSe,8.101423167,7.410453333,13.67683517,-0.001946514,0.269547222,0.416596667,2.473350556,1.136125417,1.0930152,0.886437667,0.900646667,-10.57976241,2.464776667,1.140303611,0.981786167,-3.153031333,-0.176292083,-0.047948333,4.642862286,-4.819154369,-4.373315063,2.0
TaTe,8.422746,8.403267778,14.26362283,0.279616514,0.571626667,0.553751905,2.291008889,0.908556667,0.918951833,0.795198,0.643328333,-10.17906778,2.5497,1.051995556,0.90004725,-2.796098667,0.395165833,0.203221111,4.799357762,-4.404191929,-4.227731095,2.0
CrO,6.453848444,6.031850222,11.25451567,-0.770231361,-0.337011667,-1.368407619,4.175131111,2.342544583,1.533003467,1.192826667,1.732108333,-14.1270263,3.58702,1.910009444,1.380499333,-4.449949333,-3.066434583,-2.362047222,2.22426981,-5.290704393,-2.561281476,2.0
CrS,6.814936389,5.7084395,11.75638167,-0.559775986,-0.338628889,-0.70936619,3.143012778,1.49778875,1.096229367,1.148056,1.145753333,-10.55618278,2.93804,1.279262222,1.0965345,-3.605538667,-2.1086875,-1.86432,2.379741714,-4.488429214,-2.718370603,3.0
CrSe,6.6541655,5.884756389,12.04313033,-0.369964333,-0.183156667,-0.638987619,2.88758,1.1109,0.992457967,1.062290667,1.037981667,-9.761378519,2.39911,1.140927222,0.88559,-3.367630667,-1.67109,-1.523187222,2.408302095,-4.079392095,-2.591458762,2.0
CrTe,7.312068111,6.305079778,13.25948567,-0.17843225,-0.182298889,-0.576689048,2.671267222,0.942807917,0.842215433,0.792774667,0.687848333,-9.006303704,2.40962,1.065758611,0.880208,-3.137422,-1.274593333,-1.147355556,2.649193619,-3.923786952,-2.831492508,2.0
MoO,7.144500333,6.309247111,11.466102,-0.107579833,-0.100171111,-0.719422857,3.364691667,1.604067083,1.3228656,1.112567333,1.52872,-13.80799611,3.031146667,1.029360278,1.0059275,-3.731529333,-0.74258875,-1.194236111,3.827417524,-4.570006274,-3.927588635,2.0
MoS,6.911574111,5.892858333,12.1180145,-0.022290208,0.197237778,-0.24158,2.446659444,0.9252575,0.884253067,0.852383333,1.024228333,-10.83575185,2.10971,0.859531111,0.852855833,-3.194535333,-0.531755,-0.790565,4.244293714,-4.776048714,-4.047055937,2.0
MoSe,7.275421778,6.193149444,12.28940167,0.044008694,0.095806111,-0.229024762,2.342878889,0.91943,0.776951167,0.890660333,0.934786667,-10.52524519,1.94603,0.795995,0.704730167,-2.927416,-0.373980417,-0.593693333,4.441932429,-4.815912845,-4.346126317,2.0
MoTe,7.9296375,6.868310722,12.79364183,0.083317583,0.295445556,-0.100741905,2.288197778,0.75153375,0.747903567,0.703742667,0.696276667,-10.12053259,2.228336667,0.890315,0.737952,-2.773216,0.113932083,-0.423322778,4.559799143,-4.44586706,-4.264353587,2.0
WO,7.773051389,7.390247389,11.77581333,0.353893083,-0.052890556,-0.157077619,3.492013333,1.583089583,1.6294195,1.221820667,1.254071667,-12.98196389,2.783916667,1.058046667,1.2271895,-3.915374667,-0.762485417,-0.884793889,4.169863238,-4.932348655,-4.222753794,2.0
WS,7.643783944,6.735064,12.55845633,0.505676125,0.684713889,0.598464286,2.429270556,1.110038333,1.0620437,1.016404667,0.952698333,-10.95679185,2.152113333,1.027800556,0.9619695,-3.157756,-0.487112083,-0.597515,4.571811429,-5.058923512,-3.88709754,2.0
WSe,7.585906278,6.473929389,12.52460733,0.711852264,0.831161111,0.66956381,2.399998333,0.977632083,0.925325733,0.841237,0.898213333,-10.78032944,2.061973333,0.908478056,0.818162,-2.920804,-0.1518725,-0.316841667,4.790699429,-4.942571929,-3.959538317,2.0
WTe,7.966151833,7.163481833,13.19757167,0.704183972,1.026555,0.598751905,2.134163889,0.787062917,0.7562092,0.678479333,0.751815,-10.38123467,1.991166667,0.956365556,0.763288167,-2.763812,0.518956667,-0.069354444,4.873443381,-4.354486714,-3.846888381,1.0
MnO,5.755573611,5.469422722,11.99510333,-0.839221903,-0.951977778,-1.546585238,4.994407778,2.874099167,1.579379433,1.357585,1.664723333,-12.96223259,4.707606667,2.201503889,1.4545435,-5.162056667,-3.442172083,-2.754999444,2.119407429,-5.561579512,-3.071385206,2.0
MnS,6.190633167,4.977487111,12.64785333,-0.706993944,-0.62088,-0.94329381,3.673761111,1.6658725,1.5014766,1.072191667,1.074886667,-8.617831111,3.540503333,1.689608333,1.291467167,-4.061861333,-2.97239125,-2.471881667,2.272698048,-5.245089298,-2.893578048,3.0
MnSe,6.185104889,5.413114056,13.64068333,-0.605425236,-0.604348333,-0.858997619,3.324044444,1.19595,1.2290334,1.166267333,0.973366667,-8.159283481,2.85698,1.387025278,1.067593833,-3.952608,-2.594334583,-2.147112222,2.329572619,-4.923907202,-2.933920952,3.0
MnTe,7.293319778,6.024835278,15.14272533,-0.51306625,-0.389177222,-0.664345238,2.934911111,0.874242917,1.032709067,0.765449667,0.651793333,-7.952653852,2.43922,1.141523611,1.054846333,-3.576259333,-2.082440417,-1.562933333,2.52787219,-4.610312607,-2.917049413,1.0
TcO,6.940141,6.054556556,11.000867,-0.507174847,-0.389143333,-0.819755714,3.622539444,1.689544167,1.2733874,0.90173,1.583268333,-13.67447037,3.227186667,0.954468333,0.981380833,-4.062164667,-1.237325417,-1.290404444,3.649288333,-4.88661375,-4.038431667,2.0
TcS,6.783862167,5.495627944,11.63700717,-0.397772042,-0.164235,-0.286710476,2.643555,0.852956667,0.905253833,0.801399,1.073391667,-10.68286644,2.4412,0.960926389,0.8547375,-3.395892,-0.84142375,-0.716181111,3.950009571,-4.791433321,-4.114244571,2.0
TcSe,6.779012722,5.720253111,11.95614817,-0.252181208,-0.023275,-0.191562381,2.493715,0.891134583,0.785990533,0.835985333,0.916778333,-10.43308848,2.2772,0.918297778,0.777495667,-3.101026,-0.55732875,-0.494924444,4.237159143,-4.794487893,-4.260434143,2.0
TcTe,7.116314944,6.354224389,12.697323,-0.125463056,0.189491667,-0.029580476,2.525081667,0.82961625,0.719066933,0.790755667,0.626246667,-9.670944778,2.07694,0.923971944,0.788250167,-2.893983333,-0.204398333,-0.423949444,4.39754119,-4.601939524,-4.208049524,2.0
ReO,7.5407085,6.836155444,11.070108,-0.044980083,-0.331233889,-0.425758095,3.596859444,1.52265875,1.331328233,1.068030833,1.427213333,-13.08467148,2.922253333,0.8908325,1.152103667,-3.955968667,-0.932235833,-0.821748333,4.159041143,-5.091276976,-4.490275032,2.0
ReS,7.508502611,6.266305444,11.71496033,-0.065202722,0.214909444,0.316205714,2.451991111,0.91428,0.994947867,0.945560667,0.983428333,-10.38155719,2.2773,0.977990278,0.9097205,-3.233492667,-0.364015833,-0.341002778,4.56362619,-4.927642024,-4.348716746,2.0
ReSe,7.709254944,6.164993333,11.97990617,0.067115083,0.316448889,0.40638381,2.478200556,0.909914167,0.8533731,0.745927333,0.875218333,-10.37171607,2.178573333,0.928648889,0.810199,-3.009138667,-0.141456667,-0.157980556,4.75997281,-4.901429476,-4.443523921,1.0
ReTe,7.829430111,6.685185889,12.7005185,0.301777903,0.589873333,0.431750476,2.205446111,0.789472083,0.7167465,0.694868333,0.624701667,-10.34530626,1.890833333,0.852365833,0.779494,-2.732044667,0.0136125,-0.10904,4.84895719,-4.83534469,-4.259083857,1.0
FeO,5.836343,5.510212667,10.77657067,-0.862264111,-1.352671111,-2.048802857,4.418555556,2.492943333,1.6018438,1.062231667,1.665356667,-12.37423796,4.01064,1.894488889,1.365399333,-4.886671333,-3.799880833,-3.173677222,2.127308571,-5.927189405,-3.479979683,2.0
FeS,6.563157833,5.9345785,12.274284,-0.778770736,-0.644949444,-1.081393333,3.656347222,1.64754125,1.250360133,1.213546,1.081675,-8.162292926,3.2097,1.650340556,1.107352833,-3.89906,-2.925527917,-2.451596667,2.361377619,-5.286905536,-3.006327063,3.0
FeSe,6.603372944,5.6811965,12.95782967,-0.747351444,-0.599867778,-0.919894762,3.314733333,1.502377917,1.059273133,1.129781,0.946826667,-7.534950519,2.76833,1.526263889,0.965727167,-3.634958667,-2.591565833,-2.155611111,2.39211381,-4.983679643,-2.991981587,3.0
FeTe,7.087078944,6.150173444,14.3236865,-0.694934694,-0.703187222,-0.776069048,2.745058889,1.227998333,0.922229467,0.871115333,0.658928333,-7.013820148,2.43033,1.256882778,0.976186417,-3.254818667,-2.236377083,-1.776946667,2.473910619,-4.710287702,-3.177097841,1.0
RuO,6.7280615,5.727948944,11.32929033,-0.831206486,-1.396801667,-1.449138571,3.611902222,1.490102917,1.129088233,0.811071333,1.280708333,-12.07380204,3.190916667,0.873198611,0.9503015,-4.049641333,-2.251395,-1.966167778,3.575804952,-5.827199952,-4.972606619,2.0
RuS,6.831800222,5.697575444,11.4323525,-0.628688,-0.325818333,-0.481382857,2.456097222,1.16098125,0.941140167,0.808656333,0.878961667,-9.517137,2.42808,1.042468889,0.920641167,-3.360701333,-1.310075417,-1.184563333,3.805693619,-5.115769036,-4.131511952,2.0
RuSe,7.009276,5.807592556,11.73717533,-0.480541292,-0.222189444,-0.317522857,2.350999444,1.044959583,0.847516667,0.886365333,0.822581667,-9.218123296,2.17928,1.032094167,0.8614995,-3.191956,-0.977297083,-0.926452778,4.005146048,-4.982443131,-4.227335492,2.0
RuTe,7.487470778,6.437573778,12.44512833,-0.463179792,-0.243108333,-0.354955238,2.335500556,0.971557917,0.770676767,0.788034333,0.617463333,-8.570372741,2.03711,0.982698333,0.857339,-3.020673333,-0.814718333,-0.886575,4.099324238,-4.914042571,-4.342432571,1.0
OsO,7.809058333,6.769247556,11.35702967,-0.396951958,-0.649782222,-0.757792381,3.49955,1.688035,1.186632133,0.968515,1.067978333,-11.82301389,2.927703333,1.015914722,1.128502667,-4.020552,-1.61838375,-1.230246111,4.199075429,-5.817459179,-4.848857651,2.0
OsS,7.373470444,6.100833667,11.76354683,-0.202447986,0.11002,0.087531905,2.381454444,1.071875417,0.942511633,0.957269333,0.831525,-9.600239407,2.19666,1.167817222,1.001122,-3.263835333,-0.9280125,-0.723250556,4.53611481,-5.46412731,-4.42609481,1.0
OsSe,7.569323833,5.872066444,12.014838,-0.10588475,0.234262222,0.117434762,2.313095,0.90350625,0.8980214,0.839714333,0.789065,-9.472549222,2.104943333,1.028877222,0.8571065,-3.071508667,-0.678960417,-0.569388889,4.671942571,-5.350902988,-4.437680349,1.0
OsTe,7.776452111,6.544046056,12.58060133,-0.082224722,0.159898333,0.046299524,2.097855556,0.944980417,0.838066733,0.801567,0.589803333,-8.933361259,1.920133333,0.982239722,0.871339,-2.903146667,-0.551560417,-0.574995,4.703090381,-5.254650798,-4.543192048,1.0
CoO,6.105050333,5.548301389,10.54023733,-0.735229514,-2.013850556,-2.300984762,4.514931667,2.52364,1.549564567,1.027815,1.770278333,-11.04529806,4.207086667,1.942688333,1.341580167,-4.822838667,-3.866234167,-3.310969444,2.08405,-5.950284167,-4.097900556,2.0
CoS,6.518919056,5.840026389,12.423566,-0.825074375,-1.026698333,-1.602356667,3.777623889,2.019676667,1.424983,1.341777667,1.140855,-6.77068537,3.370113333,1.864481111,1.2418245,-4.083634667,-2.9632,-2.678602222,2.295170905,-5.258370905,-3.321869238,3.0
CoSe,6.415520167,5.986828056,13.01270067,-0.866937986,-1.056443333,-1.480691905,3.382587778,1.818795833,1.2271943,1.271261333,0.995738333,-6.504356111,3.045936667,1.658396944,1.133928833,-3.785463333,-2.716277083,-2.326845556,2.323890333,-5.040167417,-3.380333667,3.0
CoTe,7.344809944,6.427063333,14.339672,-0.858849889,-1.067171667,-1.368941905,2.784098889,1.427915833,1.040869833,0.970577833,0.699941667,-6.165276481,2.673256667,1.36198,1.07329875,-3.419495333,-2.5420075,-2.046148333,2.397774048,-4.939781548,-3.464945714,1.0
RhO,6.824325111,5.507129556,11.270092,-1.068079153,-2.153404444,-2.076323333,3.912749444,1.751728333,1.327855833,1.011225,1.482846667,-10.98717519,3.754916667,1.352752222,1.084064167,-4.420527333,-3.5626625,-2.75516,2.896188381,-6.458850881,-5.049592825,2.0
RhS,6.931758778,5.676467611,11.9620805,-0.833494306,-1.210081111,-1.39066619,2.73128,1.551935,1.0446964,1.066385833,0.984608333,-7.851566852,2.600946667,1.329107778,1.067205167,-3.812895333,-2.429825417,-1.916320556,3.206877381,-5.636702798,-4.416958492,2.0
RhSe,7.051377444,5.9234445,12.02038233,-0.761068111,-0.926545556,-1.217408571,2.624801667,1.31144875,0.972720833,1.126062,0.879853333,-7.414047407,2.514196667,1.215241111,1.0408415,-3.566073333,-2.20936875,-1.751228889,3.197909619,-5.407278369,-4.124455175,2.0
RhTe,7.431435389,6.830583222,12.60058333,-0.862669958,-0.836472778,-1.196226667,2.531896111,1.112267083,0.891739333,0.999664167,0.724996667,-7.263722963,2.406243333,1.128985833,0.999931917,-3.338616667,-2.100930833,-1.497678889,3.215490381,-5.316421214,-4.051963159,1.0
IrO,6.886468222,6.477068444,11.73661167,-0.962835264,-1.962373333,-1.589140952,3.541365,1.834565417,1.2004219,0.893243333,1.101485,-10.21492102,3.410503333,1.246777222,1.121080667,-4.154834,-2.75763125,-2.175963333,3.685003143,-6.442634393,-5.647376476,2.0
IrS,7.188352167,5.688989833,12.30251983,-0.823097986,-1.190271111,-1.30150381,2.429802222,1.296197083,1.013651433,0.952695167,0.915506667,-8.054684074,2.60147,1.290508889,0.9392955,-3.470344667,-1.65974875,-1.564921667,4.020088333,-5.679837083,-5.210359444,2.0
IrSe,7.305399389,5.943831167,12.38883533,-0.76576875,-0.874714444,-1.116385238,2.370056111,1.11857375,1.004478733,0.938179,0.870581667,-7.968814259,2.42864,1.099949444,0.8903165,-3.29645,-1.312492917,-1.20557,4.133125952,-5.445618869,-5.007840397,1.0
IrTe,7.738168056,6.782378222,13.093472,-0.733560139,-0.923136111,-1.140705238,2.287262778,1.06857,0.8955636,0.861943333,0.681761667,-7.791784444,2.333476667,1.052787778,0.909846,-3.14654,-1.253908333,-1.160891111,4.116596238,-5.370504571,-5.039732349,1.0
NiO,5.641113,5.306887778,10.874904,-0.74776525,-2.123180556,-2.576253333,4.964818333,2.633623333,1.684240167,1.253580833,1.683723333,-10.55311083,4.82639,2.202331667,1.5762275,-5.018068667,-3.956792917,-3.305684444,2.056287714,-6.013080631,-4.17946827,2.0
NiS,6.208653944,5.778766778,12.77885867,-0.876718056,-1.240647778,-1.771112857,3.753415,2.0506025,1.412652467,1.324657667,1.107631667,-5.775259074,3.3345,1.933513333,1.226638167,-4.157696,-3.224137083,-2.820432222,2.222984952,-5.447122036,-3.46363273,3.0
NiSe,6.236278056,5.957201444,13.25535633,-0.945939097,-1.384185,-1.696119048,3.421052778,1.926890833,1.252007667,1.263864667,0.950238333,-5.514253333,3.019843333,1.714104444,1.211318667,-3.896864,-2.998750833,-2.501087778,2.257581952,-5.256332786,-3.641766952,3.0
NiTe,7.118793167,6.571347444,14.75995783,-1.003680653,-1.475142222,-1.618707619,2.886687778,1.494493333,1.0322886,0.906798667,0.62423,-5.297366481,2.656133333,1.332191111,1.158744417,-3.560524,-2.683579583,-2.16052,2.326624524,-5.010204107,-3.801766746,1.0
PdO,6.332488111,4.880753111,11.33804833,-1.193535167,-2.832503333,-2.638203333,4.721005,2.143493333,1.503515,1.243275833,1.438355,-9.149870926,4.192716667,1.69382,1.372408333,-4.698934,-3.723760833,-3.07999,1.768338095,-5.492098929,-4.600841429,1.0
PdS,6.727292944,5.921183111,12.695733,-1.035181361,-1.781779444,-1.949902857,3.266351111,1.635597083,1.222042533,1.3657455,0.8889,-5.599064444,2.95619,1.765868889,1.166660333,-3.980995333,-3.056824167,-2.773202778,1.994081476,-5.050905643,-3.775860921,1.0
PdSe,6.800479722,6.144702889,13.29303067,-0.932768708,-1.760496667,-1.809397143,3.080342778,1.409159167,1.1049783,1.293814,0.786418333,-5.239312593,2.648436667,1.605463889,1.151444667,-3.690538,-2.863917917,-2.496544444,2.097396333,-4.96131425,-3.857893,1.0
PdTe,7.373184111,6.9393765,14.5583465,-1.027661556,-1.659862222,-1.682532381,2.889465,1.268352917,0.9787863,1.058664167,0.648806667,-5.122742963,2.442106667,1.227172778,1.158188167,-3.560362667,-2.621791667,-2.147757222,2.287660905,-4.909452571,-3.947523127,1.0
PtO,6.1151415,5.385052056,12.23797833,-1.185178806,-2.839674444,-2.532131429,3.615992778,1.880134167,1.3450937,1.232006667,1.064275,-8.494660741,3.29592,1.420070556,1.183285333,-4.48633,-3.388362083,-2.738860556,3.003463381,-6.391825464,-5.843137825,1.0
PtS,6.830520944,5.092910833,12.99603917,-1.037988722,-1.946466667,-2.151995714,2.573438333,1.39835625,1.1261377,1.158012833,0.847024444,-6.357535185,2.44071,1.39315,1.066432333,-3.761315333,-2.50259375,-2.175172778,3.29549381,-5.79808756,-5.241960476,2.0
PtSe,6.892817667,5.831256389,13.17070917,-1.042691736,-1.790137778,-2.006342857,2.462348333,1.10637875,1.0917188,0.9556325,0.713678333,-6.160044444,2.200983333,1.125955556,1.0261185,-3.578507333,-2.263092083,-1.997855,3.252699048,-5.515791131,-5.042836825,2.0
PtTe,7.213612056,6.785360944,13.81530583,-1.114348847,-1.511954444,-1.806836667,2.389476111,1.12192,0.9760336,0.864833,0.564446667,-5.864273704,1.997443333,1.067907778,1.08835125,-3.405318,-2.035879167,-1.573251667,3.312775619,-5.348654786,-4.824730063,1.0
CuO,5.646925333,5.387891,11.628209,-0.850929764,-3.369603333,-3.114168095,5.419511667,3.046869167,2.0118256,1.804239167,1.63466,-9.363460093,5.486713333,2.172864444,1.63584875,-5.326265333,-4.901629583,-3.501586111,1.825047048,-6.726676631,-5.194650381,3.0
CuS,6.442388389,5.992299,13.09176633,-0.944139847,-2.158111111,-2.363256667,4.101532222,2.516458333,1.505842367,1.536706,1.164246667,-5.319655556,3.521006667,1.924681111,1.4564005,-4.453732667,-3.6165625,-3.009892778,1.851709667,-5.468272167,-4.009820778,3.0
