formula,2Dpfx,2Dpfy,area,CBM_GW,CBM_HSE06,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,Eng,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,VBM_HSE06-VL,CBM_HSE06-VL,TDSL
Ta2O2Se1Te1,7.989136333,8.822911944,14.1340385,0.356819625,0.498023333,-0.011299048,2.677253333,2.3274175,1.9476865,1.529413333,0.994303333,-41.09486278,1.99648,1.916253889,1.677631667,-1.844388667,-1.382534583,-1.046133889,4.528839238,-5.911373821,-4.030815905,2.0
Ta2S1Se1Te2,7.867349667,8.045572667,16.64582033,0.282207694,0.287246667,0.026852857,1.851115,1.058225,1.015410167,0.850488333,0.574318889,-33.87414039,1.60438,1.123097222,0.852247833,-1.231798,-0.443439167,-0.423825556,4.637587857,-5.081027024,-4.35034119,3.0
Ta2S1Se2Te1,7.738382833,8.124408944,15.76976283,0.230723042,0.155659444,-0.11517,2.042374444,1.226219167,1.0691915,0.899201333,0.699009444,-34.88178617,1.75479,1.237460556,0.878622833,-1.462976,-0.892554583,-0.664048333,4.71391681,-5.606471393,-4.558257365,3.0
Ta2S2Se1Te1,7.941431278,8.147587722,15.73973133,0.191621361,0.070847778,-0.167744286,2.102012778,1.358456667,1.127848167,1.025396333,0.705152778,-36.50972756,2.02518,1.310230833,1.015232833,-1.57135,-1.051074583,-0.776522222,4.788704143,-5.839778726,-4.717856365,3.0
Cr2O1S1Se2,5.434378333,5.623537833,13.472485,-0.460768028,-0.846876667,-1.447075714,3.001727778,2.016883333,1.184937133,1.060831667,1.321231111,-31.38826769,2.04339,2.112648333,1.117214,-3.384872667,-3.115525833,-2.462306111,3.614375238,-6.729901071,-4.461251905,3.0
Cr2O1S2Se1,5.3612245,5.711001667,13.347704,-0.520779403,-0.977286667,-1.476152381,3.077871111,2.204405833,1.3179624,1.14181,1.371247778,-32.34269569,2.08678,2.288088889,1.223576167,-3.473152,-3.332360833,-2.479767778,3.598395619,-6.930756452,-4.575682286,3.0
Cr2O2S1Se1,5.191959833,5.698437833,12.88566133,-0.606032403,-1.011922222,-1.637474286,3.329182222,2.923611667,1.529186667,1.285226667,1.458123333,-33.63120667,2.29175,2.65551,1.4130225,-3.786762,-3.675454167,-2.847508333,3.474931048,-7.150385214,-4.48685327,3.0
Cr2O1S1Te2,5.934292944,6.401718556,14.42506333,-0.340836222,-0.434836667,-1.121727619,2.335878333,1.530331667,1.0373015,0.872415,1.183880556,-28.59930089,1.81813,1.511479444,1.0061625,-2.772514667,-2.831528333,-2.105712778,3.607117333,-6.438645667,-4.041954,3.0
Cr2O1S2Te1,5.489598889,6.017544944,13.424429,-0.510297139,-0.793235,-1.362145714,2.636598889,2.1103525,1.212139633,1.048185,1.394765,-30.35570741,1.94146,2.046873889,1.106000833,-3.27507,-3.38659,-2.483919444,3.468086762,-6.854676762,-4.261321762,3.0
Cr2O2S1Te1,5.207218611,6.074847778,13.10878867,-0.594534222,-0.860446667,-1.478229524,2.974381111,2.726019167,1.417173333,1.036678333,1.433323333,-31.2457137,2.1135,2.409776111,1.123921667,-3.667866,-3.628625833,-2.69918,3.447882762,-7.076508595,-4.308329429,3.0
Cr2O1Se1Te2,5.714695722,6.229907,15.150005,-0.256646667,-0.353456667,-1.049064762,2.228004444,1.47354,1.0045581,0.848408333,1.12192,-27.44174978,1.761,1.419962222,0.930650167,-2.667678667,-2.659134583,-2.088072778,3.583342333,-6.242476917,-3.936799,3.0
Cr2O1Se2Te1,5.640475722,6.032154611,14.16740367,-0.384596292,-0.61091,-1.218232857,2.363359444,1.587104167,1.056104333,0.915163333,1.256556667,-28.78171833,1.92617,1.527849444,0.9240975,-2.887370667,-3.095292917,-2.345513333,3.522011571,-6.617304488,-4.132921571,3.0
Cr2O2Se1Te1,5.229811333,5.966387778,13.97636067,-0.49905475,-0.668015,-1.457401905,2.961532778,2.581585,1.389319,0.989015,1.397301667,-30.9946863,2.179,2.169266667,1.09901,-3.546742667,-3.695745833,-2.661644444,3.39089019,-7.086636024,-4.05890519,3.0
Cr2S1Se1Te2,6.205810222,6.263357,18.042656,0.070092528,-0.024467778,-0.749301429,1.930721667,1.217677917,0.8587543,0.529280333,0.637975556,-24.40475311,1.71598,1.141615556,0.688623583,-2.31546,-1.842452083,-1.530598889,3.534398,-5.376850083,-3.558865778,3.0
Cr2S1Se2Te1,5.913339833,6.129201444,17.72896167,-0.065942028,-0.237884444,-0.87130381,2.008301111,1.4578175,0.8864172,0.650087,0.79758,-24.7044805,1.95045,1.158743056,0.720871833,-2.457584,-2.048938333,-1.669506667,3.435689381,-5.484627714,-3.673573825,3.0
Cr2S2Se1Te1,6.043639667,6.070691056,16.81363417,-0.152097889,-0.28684,-0.934838095,2.109379444,1.6415425,0.971053933,0.901265333,0.855672778,-25.58596502,1.96318,1.235610278,0.881246,-2.57752,-2.2062225,-1.934585556,3.414363,-5.6205855,-3.701203,3.0
Mo2O1S1Se2,6.625235611,7.062144,13.19181333,0.096719208,-0.54349,-0.95355381,2.523012222,1.84332375,1.138702067,1.021943333,1.11157,-39.18643222,2.07007,1.574779444,0.956942833,-2.070091333,-2.2532675,-1.880194444,4.651455571,-6.904723071,-5.194945571,3.0
Mo2O1S2Se1,6.716253556,7.185453111,12.91134533,0.070692431,-0.566981667,-1.000210476,2.617951667,1.97859875,1.313927733,0.999145,1.160393333,-40.58311,2.20907,1.740910556,1.089426167,-2.260234667,-2.375217917,-2.047056111,4.67616881,-7.051386726,-5.243150476,3.0
Mo2O2S1Se1,6.551796,7.167526,12.60264617,-0.003257347,-0.732355,-1.150400476,2.925357778,2.036429167,1.5811224,1.086626667,1.153978333,-41.88318037,2.19885,2.066654444,1.349396667,-2.562442667,-2.419154167,-2.156262778,4.472601905,-6.891756071,-5.204956905,3.0
Mo2O1S1Te2,6.988231333,7.183591278,13.97994433,0.151441875,-0.177906667,-0.761822381,2.079799444,1.505910417,1.106448267,0.980351667,0.944878333,-36.66070748,1.83188,1.226451667,0.756854583,-1.517522667,-1.726826667,-1.463058333,4.499532619,-6.226359286,-4.677439286,3.0
Mo2O1S2Te1,6.874492111,7.363257833,13.325476,0.076389681,-0.542713333,-0.995712381,2.41064,1.810494583,1.211775067,1.058276667,1.106148333,-39.71204448,2.02848,1.383275,0.990593,-1.819404,-2.347404583,-1.886314444,4.601290238,-6.948694821,-5.144003571,2.0
Mo2O2S1Te1,6.703531111,7.314510778,13.17705267,0.034841708,-0.502096667,-0.991860476,2.562951111,1.994975,1.449693733,1.144905,1.146305,-41.15616685,2.02029,1.616831667,1.220378333,-2.160526667,-2.533078333,-2.065283333,4.41450081,-6.947579143,-4.916597476,2.0
Mo2O1Se1Te2,6.923953889,7.103742167,14.16237667,0.202194444,-0.198336667,-0.751976667,2.023354444,1.543967917,1.116722967,1.130278333,0.925415,-34.73151722,1.73874,1.215480556,0.748939583,-1.422168,-1.570219167,-1.347129444,4.478623286,-6.048842452,-4.676959952,3.0
Mo2O1Se2Te1,6.841567222,7.053318278,13.89317433,0.149029917,-0.535796667,-0.911830476,2.226725556,1.525597083,1.0633796,1.191868333,0.96929,-36.05604185,1.91425,1.238153056,0.795795333,-1.630643333,-2.165822917,-1.570300556,4.430382143,-6.59620506,-4.96617881,3.0
Mo2O2Se1Te1,6.634733444,7.028363111,13.28708667,0.081086167,-0.34091,-0.96471381,2.487488333,1.9100775,1.471152733,1.201498333,1.112678333,-39.91409415,1.83668,1.56798,1.2598325,-1.962296,-2.525708333,-1.946733889,4.323078048,-6.848786381,-4.663988048,2.0
Mo2S1Se1Te2,6.9415795,6.796146278,15.19000183,0.542392111,0.10926,-0.567071429,1.889523333,1.059495417,0.842310733,0.728601,0.609496667,-32.06937072,1.78456,1.026920556,0.559446583,-1.239002,-1.211375417,-1.063612222,4.250352,-5.461727417,-4.141092,3.0
Mo2S1Se2Te1,6.609568,6.809354222,15.24282233,0.467252403,-0.168431667,-0.688513333,1.984727778,1.29911625,0.829164267,0.758926,0.697153333,-33.2666645,1.81746,1.028218333,0.5668705,-1.398612,-1.539090417,-1.192776111,4.308009429,-5.847099845,-4.476441095,3.0
Mo2S2Se1Te1,6.779326889,6.787754889,15.7661985,0.405601028,-0.205062222,-0.725931429,2.002674444,1.43893375,0.872791233,0.820862,0.701944444,-34.37629422,1.87416,1.07387,0.636035833,-1.431662,-1.622085417,-1.364268333,4.392969905,-6.015055321,-4.598032127,3.0
W2O1S1Se2,7.642191111,8.845886722,13.635915,0.880074,0.062473333,-0.22959619,2.714483889,1.941829583,1.2921002,0.977408667,0.931946667,-42.266826,2.36939,1.700657222,1.10989725,-1.888068,-1.682967083,-1.282534444,5.230766619,-6.913733702,-5.168293286,2.0
W2O1S2Se1,7.849150778,8.961979389,13.51347917,0.845653083,0.060155,-0.296887619,2.854745,2.103699583,1.448611533,1.188062,0.94708,-43.32857056,2.42657,1.880390556,1.279086,-2.133788667,-1.93946625,-1.563548333,5.214045571,-7.153511821,-5.153890571,2.0
W2O2S1Se1,8.098294611,9.044121889,12.90061617,0.728442833,-0.137243333,-0.406900476,3.096589444,2.281595,1.811618533,1.375301667,1.007615,-45.23910593,2.45788,1.997642778,1.637959167,-2.437751333,-1.959929167,-1.622005,5.022041571,-6.981970738,-5.159284905,2.0
W2O1S1Te2,8.212054389,9.017754833,13.6484345,0.954618944,0.298331667,0.046094286,2.326344444,1.651749583,1.1588396,0.992862,0.852393333,-41.0628183,1.93508,1.487035556,0.918768167,-1.349216667,-0.77966,-0.773275,5.097112667,-5.876772667,-4.798781,2.0
W2O1S2Te1,8.138636722,8.922118778,13.74316083,0.852548569,0.113241667,-0.234478095,2.607193333,1.885990417,1.348935067,1.088862,0.958268333,-42.42365574,2.01551,1.660073889,1.147181667,-1.616724,-1.610039167,-1.279565,5.178862286,-6.788901452,-5.065620619,2.0
W2O2S1Te1,8.052271611,9.351412611,13.41637083,0.704669944,-0.018546667,-0.405742381,2.810851667,2.115858333,1.812051733,1.354609,0.989168333,-44.15089407,2.06298,1.850808333,1.586804167,-1.891245333,-1.67115375,-1.273599444,5.007063476,-6.678217226,-5.025610143,2.0
W2O1Se1Te2,7.940672444,8.925498389,13.8467995,0.976261069,0.304531667,0.084264762,2.277739444,1.619340417,1.173375133,0.984252,0.887446667,-40.43534007,1.85394,1.389573889,0.916334,-1.247724,-0.716133333,-0.780197222,5.085984857,-5.80211819,-4.78145319,3.0
W2O1Se2Te1,7.674222944,8.993300944,13.96112517,0.940932542,0.101098333,-0.121885714,2.412885556,1.77496875,1.221646733,1.044765333,0.92114,-40.08395285,1.96172,1.521614722,1.01718,-1.469579333,-1.3118575,-1.049666111,5.179406333,-6.491263833,-5.078308,2.0
W2O2Se1Te1,7.928740056,9.2897115,13.89205083,0.780411403,0.113646667,-0.327112857,2.676382222,2.074063333,1.7881454,1.338553667,0.989005,-42.5612663,1.95912,1.816969444,1.596431667,-1.68678,-1.596877083,-1.278045,5.01589581,-6.612772893,-4.902249143,2.0
W2S1Se1Te2,7.55208,7.726992833,16.52255467,1.143353903,0.534898333,0.039910952,1.96762,1.05498375,0.831968533,0.620594333,0.688358333,-36.19300494,1.79162,1.075845556,0.673007667,-1.113844,-0.529236667,-0.548778889,5.087129714,-5.616366381,-4.552231381,3.0
W2S1Se2Te1,7.337882611,7.669524056,15.5359075,1.121252528,0.383730556,-0.126286667,2.158659444,1.157,0.887068867,0.599696,0.755115,-36.90838794,2.06064,1.185933611,0.666523667,-1.313602,-0.9458825,-0.779483889,5.20328219,-6.14916469,-4.819551635,3.0
W2S2Se1Te1,7.545072722,7.570265889,15.95177633,1.102972111,0.415238333,-0.193007619,2.215064444,1.371830833,0.905610533,0.719955333,0.757363333,-38.207548,2.10648,1.272783056,0.748663333,-1.363558,-1.02434125,-0.897877778,5.201266905,-6.225608155,-4.786028571,3.0
Mn2O1S1Se2,4.829734278,5.496034944,15.01933167,-0.6462945,-1.086318889,-1.545505714,4.030626667,2.255264167,1.4085966,1.284748333,1.029092778,-28.60721889,3.453306667,2.032065,1.438271333,-4.411586667,-3.140295833,-2.708036111,3.558502952,-6.698798786,-4.644821841,3.0
Mn2O1S2Se1,4.780854,5.584156444,15.14024833,-0.699925097,-1.301582222,-1.590747143,3.946615,2.4594425,1.452195933,1.21985,1.059329444,-29.34146426,3.55413,2.349436111,1.465539667,-4.388746,-3.443882917,-2.820149444,3.549364333,-6.99324725,-4.850946556,3.0
Mn2O2S1Se1,4.726538722,5.401986611,15.08463083,-0.782927806,-1.035582778,-1.840707619,4.330046111,2.863514167,1.539172667,1.346543333,1.13714,-30.76131889,4.124383333,2.676313889,1.677563833,-4.628568667,-3.574109583,-3.110360556,3.437116571,-7.011226155,-4.472699349,3.0
Mn2O1S1Te2,4.967597611,6.472736667,15.37437167,-0.820001292,-0.612041667,-1.229891905,3.474776667,1.797151667,1.2985766,1.043505,0.900095556,-25.44603581,2.873966667,1.503693889,1.2577675,-3.991542667,-2.946312917,-2.485882222,3.533884857,-6.480197774,-4.145926524,3.0
Mn2O1S2Te1,4.519952333,5.633346778,14.84469333,-0.886487486,-0.953972222,-1.429252381,3.804146111,2.284791667,1.447064267,1.098473333,1.047701667,-27.02631056,3.55184,2.059173333,1.498864167,-4.37306,-3.429328333,-2.847835,3.401152762,-6.830481095,-4.355124984,3.0
Mn2O2S1Te1,4.667176778,5.687179889,15.10176667,-0.994542972,-0.800941667,-1.618761905,4.132686667,2.79208,1.462548333,0.974186667,1.097676667,-28.42171352,4.059613333,2.368123889,1.39566,-4.698694667,-3.546814167,-3.048522222,3.390045619,-6.936859786,-4.190987286,3.0
Mn2O1Se1Te2,5.066628444,6.304977722,16.17823167,-0.680796278,-0.495338889,-1.16138,3.305593333,1.68886,1.268212433,1.037428333,0.854652778,-24.45709933,2.714016667,1.461801111,1.1883,-3.838778,-2.891407917,-2.521237778,3.567252571,-6.458660488,-4.06259146,3.0
Mn2O1Se2Te1,4.855448556,6.09918,15.27772417,-0.776382458,-0.956565556,-1.355860952,3.591718333,1.802328333,1.315397933,1.130286667,0.878456111,-25.38288852,3.225303333,1.697583889,1.288876833,-4.265152667,-3.186640833,-2.735746111,3.416344429,-6.602985262,-4.372909984,3.0
Mn2O2Se1Te1,4.705877056,5.700263778,15.370035,-0.927324167,-0.730521667,-1.519955238,4.174988333,2.727950833,1.473559333,1.00196,1.084635,-27.51483963,3.83293,2.199145556,1.328673333,-4.670806,-3.565135417,-2.990881667,3.321414381,-6.886549798,-4.051936048,3.0
Mn2S1Se1Te2,5.084330444,6.228137722,19.40319317,-0.407933847,-0.323227778,-0.956995714,2.547512778,1.299582917,1.028159,0.699306,0.576408889,-21.48191267,2.093996667,1.105148611,0.994124,-3.224784,-2.336126667,-1.914127778,3.487290333,-5.823417,-3.810518111,3.0
Mn2S1Se2Te1,4.830702889,6.004771778,18.51241367,-0.45689625,-0.686937778,-1.100491905,2.648791667,1.39534875,1.081720267,0.852244333,0.674017222,-22.39124722,2.436766667,1.217691944,1.032629667,-3.497675333,-2.539772708,-2.164882222,3.366709476,-5.906482185,-4.053647254,3.0
Mn2S2Se1Te1,4.862186667,5.970277222,18.24594233,-0.522092889,-0.779279444,-1.12225619,2.740841667,1.641242917,1.1918214,1.051379333,0.725015556,-24.09535089,2.698746667,1.436554444,1.190703833,-3.655718,-2.704708125,-2.340268333,3.362010762,-6.066718887,-4.141290206,3.0
Tc2O1S1Se2,6.299589833,7.540757111,12.0854,-0.350875125,-0.80313,-1.18763381,2.527800556,1.722569167,1.046357067,1.007321667,1.031995,-39.97438481,2.09796,1.487830556,0.946611667,-2.285386,-2.471046667,-1.975266111,4.499795476,-6.970842143,-5.302925476,3.0
Tc2O1S2Se1,6.406244944,7.432555556,11.96550333,-0.470661306,-0.846026667,-1.222765714,2.666486111,1.7483225,1.1910174,1.056448333,1.033106667,-41.29060915,2.16462,1.717009444,1.085244167,-2.552749333,-2.54695375,-2.207512222,4.529423857,-7.076377607,-5.375450524,3.0
Tc2O2S1Se1,6.405931722,7.465346667,11.4045075,-0.613333333,-0.670153333,-1.345025714,2.915116111,1.933866667,1.371599067,1.0862825,1.056631667,-42.37977093,2.2817,1.835106667,1.334626667,-3.154135333,-2.577676667,-2.324381111,4.34177581,-6.919452476,-5.011929143,3.0
Tc2O1S1Te2,6.219993667,7.555190556,13.58111267,-0.328013181,-0.425296667,-0.964864286,2.089206111,1.562814167,1.0416199,0.947805,0.804756667,-37.60586985,1.84148,1.28376,0.747355417,-1.720978,-2.143254583,-1.638347222,4.292324286,-6.435578869,-4.717620952,3.0
Tc2O1S2Te1,6.173461944,7.874195944,12.48863417,-0.413275236,-0.844076667,-1.18934381,2.402663333,1.680260833,1.160315733,0.999613333,0.995815,-39.90942863,2.04708,1.198196667,0.935231667,-2.112171333,-2.465382917,-2.110948889,4.479895476,-6.945278393,-5.323972143,3.0
Tc2O2S1Te1,6.455359056,7.703667389,11.87972083,-0.593840125,-0.831286667,-1.273874286,2.647576111,1.958916667,1.361135067,1.235431667,1.061543333,-41.553615,2.07252,1.488266667,1.187293333,-2.626444,-2.568265417,-2.10108,4.330799619,-6.899065036,-5.162086286,3.0
Tc2O1Se1Te2,6.121744333,7.389010333,13.792191,-0.232131111,-0.46812,-0.90319619,2.043436111,1.459615,1.0176279,1.023773333,0.860742222,-36.45137252,1.83734,1.278599722,0.77176125,-1.652866,-2.018535417,-1.547465,4.214905333,-6.23344075,-4.683025333,3.0
Tc2O1Se2Te1,5.947014167,7.579883056,13.27403517,-0.278871444,-0.70639,-1.061988095,2.211607222,1.3956775,1.014516233,1.023923333,0.935498889,-36.92344863,1.90422,1.140020556,0.799294167,-1.810742,-2.31518875,-1.762190556,4.342692429,-6.657881179,-5.049082429,3.0
Tc2O2Se1Te1,6.309163778,7.610890056,12.45622083,-0.475338472,-0.769436667,-1.133325714,2.550509444,1.832231667,1.383027733,1.196678333,1.014675,-40.05200341,1.94289,1.407266667,1.136915,-2.323903333,-2.505738333,-2.1079,4.267333571,-6.773071905,-5.036770238,3.0
Tc2S1Se1Te2,6.110237889,7.093408167,15.85303367,0.030231944,-0.189575,-0.691390476,2.570815,0.992955,0.692874033,0.559892667,0.561293333,-33.13391589,2.13108,0.97622,0.534841417,-1.464716,-1.286754167,-1.064167778,4.11136419,-5.398118357,-4.30093919,3.0
Tc2S1Se2Te1,5.926232944,7.138549833,15.60940933,-0.067249069,-0.348795556,-0.793218095,2.285670556,1.036487083,0.6957281,0.587593667,0.668733333,-33.87724794,1.95635,0.936088333,0.5312635,-1.59164,-1.551849583,-1.20995,4.156204476,-5.70805406,-4.505000032,3.0
Tc2S2Se1Te1,5.841046667,7.1595885,16.01925483,-0.135778403,-0.322538889,-0.800479048,2.268171111,1.094665,0.7453153,0.670733667,0.678786667,-34.97014606,1.98141,0.959675556,0.5997185,-1.726792667,-1.58547875,-1.374378889,4.277299,-5.86277775,-4.599837889,3.0
Re2O1S1Se2,6.745088944,8.5737425,12.28944083,0.073352153,-0.684193333,-0.675238095,2.597077222,1.522513333,1.189535567,0.88394,0.873211667,-40.70590081,2.22684,1.287003333,0.96935725,-1.994737333,-1.85054375,-1.519175,5.155743238,-7.006286988,-5.839936571,3.0
Re2O1S2Se1,6.868994167,8.833586,12.17813833,-0.013094111,-0.610108333,-0.786263333,2.740466667,1.739548333,1.263936233,0.996647,0.913761667,-42.57532211,2.35451,1.472383333,1.159422667,-2.256332,-2.023067083,-1.732396667,5.150317048,-7.173384131,-5.760425381,3.0
Re2O2S1Se1,7.217994611,8.82618,11.46906833,-0.129686292,-0.643105,-0.979857143,2.923637222,1.979828333,1.570309067,1.284466667,0.941525,-43.80097333,2.46557,1.652070556,1.492945833,-2.571418667,-2.17487,-1.794096111,4.96432119,-7.13919119,-5.60742619,2.0
Re2O1S1Te2,6.654340778,8.350284889,13.75826433,0.232995861,-0.169883333,-0.401719048,2.200587778,1.470761667,1.117977567,0.959337,0.752892778,-39.18202678,1.93395,1.143113889,0.738194583,-1.340486,-1.346001667,-1.173541667,4.995368238,-6.341369905,-5.165251571,2.0
Re2O1S2Te1,6.650663444,8.563234167,12.53859533,0.121918806,-0.464307778,-0.713265714,2.486261111,1.5523,1.2004959,1.029373333,0.945432222,-41.17088696,2.16923,1.190874444,0.926171833,-1.707832667,-1.789685833,-1.624136111,5.075425524,-6.865111357,-5.539733302,3.0
Re2O2S1Te1,7.049061444,8.752448056,12.05726833,-0.057172208,-0.644947778,-0.864128571,2.693281111,1.81433,1.5190524,1.257496667,0.943908889,-42.55098244,2.32364,1.339011111,1.325473333,-2.103432667,-1.9591275,-1.590277222,4.873695238,-6.832822738,-5.518643016,2.0
Re2O1Se1Te2,6.328461667,8.201542111,14.19323433,0.305372806,-0.178726667,-0.323453095,2.172459444,1.356516667,1.109143567,0.981685333,0.759777778,-37.59855878,1.90298,1.134422222,0.722155417,-1.283088,-1.209984167,-1.122517778,4.968011095,-6.177995262,-5.146737762,3.0
Re2O1Se2Te1,6.371984056,8.184272611,13.70872367,0.245012264,-0.41764,-0.558727619,2.350012222,1.407080833,1.1091119,0.984040333,0.850793333,-37.94723794,2.04982,1.107798333,0.847577667,-1.473874,-1.640674167,-1.340533333,5.018600095,-6.659274262,-5.436240095,3.0
Re2O2Se1Te1,6.926719667,8.523388056,12.547447,0.068705583,-0.648499444,-0.781948571,2.598014444,1.6970525,1.546916733,1.268638333,0.900307222,-40.7829018,2.27179,1.28061,1.237333333,-1.871076,-1.768500417,-1.501543889,4.837154476,-6.605654893,-5.485653921,2.0
Re2S1Se1Te2,6.483624611,8.069332444,16.08518867,0.428025069,-0.029696667,-0.25328881,1.85225,0.830037083,0.761668033,0.574652667,0.549537222,-33.34775928,1.72675,0.929406389,0.5796875,-1.089032,-0.842569167,-0.803581667,4.930852857,-5.773422024,-4.960549524,1.0
Re2S1Se2Te1,6.360837778,8.064431222,15.79393067,0.416247,-0.111771667,-0.449175714,2.022850556,0.869061667,0.7861147,0.602112,0.633594444,-34.244235,1.95212,0.911924444,0.611044333,-1.232922,-1.11511375,-0.948952222,4.975450333,-6.090564083,-5.087222,3.0
Re2S2Se1Te1,6.575948889,7.994830111,15.71778317,0.358857542,-0.086650556,-0.469362857,2.078091111,0.93123625,0.816725167,0.664430333,0.641069444,-35.523893,2.00231,0.934768889,0.664135167,-1.35545,-1.185884167,-1.057813333,5.073542143,-6.25942631,-5.160192698,3.0
Fe2O1S1Se2,4.786629722,6.109106611,13.5435975,-0.834921236,-1.344804444,-1.753585238,3.19157,2.455913333,1.248149267,1.075878333,1.220406667,-29.42083361,2.75175,1.974558333,1.088800833,-4.139238,-3.542703333,-3.084226667,3.601939476,-7.14464281,-4.946743921,3.0
Fe2O1S2Se1,4.718568556,5.747458722,13.86786917,-0.874484208,-1.200372778,-1.799684286,3.271009444,2.512144167,1.3800742,1.0615,1.260851667,-31.3962662,2.88639,2.228258889,1.172611667,-4.191067333,-3.830837083,-3.182630556,3.533892667,-7.36472975,-4.734265444,3.0
Fe2O2S1Se1,4.903663778,5.552941111,13.26329417,-0.935647611,-1.293599444,-2.082943333,3.37591,2.659835,1.489523333,1.047061667,1.294191667,-32.00722237,2.71994,2.611809444,1.53597625,-4.345063333,-4.14453375,-3.516631667,3.374772762,-7.519306512,-4.668372206,3.0
Fe2O1S1Te2,4.976847667,6.617589889,14.62190833,-1.109307069,-1.225623333,-1.415368095,2.823611111,1.872841667,1.0447196,0.846578333,1.00515,-25.60931389,2.45476,1.685292778,1.030006667,-3.640498667,-3.184104167,-2.650489444,3.527034286,-6.711138452,-4.752657619,3.0
Fe2O1S2Te1,4.531488944,6.057953778,13.75907083,-1.123436097,-1.224390556,-1.678146667,3.109095,2.1682625,1.2687156,1.040433333,1.18305,-28.56236619,2.69659,2.048776667,1.121268333,-4.090219333,-3.686015833,-3.103795556,3.50653581,-7.192551643,-4.730926365,3.0
Fe2O2S1Te1,4.642366889,5.725546389,13.5006925,-1.218216153,-1.485778889,-1.970669524,3.284263333,2.459763333,1.439425667,0.76759,1.208843333,-29.33926122,2.60422,2.314969444,1.275097083,-4.290698,-4.13689,-3.51322,3.38772781,-7.52461781,-4.873506698,3.0
Fe2O1Se1Te2,5.141575389,6.551955778,15.19811167,-1.025555472,-1.2992,-1.293986667,2.679187778,1.753395833,1.0202926,0.868543333,0.959181667,-24.58098667,2.48078,1.506252778,0.880793333,-3.572271333,-3.145808333,-2.647533889,3.531910619,-6.677718952,-4.831110619,3.0
Fe2O1Se2Te1,4.710797333,6.106025056,14.18515833,-1.000023583,-1.314916667,-1.485067143,2.923377222,1.916968333,1.0536326,0.886545,1.020546667,-25.52683496,2.59798,1.627665,0.921711667,-3.737373333,-3.359542083,-2.932808333,3.486440286,-6.845982369,-4.801356952,3.0
Fe2O2Se1Te1,4.658386833,5.605287,14.01950417,-1.152054583,-1.310937778,-1.842249762,3.254186111,2.443948333,1.495862333,0.840321667,1.195575,-28.51907996,2.54969,2.200447778,1.12106625,-4.218099333,-4.102285417,-3.4445,3.403045429,-7.505330845,-4.713983206,3.0
Fe2S1Se1Te2,5.811921444,6.558913444,18.64980033,-0.635626972,-0.833507778,-0.99704,2.537582778,1.491849167,0.8979544,0.713182667,0.644686667,-22.07552619,1.9986,1.298848889,0.739677667,-2.834564,-2.40335125,-1.999303333,3.441414667,-5.844765917,-4.274922444,3.0
Fe2S1Se2Te1,5.2988745,6.495150944,17.76230817,-0.687435931,-1.065037222,-1.098400714,2.520058889,1.552638333,0.938845933,0.780099333,0.769475,-22.54427448,2.24126,1.262930556,0.728138333,-3.19182,-2.564474583,-2.254647222,3.402882095,-5.967356679,-4.467919317,3.0
Fe2S2Se1Te1,5.313521556,6.406079667,17.57686217,-0.700454403,-1.08871,-1.128973095,2.620953889,1.6435,1.085694467,0.913652667,0.838123333,-23.68033789,2.40698,1.523882778,0.9899915,-3.354444,-2.70889375,-2.406851667,3.433982905,-6.142876655,-4.522692905,3.0
Ru2O1S1Se2,4.967788278,6.630406444,12.156716,-0.977422833,-1.302607222,-1.693529048,2.377303333,1.268156667,0.981801467,0.726887167,0.868391111,-35.92738931,2.21293,1.194745,0.8548265,-2.744302,-2.669866667,-2.230884444,4.310581286,-6.980447952,-5.613188508,3.0
Ru2O1S2Se1,4.5989335,6.483232333,11.81284717,-1.044178875,-1.356546111,-1.776214762,2.474308889,1.41341,1.115019867,0.865729667,0.929622222,-37.32451574,2.23283,1.340141667,0.870619,-2.96007,-2.707434583,-2.385955,4.346222238,-7.053656821,-5.702768349,2.0
Ru2O2S1Se1,4.830794611,6.7664255,11.99686383,-1.178704556,-1.858832778,-1.945890952,2.844385556,1.52565,1.218725867,0.795755,1.047058333,-38.06214259,2.375976667,1.394688333,1.044223333,-3.385700667,-2.749176667,-2.564150556,4.246386381,-6.995563048,-6.105219159,2.0
Ru2O1S1Te2,5.382461889,7.184979333,13.56557667,-0.996892389,-1.247182778,-1.475427143,2.155422222,1.478536667,1.0233398,0.754992333,0.74968,-32.70784865,2.06514,1.218046667,0.8331115,-2.231466,-2.640612917,-2.183346111,4.085892143,-6.72650506,-5.333074921,3.0
Ru2O1S2Te1,4.770982333,7.355478444,12.15818367,-1.154804236,-1.589652222,-1.794204286,2.364091667,1.2391425,1.0177942,0.691302333,0.891992778,-36.10072,2.16259,1.122406111,0.939575667,-2.597406,-2.704439167,-2.455484444,4.237817381,-6.942256548,-5.827469603,2.0
Ru2O2S1Te1,5.054857778,6.904097111,12.15047817,-1.307069153,-1.798951667,-1.842930476,2.667735556,1.40559,1.1980722,0.881315,0.983595,-36.93259704,2.23146,1.180801667,1.0353275,-3.026542,-2.718199583,-2.646345,4.137997905,-6.856197488,-5.936949571,2.0
