formula,2Dpfx,2Dpfy,area,CBM_GW,CBM_HSE06,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,Eng,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,TDSL
Fe2Se4Te1,4.888603222222222,6.72980144444444,28.9604,-0.5558177500000001,-1.084746111111111,-1.336395000000001,2.5085411111111107,1.8385658333333352,1.021174933333334,0.8632999999999998,0.7205733333333331,-28.098609833333327,2.07047,1.4520377777777782,0.7719601666666663,-2.808725333333333,-2.825343333333332,-2.4776822222222235,3.301561428571428,3.0
Ru2O1S4,3.3997111111111096,5.865766111111108,19.33858,-1.1154384305555558,-1.107088888888889,-2.0509714285714287,2.852653888888888,1.9655958333333337,1.2724000000000004,1.226925,1.0767166666666668,-45.35829222222221,2.4823,1.8520422222222224,1.1436148333333334,-3.1395953333333337,-3.096483333333333,-3.265873333333332,2.9810095238095218,3.0
Ru2O2S3,3.3932938888888886,5.962784999999996,18.54843,-1.2530376388888884,-1.6014088888888884,-2.4190719047619043,2.9327161111111115,2.035076666666667,1.4446966666666667,1.5129216666666665,1.1469666666666674,-46.20406388888889,2.6550733333333323,2.042646666666667,1.11837,-3.5431913333333327,-3.36338,-3.587178888888885,2.93812838095238,3.0
Ru2O3S2,3.5601094444444445,5.6601042222222215,18.3327,-1.366044861111111,-2.122133888888889,-3.6447042857142846,3.6506249999999993,3.0004175,1.6603286666666668,1.6282566666666674,1.4425983333333336,-47.1856038888889,3.06247,2.742693333333334,1.5624291666666668,-4.62456933333333,-5.394214999999999,-4.871871111111117,2.476138571428572,3.0
Ru2O4S1,3.988583888888889,5.6953733333333325,17.67664999999999,-1.5154108749999995,-2.739181111111111,-3.848808571428569,4.02834833333333,2.9835333333333343,1.940660666666667,1.710301666666667,1.6575700000000002,-47.65254111111113,4.047236666666666,2.7694,1.6589683333333338,-5.112741999999996,-5.260464999999998,-4.880142777777779,2.4720728571428565,3.0
Ru2O1Se4,3.4713421111111105,6.03986944444444,20.22019,-0.791396361111111,-1.3717044444444435,-1.7511547619047625,2.42044777777778,1.6709150000000008,1.0547686666666662,0.9701833333333334,0.8928700000000002,-40.41035999999999,2.27198,1.4556133333333328,0.8577473333333336,-2.52945,-2.842204583333333,-2.653403333333332,3.049370952380949,3.0
Ru2O2Se3,3.52426988888889,6.064466666666663,18.259755,-1.087037361111111,-1.5216849999999995,-2.1669776190476204,2.637831111111111,1.8069025000000003,1.212715,1.2877016666666663,0.9551016666666672,-43.669386666666654,2.2226766666666675,1.6503605555555547,1.0496149999999995,-3.141068,-3.1623125,-3.075063888888887,3.094489047619044,3.0
Ru2O3Se2,3.69736,5.590817777777777,18.6153,-1.3966272222222222,-1.841417222222222,-3.392655714285714,3.411199444444444,2.6004475,1.5519843333333334,1.549766666666667,1.3981416666666666,-45.85431888888888,2.9490933333333333,2.4551333333333343,1.4693341666666668,-4.10455533333333,-5.077205833333332,-4.860665555555555,2.687489999999999,3.0
Ru2O4Se1,4.286865,5.797575555555554,17.758159999999993,-1.530868638888888,-2.631692222222222,-3.7233966666666674,4.047806111111107,3.0307308333333327,1.9157290000000005,1.597201666666667,1.6097516666666671,-46.79650944444444,3.9127866666666673,2.719439444444445,1.7196883333333337,-4.9201453333333305,-5.160792083333332,-4.905754444444446,2.513789047619047,3.0
Ru2O1Te4,4.214687333333334,6.513409222222221,26.279846666666675,-0.6559860555555556,-1.2356311111111111,-1.518109523809524,2.0461066666666663,1.4962600000000006,1.0123287333333335,0.9353166666666668,0.7031166666666667,-36.22816788888889,1.9436900000000008,1.375455,0.7996379166666661,-1.756213333333333,-2.4782354166666662,-2.139406111111111,3.4229208571428518,3.0
Ru2O2Te3,4.541226111111112,6.968212833333332,23.884891666666675,-1.0136269999999996,-1.4838900000000004,-1.6673676190476177,2.3221416666666683,1.610338333333334,1.1259533333333331,0.9437683333333332,0.7810716666666667,-39.55294259259257,2.143060000000001,1.541617222222222,0.967521666666666,-2.2529433333333326,-2.782576666666665,-2.5273055555555546,3.464825619047616,3.0
Ru2O3Te2,4.570958055555559,5.6335386666666665,22.442827,-1.3662966388888882,-1.7023066666666669,-2.7228842857142843,3.2883249999999973,2.7393941666666666,1.5470696666666663,1.1945333333333332,1.2526966666666666,-43.64254499999998,2.8968799999999995,2.476223333333333,1.4855191666666672,-3.597332000000002,-4.97518208333333,-4.600915000000001,2.656177142857143,3.0
Ru2O4Te1,5.220917777777776,5.344557444444442,19.452601666666663,-1.6226869583333328,-2.522035555555556,-3.448543333333334,3.866196111111108,2.9403808333333337,1.8508863333333327,1.5192016666666666,1.459431666666667,-45.14760499999997,3.686313333333333,2.44216888888889,1.7834191666666672,-4.622164000000001,-5.074033333333331,-4.708482777777778,2.60530619047619,3.0
Ru2S1Se4,3.8357324999999984,5.661101666666662,27.33913500000001,-0.467440611111111,-1.102062222222222,-1.1202652380952385,2.1922527777777785,1.3253275000000004,0.898621933333333,0.7059166666666669,0.695438333333333,-36.87727188888889,1.95011,1.038406111111111,0.6751126666666666,-2.121004000000001,-2.38045,-1.827533333333334,3.4623845714285717,3.0
Ru2S2Se3,3.800713333333333,5.617217444444441,27.373805,-0.5364742916666667,-1.099497222222222,-1.186016666666667,2.233240000000001,1.3553216666666674,0.8921115999999991,0.7112299999999999,0.7077066666666664,-37.67776999999999,1.96027,0.9830394444444442,0.7051410000000001,-2.231372,-2.4410675000000013,-1.838478888888889,3.4366012380952387,2.0
Ru2S3Se2,3.855843555555556,5.422786277777775,26.640680000000007,-0.5996835138888891,-1.1425527777777778,-1.2946623809523816,2.459840555555556,1.5197150000000008,1.0758372666666665,0.7949300000000001,0.8351116666666666,-39.55974555555555,2.152520000000001,1.3435477777777776,0.8347243333333335,-2.5403259999999994,-2.666867916666667,-2.1542316666666648,3.323540476190475,2.0
Ru2S4Se1,3.9234166666666654,5.391787388888885,25.51499,-0.6392788333333336,-1.0778127777777775,-1.3299676190476195,2.487143333333333,1.6006975000000006,1.1189226,0.849315,0.8657533333333334,-40.50226666666665,2.1761400000000006,1.420895555555556,0.8601526666666668,-2.6588240000000005,-2.668651666666668,-2.2180883333333328,3.332244285714285,2.0
Ru2S1Te4,4.261701111111109,6.299763777777773,31.83125083333333,-0.1054585277777777,-0.9659277777777774,-1.159484285714286,1.7792333333333326,0.9838366666666668,0.8394701000000001,0.6196399999999999,0.577668333333333,-33.26909638888889,1.4697099999999998,0.9919794444444436,0.72087,-1.411758,-2.04208125,-1.6994566666666662,3.534658857142856,3.0
Ru2S2Te3,4.288921388888886,5.866950999999995,30.897467833333323,-0.270961597222222,-1.132883333333333,-1.13473619047619,1.872426666666666,1.099915,0.8485839333333329,0.6268716666666666,0.5505827777777776,-34.125630555555546,1.6240899999999996,1.0044999999999995,0.7369326666666666,-1.5395880000000006,-1.9333374999999984,-1.7215405555555552,3.451047857142859,3.0
Ru2S3Te2,3.753202222222221,5.777207777777775,30.8778,-0.4800945833333333,-1.1585277777777778,-1.256057142857144,2.2068666666666674,1.3995850000000007,0.9283118666666662,0.7343116666666668,0.7094222222222218,-36.38542888888888,2.2051166666666675,1.4338838888888883,0.801880166666667,-2.077724000000001,-2.372275,-2.145475,3.234033333333332,3.0
Ru2S4Te1,3.801654888888888,5.327152833333334,27.72732500000001,-0.6208545972222224,-1.1822877777777776,-1.3659371428571432,2.380000555555557,1.5521050000000003,1.0361582666666664,0.7468850000000002,0.8110900000000001,-38.46791388888886,2.28669,1.4393111111111108,0.8369918333333335,-2.4030359999999984,-2.6736449999999987,-2.275061111111108,3.194740476190476,3.0
Ru2Se1Te4,4.270550888888887,6.32533511111111,32.6286075,-0.0825211388888889,-1.068378333333333,-1.167972380952381,1.938268333333332,0.9664808333333336,0.8488591000000002,0.6589883333333332,0.5555716666666665,-32.462528833333344,1.6692399999999998,0.9975630555555548,0.7563387500000001,-1.3222819999999995,-2.0793112500000004,-1.7621827777777763,3.571060476190476,3.0
Ru2Se2Te3,4.106984388888888,6.20842622222222,32.603430833333334,-0.1144734444444444,-1.0955916666666663,-1.2030352380952378,1.9678083333333336,0.9923091666666666,0.8405062666666673,0.6931033333333332,0.5178049999999998,-32.938385,1.6119699999999997,0.9700597222222214,0.7441022500000001,-1.399918,-2.06742375,-1.7693894444444436,3.530478095238096,3.0
Ru2Se3Te2,3.9274318333333342,5.822402111111109,33.14586499999999,-0.259988222222222,-1.1829722222222216,-1.2405257142857145,2.092967777777779,1.1676,0.8690012666666671,0.7289616666666666,0.6112733333333334,-33.39194183333333,1.6455800000000005,1.0586500000000003,0.6951210000000002,-1.6284040000000009,-2.291092499999998,-1.920358888888889,3.4135006666666685,3.0
Ru2Se4Te1,3.8377845,5.8692331111111065,31.693060000000006,-0.3377233055555554,-1.1928488888888886,-1.242106190476191,2.152717777777779,1.2855825,0.8622435333333337,0.6922366666666666,0.6199333333333334,-33.81598444444444,1.6923400000000002,1.1227399999999998,0.6616343333333332,-1.791994,-2.3385308333333312,-1.9625722222222213,3.4392268571428595,3.0
Os2O1S4,4.027041777777776,7.180461111111111,19.504945,-0.8530776111111115,-1.393102222222222,-1.7953104761904757,2.9330166666666657,2.023805000000001,1.267330999999999,1.3098149999999993,0.969306666666666,-47.7002711111111,2.823513333333334,1.7641977777777778,1.3587416666666667,-2.9219219999999986,-2.592237916666667,-2.947602777777776,3.329457619047616,2.0
Os2O2S3,3.982681777777777,7.642063333333334,20.41784833333333,-0.9844093750000004,-1.6459311111111106,-2.054116666666668,3.1391938888888893,2.1017475,1.376182666666665,1.3415449999999998,1.0529983333333328,-49.45815999999999,3.001199999999999,1.9368138888888888,1.461795833333334,-3.266469333333332,-2.811056666666667,-3.3508633333333275,3.373865238095234,2.0
Os2O3S2,4.035634555555555,7.262851666666664,18.538319999999995,-1.1451765972222223,-2.293089444444444,-3.385070952380952,3.6638866666666656,2.5015591666666674,1.7407789999999992,1.7422150000000003,1.2684050000000004,-51.64970999999998,3.51047,2.684978333333332,1.748768333333333,-4.065653333333328,-5.347386249999999,-5.007083888888889,3.303003809523809,2.0
Os2O4S1,4.756452777777778,7.583926111111109,18.41426166666666,-1.1763045694444445,-2.621614444444444,-3.477078095238095,3.973069999999996,2.9257066666666667,1.859486333333333,1.7226450000000002,1.4328183333333333,-52.19805166666665,4.042713333333333,2.7058966666666646,1.9299875000000009,-4.423379333333331,-5.570759999999995,-4.927375000000001,3.25025761904762,2.0
Os2O1Se4,3.859983666666664,6.355629888888887,20.883275000000005,-0.4966879444444441,-1.256187777777778,-1.4717195238095235,2.508738888888889,1.6067433333333343,1.0457093333333336,0.9426216666666668,0.8216872222222226,-43.32819555555556,2.43634,1.4887894444444438,1.0493583333333334,-2.192556000000002,-2.4276816666666665,-2.2130294444444445,3.4157080952380894,2.0
Os2O2Se3,4.166689888888885,7.019194444444443,19.43187,-0.7944402500000001,-1.405561111111111,-1.6183066666666672,2.8378994444444445,1.716563333333334,1.2031603333333334,1.2215433333333332,0.8700833333333334,-46.51587444444445,2.55995,1.626047777777778,1.2114625,-2.551440000000002,-2.696994166666666,-2.630269999999998,3.424619523809521,2.0
Os2O3Se2,3.975721111111109,7.26494111111111,19.889835,-1.0303683888888897,-2.0345372222222213,-2.7645490476190475,3.4868505555555545,2.367709166666667,1.6895176666666658,1.6869766666666666,1.273525,-49.46541666666667,3.5186133333333327,2.5201877777777755,1.6888533333333335,-3.630511999999998,-5.000841666666663,-4.933461666666669,3.3642523809523808,2.0
Os2O4Se1,4.975341666666664,7.60516722222222,17.591156666666663,-1.1868068194444448,-2.546863888888888,-3.4276219047619043,3.9432244444444406,2.8611025,1.9105166666666653,1.7785066666666671,1.4285266666666672,-50.66109611111109,4.009673333333333,2.592276666666665,1.9470575000000003,-4.225658666666663,-5.282910416666664,-4.919579444444446,3.337224285714287,2.0
Os2O1Te4,4.187944,6.207105000000003,26.052556666666664,-0.3810042222222219,-0.9693444444444445,-1.1511597619047624,2.1694250000000004,1.3369666666666666,1.0039169,0.93903,0.6591305555555556,-39.376831666666654,1.981190000000001,1.2958877777777773,0.9270624999999998,-1.382473999999999,-1.9257741666666663,-1.627709444444445,3.5339842857142822,3.0
Os2O2Te3,4.384985555555552,7.062986111111108,24.111106666666668,-0.6263813888888891,-1.3073911111111107,-1.3101200000000002,2.367175,1.444874166666667,1.1180507333333332,1.110493333333333,0.6946577777777779,-42.81719537037036,2.13723,1.4337649999999995,1.0782104166666662,-1.8079373333333344,-2.13691875,-1.9086144444444453,3.655237619047617,3.0
Os2O3Te2,4.965494277777775,6.447323333333331,23.22402000000001,-1.0461989166666674,-1.4734138888888884,-2.2398823809523805,3.287932777777776,2.4733075000000007,1.6739073333333327,1.718681666666667,1.0718649999999994,-46.77285499999999,3.0995833333333342,2.4437099999999985,2.0425091666666675,-2.9004200000000004,-4.61667708333333,-4.558096666666669,3.062804285714283,3.0
Os2O4Te1,5.699783888888886,7.355431666666662,20.083939999999995,-1.2515540833333332,-2.442079444444444,-3.1520147619047623,3.8905805555555526,2.5244075,1.961304666666666,1.8129416666666665,1.2676899999999998,-49.05846666666666,4.039306666666667,2.480879999999999,1.9974283333333336,-3.9948639999999984,-5.1667445833333305,-4.843115000000003,3.1656085714285727,3.0
Os2S1Se4,3.912015666666664,5.507007333333333,25.82845,-0.2207080277777778,-1.1885594444444447,-1.015216666666667,2.35867277777778,1.217461666666667,0.9650193333333336,0.757281666666667,0.6742827777777778,-39.40741000000001,2.13712,1.1880849999999994,0.7618695,-1.861378000000002,-2.0102199999999986,-1.5996111111111126,3.8270213333333314,2.0
Os2S2Se3,3.9738577777777753,5.5185489999999975,25.34551,-0.2879028611111112,-1.216312777777778,-1.045145714285715,2.37543777777778,1.2189266666666672,0.961795,0.778806666666667,0.6852177777777778,-39.98730277777779,2.1483100000000004,1.1584061111111104,0.8119645000000003,-1.955496000000002,-2.00708125,-1.6102216666666678,3.824296666666666,2.0
Os2S3Se2,3.898613666666665,5.544052666666664,25.58557,-0.3730609444444447,-1.2166594444444447,-1.211800952380953,2.5467916666666675,1.431881666666667,1.0556143333333332,0.8523653333333336,0.7795027777777778,-41.45659777777779,2.4191766666666665,1.394737222222222,1.0272775000000005,-2.274774000000001,-2.0763187500000004,-1.7945111111111118,3.7383623809523807,2.0
Os2S4Se1,4.027678555555553,5.743692666666664,25.837785,-0.4460115694444443,-1.2532022222222223,-1.2131557142857154,2.590325000000001,1.5009216666666665,1.099220833333333,0.8103503333333335,0.8127644444444445,-43.43458888888887,2.5204866666666668,1.3861566666666665,1.1017125,-2.3884540000000003,-2.0843237500000003,-1.814720555555556,3.742073333333332,2.0
Os2S1Te4,3.900032666666666,5.632491999999999,31.212465,0.0133194166666667,-0.7431444444444446,-0.8475469047619058,1.8874783333333327,0.9490241666666666,0.8312658333333333,0.6939483333333334,0.5554977777777775,-37.30932783333334,1.45642,1.0234277777777776,0.7452233333333333,-1.050949999999999,-1.6314275000000005,-1.22574388888889,3.777976190476189,1.0
Os2S2Te3,3.974481666666665,5.865738666666664,29.970193666666656,-0.1477838333333333,-0.8884144444444445,-0.8600821428571438,2.025103333333334,0.9169291666666666,0.8379874999999998,0.6584366666666664,0.5466616666666666,-38.276425555555576,1.55534,1.023088888888889,0.7746448333333334,-1.1733399999999998,-1.7134124999999996,-1.276681666666668,3.746295714285714,1.0
Os2S3Te2,3.982553666666667,5.265740666666665,28.975580000000004,-0.2774613472222224,-1.1414233333333337,-1.0906645238095232,2.352606111111111,1.3478991666666666,0.9350733333333324,0.770465,0.706627222222222,-39.645965,2.2515466666666666,1.5047022222222226,0.972942833333334,-1.7010420000000008,-2.0932483333333334,-1.69654888888889,3.4334785714285694,3.0
Os2S4Te1,3.897390055555555,5.629407999999996,27.21583,-0.3590673750000002,-1.1846866666666669,-1.1974326190476194,2.464865000000001,1.458298333333334,1.0128349999999997,0.7839083333333334,0.7689177777777777,-41.950055,2.316746666666666,1.5097683333333332,1.0192958333333335,-2.1146380000000016,-2.106161666666668,-1.7876327777777798,3.4380080952380934,2.0
Os2Se1Te4,3.960219666666666,6.083237222222221,31.562385,0.0979243194444444,-0.9242844444444444,-0.8575245238095247,1.809279999999999,0.9057733333333332,0.8004674000000003,0.7016483333333334,0.5312433333333331,-36.53415783333333,1.4863400000000002,0.9022527777777776,0.7196808333333335,-0.9523379999999992,-1.6862812500000006,-1.292282777777778,3.870367047619049,1.0
Os2Se2Te3,3.819497666666666,6.036334666666665,31.248485,0.0582616944444444,-0.8982577777777777,-0.8972559523809535,1.9196200000000003,0.8311608333333333,0.8133852666666669,0.7106933333333333,0.4985566666666666,-37.06862505555556,1.50966,0.960017222222222,0.7312408333333333,-1.0202759999999995,-1.6800575000000004,-1.281601111111112,3.8623341904761914,1.0
Os2Se3Te2,3.77615,5.652796333333332,31.294035000000008,-0.0438705972222222,-1.0173855555555555,-0.973379285714286,2.159437777777779,1.1547649999999998,0.8514234333333334,0.7010066666666667,0.6123816666666667,-37.437941166666654,1.6004299999999996,1.1289711111111114,0.6984653333333334,-1.300794,-2.001643333333333,-1.5009483333333344,3.5965271428571417,1.0
Os2Se4Te1,3.8477626666666658,5.7906213333333305,29.445385,-0.0856703472222221,-1.0517016666666668,-0.9804521428571428,2.223677777777779,1.1705066666666666,0.8395991,0.6767866666666665,0.6297450000000001,-37.86466944444443,1.7526399999999998,1.1222600000000005,0.763503666666667,-1.437400000000001,-1.9845329166666663,-1.5398344444444465,3.581247619047617,2.0
Co2O1S4,4.578613777777774,6.613416666666664,18.279395000000005,-0.8068073749999997,-1.421466111111111,-2.3074242857142857,3.4029633333333336,3.033704166666667,2.038196266666666,2.317049999999999,1.5296366666666663,-35.99828333333333,3.440503333333333,3.0836172222222213,1.985566666666668,-4.146882666666662,-4.17646958333333,-3.854937777777777,2.69289761904762,3.0
Co2O2S3,4.229628777777775,6.737906111111108,17.44771833333333,-0.7715343749999998,-1.589290555555556,-2.4200276190476178,3.623321111111109,3.2481333333333327,2.125081600000001,2.2735749999999992,1.5425483333333334,-36.17383722222223,3.3946533333333333,3.429010555555556,2.1041250000000007,-4.456382666666663,-4.324462083333333,-4.009318333333332,2.657862857142857,3.0
Co2O3S2,4.033375555555554,5.954372777777775,16.599373333333332,-0.8030168194444446,-2.1336788888888885,-3.6408828571428526,4.432430000000002,3.851033333333334,2.225876166666666,2.3051016666666664,1.7707716666666655,-38.47516944444445,4.198126666666666,4.269343333333334,2.321802083333333,-5.785788666666662,-6.182818333333338,-5.35288555555556,2.211011190476192,3.0
Co2O4S1,4.188628888888888,5.712426666666664,16.755254999999995,-1.0376327361111113,-3.054893333333333,-3.7963647619047607,5.098777222222222,3.814535833333333,2.252852499999999,2.398129999999999,1.881893333333333,-38.585418333333344,4.684846666666664,4.218433888888889,2.339163749999999,-6.009859999999998,-6.257005416666669,-5.321419444444448,2.186503095238097,3.0
Co2O1Se4,4.880922222222221,6.400684555555554,18.929160000000007,-0.8010990277777773,-1.5333872222222218,-1.982857142857144,3.233383888888892,2.583911666666668,1.6567149999999993,1.887339,1.3040099999999994,-32.04429033333333,2.771183333333334,2.233731111111111,1.3599504166666665,-3.878267333333331,-3.61976125,-3.319821666666667,2.994776666666668,3.0
Co2O2Se3,4.33526111111111,6.542998888888888,17.83391,-0.9687121805555552,-1.461106666666666,-2.379170952380953,3.3953794444444454,2.995073333333334,1.8637816,2.0136683333333325,1.4690299999999994,-32.6628708888889,3.13119,2.600031666666668,1.797185416666668,-4.27668933333333,-4.054649583333333,-3.85512388888889,3.031713333333333,3.0
Co2O3Se2,3.961585,5.596162222222221,16.862711666666666,-1.0578474305555552,-1.930893888888889,-3.382490476190473,4.365706111111109,3.856553333333333,2.2343308333333325,2.3068949999999995,1.773633333333333,-36.38417444444447,4.080959999999999,4.077240555555554,1.97037375,-5.652038666666662,-6.032954166666668,-5.007947222222223,2.21734142857143,3.0
Co2O4Se1,4.127412777777776,5.553122777777776,16.522829999999995,-1.2428554722222225,-3.0817299999999994,-3.739728571428569,4.858755000000002,3.844039166666666,2.3157948333333325,2.4105766666666657,1.85962,-37.70573722222225,4.590579999999998,4.2436316666666665,2.1691854166666658,-5.964735333333331,-6.279146249999999,-5.30963055555556,2.1645652380952405,3.0
Co2O1Te4,5.831639055555558,7.144531777777774,25.07433333333333,-0.8797901111111108,-1.3171944444444446,-1.4864328571428578,2.7569205555555567,1.886425,1.178016666666667,0.949614,1.0617922222222218,-26.38006803703703,2.4185000000000003,1.6742466666666664,0.9816166666666666,-3.227776666666666,-3.0760466666666666,-2.55804611111111,3.306731904761904,3.0
Co2O2Te3,5.386407055555559,7.028310555555556,23.13509666666667,-1.1996920972222225,-1.514633333333334,-1.7945409523809517,2.9862288888888897,2.2912858333333337,1.4983339999999996,1.250444,1.2608833333333334,-29.887693814814806,2.543130000000001,1.9983438888888885,1.4741329166666666,-3.638292666666664,-3.545562500000003,-3.112307222222219,3.3388957142857127,3.0
Co2O3Te2,4.513047666666665,6.111423333333331,19.16146,-1.3721378333333332,-1.6200811111111109,-2.78151,4.192163333333337,3.6457791666666672,2.1068343333333344,1.620465,1.5596316666666654,-33.51629214814815,3.546876666666666,3.4676972222222244,1.6870095833333334,-5.215521333333327,-5.824505416666665,-4.880286111111109,2.253453809523809,3.0
Co2O4Te1,3.922247000000001,5.701761666666665,16.95721366666666,-1.5590996111111102,-2.6314000000000006,-3.467752380952379,4.519107222222224,3.743556666666668,2.257366333333333,2.089675,1.6848499999999995,-35.26828500000001,4.550593333333332,3.968761111111113,2.06412625,-5.97634333333333,-6.098367916666666,-5.096508888888895,2.175917380952382,3.0
Co2S1Se4,5.28842383333333,6.977454166666666,24.63856,-0.686646333333333,-1.2752066666666668,-1.5085695238095247,2.897441111111112,1.971331666666668,1.3636676,1.466256666666667,0.9343761111111112,-28.4326568888889,2.374706666666667,1.6837649999999993,1.0602170833333329,-3.2465699999999984,-2.9291825000000005,-2.577747222222224,3.163320714285718,3.0
Co2S2Se3,5.34299394444444,6.867996055555555,23.80632,-0.7188981527777776,-1.2522516666666668,-1.5596661904761917,2.9474877777777784,2.128174166666668,1.4659822666666662,1.58811,0.9837283333333332,-29.45585411111112,2.530596666666667,1.8461844444444448,1.1501487499999994,-3.3827839999999973,-2.9711825000000016,-2.668163333333333,3.1631633333333373,3.0
Co2S3Se2,5.14040783333333,6.681240055555554,23.107445,-0.7077798333333334,-1.16195,-1.6872323809523824,3.048922777777777,2.3088483333333345,1.763314933333333,1.7770933333333332,1.084728333333333,-31.024450555555564,2.916523333333333,2.183316111111111,1.4110108333333329,-3.606893999999997,-3.179937083333333,-3.1190672222222204,3.051743809523811,3.0
Co2S4Se1,5.110922055555552,6.8066946111111095,22.772405000000003,-0.7103115555555557,-1.1799344444444442,-1.7293966666666685,3.0756955555555536,2.531660833333334,1.8393188666666669,1.999881666666666,1.1013099999999996,-31.983937222222224,2.990963333333334,2.2922327777777776,1.5281141666666664,-3.657427999999996,-3.2597683333333345,-3.1539372222222206,3.0648833333333334,3.0
Co2S1Te4,5.919817222222225,7.402279611111112,33.189930000000025,-0.433936958333333,-1.0641188888888888,-1.224317380952382,2.5101705555555576,1.4742950000000006,1.0648413666666672,0.8093866666666668,0.6395816666666664,-23.93806572222222,1.80165,1.4581333333333335,0.8244045833333336,-2.628098666666669,-2.5533781249999987,-2.07381,3.386178095238093,3.0
Co2S2Te3,6.002817555555558,7.321321722222221,31.105415000000026,-0.5200102916666668,-1.059195,-1.2097802380952394,2.6120038888888915,1.5843308333333337,1.0801278333333335,0.8853816666666668,0.6704227777777771,-25.8036400925926,1.8497800000000004,1.5096000000000007,0.8738333333333332,-2.845189333333332,-2.6396631249999984,-2.1747116666666657,3.4198961904761878,3.0
Co2S3Te2,5.085099999999998,6.771571166666666,27.479969999999994,-0.6765535694444443,-1.141608888888889,-1.4923164285714294,2.8899627777777805,2.1230625000000014,1.4548563333333324,1.2768050000000002,0.9526683333333332,-27.9375937037037,2.3930866666666675,1.8819272222222223,1.1921441666666666,-3.307932666666664,-3.0674400000000004,-2.8523905555555547,2.906919047619048,3.0
Co2S4Te1,4.873014777777776,6.782251888888887,25.80248500000001,-0.7611563611111106,-1.100732777777778,-1.555293809523811,2.981972777777777,2.3571558333333344,1.6563096666666663,1.6248983333333331,1.037889999999999,-30.35514388888889,2.7438033333333336,2.240532777777778,1.399874166666666,-3.506853333333329,-3.16857125,-3.036043888888888,2.845968095238092,3.0
Co2Se1Te4,6.064173333333333,7.512718500000003,34.84788000000001,-0.3670239166666664,-1.0221077777777776,-1.2722140476190495,2.4353544444444464,1.526603333333333,1.049265366666667,0.787596666666667,0.6322666666666665,-22.70664116666667,1.88275,1.524485000000001,0.8107862500000002,-2.4631666666666687,-2.640559791666665,-2.066373888888889,3.347765714285712,3.0
Co2Se2Te3,5.991637333333331,7.339243722222222,33.44574500000002,-0.4203025416666663,-1.1053494444444445,-1.2634616666666687,2.4868222222222247,1.536255,1.0682301666666674,0.8194533333333334,0.6451499999999999,-23.38783238888889,1.75163,1.5660516666666675,0.8343712500000002,-2.6189686666666687,-2.5958856249999984,-2.167157777777777,3.3291590476190445,3.0
Co2Se3Te2,5.682458777777777,7.352776777777778,31.42388500000001,-0.5231070833333336,-1.1400822222222222,-1.3600954761904775,2.6386822222222235,1.7556225000000003,1.1623824999999994,0.9150400000000002,0.7335000000000005,-24.314481314814824,1.97091,1.586040555555556,0.8390529166666667,-2.841416,-2.7767137499999985,-2.4211577777777777,3.0915257142857144,3.0
Co2Se4Te1,5.471176055555554,7.526073444444443,29.17698,-0.5646964444444443,-1.0666266666666664,-1.3717026190476198,2.676050000000001,1.8740283333333343,1.247353999999999,1.0078516666666666,0.8117666666666665,-25.72679861111112,2.116246666666667,1.6496277777777784,0.9714648333333332,-2.9838886666666653,-2.9010920833333333,-2.469778888888889,3.0496295238095223,3.0
Rh2O1S4,4.56361511111111,6.014856666666661,19.893785,-1.2038362777777778,-1.3713122222222225,-2.1784300000000005,3.073093333333333,2.009844166666667,1.7261220000000006,1.5367983333333333,1.3472916666666663,-41.16219166666668,2.842636666666666,2.1046427777777783,1.346934166666667,-3.759791333333329,-3.619705,-3.44791722222222,2.933821904761905,3.0
Rh2O2S3,4.264849388888888,6.282554777777771,20.14068,-1.2784122083333336,-1.6881905555555556,-2.523646666666667,3.2131099999999995,2.290869166666667,1.7954723333333336,1.849355,1.4433649999999998,-41.95486500000001,3.0634266666666665,2.3714622222222226,1.4487800000000002,-4.116825999999998,-3.9127116666666666,-3.747610555555554,2.8892552380952385,3.0
Rh2O3S2,3.689209277777777,5.550902222222219,18.305914999999995,-1.4380549444444444,-2.0792288888888883,-3.66454,3.9803277777777777,3.223963333333332,1.884908,1.7729483333333331,1.6184916666666662,-42.599359444444445,3.863343333333333,3.070978333333333,1.6989670833333337,-5.284360666666662,-5.466264166666665,-4.86510722222223,2.354647142857145,3.0
Rh2O4S1,3.797290666666665,5.588169722222219,18.40637833333333,-1.5912495833333329,-2.8805311111111105,-3.941811904761903,4.270324444444444,3.1547675,2.0299153333333337,1.8506383333333336,1.7468749999999995,-42.31173777777776,4.307383333333333,3.177576666666667,1.83769375,-5.62982666666666,-5.558652916666664,-4.913038888888891,2.283208095238097,3.0
Rh2O1Se4,4.496086999999998,6.431044999999997,21.074135000000005,-0.955662125,-1.5311333333333332,-1.9480161904761897,2.578702222222225,1.876768333333333,1.282793333333333,1.184856666666667,1.1185211111111104,-34.96472027777777,2.3309066666666665,1.6771788888888892,1.000365,-3.494600666666664,-3.166732916666665,-2.887314444444443,3.014758571428572,3.0
