formula,2Dpfx,2Dpfy,area,CBM_GW,CBM_HSE06,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,Eng,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,VBM_HSE06-VL,CBM_HSE06-VL,TDSL
Mn2STe,6.105144722,5.292520722,13.83372967,-0.607549736,-0.076012778,-0.612239524,2.81001,0.9893925,0.956800833,0.764116333,0.845317778,-10.6489237,2.515973333,1.319865,0.93436575,-3.72764,-2.12080875,-1.700465,4.071669524,-6.192478274,-4.147682302,3.0
Mn2Se3,5.498674222,5.546472222,18.284857,-0.481780583,-0.35392,-0.969459524,3.424599444,1.753696667,1.377282167,1.255893,0.885211667,-15.02823631,2.971116667,1.428133056,1.0813175,-3.871733333,-2.511567292,-2.195592222,3.181115,-5.692682292,-3.535035,3.0
Mn2S1Se2,5.275902833,5.251603333,17.4031975,-0.567289611,-0.344987222,-0.885423333,3.215033889,1.537739167,1.290770167,0.969325667,0.925699444,-15.74868472,3.02241,1.485184167,1.009047667,-3.929152,-2.605711458,-2.063878889,3.165963905,-5.771675363,-3.510951127,3.0
CrSe2,7.321812556,6.545808778,11.88219667,-0.312631917,-0.553545,-1.135457143,3.319540556,2.223911667,1.2593652,1.33664,0.89184,-9.856497222,2.54087,1.701283611,1.070179833,-3.48721,-2.527714167,-2.357621111,3.179906476,-5.707620643,-3.733451476,3.0
MnSe2,5.9473335,6.326022889,12.84852833,-0.579837139,-0.940821111,-1.41572381,3.704332778,2.169806667,1.6245244,1.612616667,0.873078333,-8.33813463,3.007703333,1.917383889,1.418090833,-4.062746667,-3.150383333,-2.787392778,3.063268571,-6.213651905,-4.004089683,3.0
FeSe2,6.366116667,7.081526333,12.435956,-0.641319236,-1.106278889,-1.465428571,3.574102778,2.0909925,1.270938067,1.45943,0.87134,-7.664180185,2.744963333,1.799155,1.135065333,-3.768188667,-3.19365,-2.848913889,3.095997143,-6.289647143,-4.202276032,3.0
CoSe2,8.079801167,7.373549111,12.56250567,-0.681157167,-1.223341111,-1.681757143,3.585988333,2.110029167,1.507347433,1.59904,0.937936667,-6.318918333,3.117693333,1.821255,1.253079667,-3.770862,-3.099349167,-2.872197778,2.940988571,-6.040337738,-4.164329683,3.0
WSTe,7.597032556,6.652719,12.10844067,0.763311181,0.591300556,0.287354286,2.44163,1.73311,1.045193867,1.044304,0.732033333,-11.68186741,2.310153333,1.634901111,0.874961833,-2.850238,-0.899049583,-0.842139444,4.805583238,-5.704632821,-4.214282683,3.0
Mn2O1Te3,4.942978833,6.389359778,20.87618883,-0.605239736,-0.605622222,-1.278092857,3.374096667,1.644800833,1.277198367,1.014048333,0.941586667,-23.59243637,2.802896667,1.388708889,1.272455,-3.626893333,-2.73047625,-2.275081111,3.45312781,-6.18360406,-4.058750032,3.0
Mn2S1Se3,4.6792935,5.717905722,21.93942667,-0.475743042,-0.667535556,-1.32397,3.165761667,1.864790833,1.381222467,1.39006,0.812167778,-24.47290959,2.832423333,1.471512778,1.276743,-3.779147333,-2.689105625,-2.459382222,3.289241048,-5.978346673,-3.956776603,3.0
MnSSe,5.304466,5.351885444,12.450355,-0.631774375,-0.918215,-1.298219524,3.665253889,2.309243333,1.579873167,1.273114667,0.878724444,-8.761675741,2.901133333,1.980248333,1.443794167,-4.134244667,-3.434510417,-2.788869444,2.672390476,-6.106900893,-3.590605476,3.0
MnSTe,5.377457333,5.218033667,13.45766233,-0.701621097,-0.781442222,-1.160602381,3.365332222,1.847523333,1.422521667,1.030219833,0.648538333,-8.46535463,2.85282,1.657955556,1.364885833,-3.946673333,-3.032484583,-2.520087778,2.661208095,-5.693692679,-3.442650317,3.0
Mn2S3Te1,4.736501778,5.731188333,21.18448933,-0.570760486,-0.780596111,-1.335439048,3.117523333,2.191759167,1.461158067,1.7046,0.891516667,-24.16977306,3.06922,2.011627778,1.510986333,-3.843607333,-3.059902708,-2.844496111,3.112183333,-6.172086042,-3.892779444,3.0
Mn2Se3Te1,4.750795833,5.773512444,24.192073,-0.344514653,-0.627251667,-1.24540119,3.003895556,1.65746,1.2058286,1.023036667,0.742874444,-21.22846796,2.306486667,1.268919722,1.1434115,-3.363289333,-2.589707083,-2.268902778,3.233247143,-5.822954226,-3.86049881,3.0
Tc2O1Te3,5.881271833,6.441593944,22.2473105,-0.151856903,-0.648170556,-0.946808571,2.088319444,1.406728333,1.006470567,0.964858333,0.917052222,-34.43279244,1.74983,1.263870833,0.704452417,-1.576376,-2.121354167,-1.727256667,3.657144905,-5.778499071,-4.30531546,3.0
TcSSe,5.554871278,5.541406722,11.27443233,-0.526188778,-0.431107222,-0.977049048,2.952781111,2.1308425,1.1347805,1.229652,0.831451667,-11.2630733,2.511246667,1.771523056,0.918415,-3.375538,-2.07371875,-1.710637778,3.986362952,-6.060081702,-4.417470175,3.0
Tc2S3Te1,5.437953611,6.228322778,22.44694483,-0.178339625,-0.418288333,-0.989300952,2.462611667,1.429294167,0.790751233,0.960963333,0.860581667,-35.88103883,2.355073333,1.299411111,0.719901667,-2.086554667,-2.190364583,-1.888170556,3.445384095,-5.635748679,-3.863672429,3.0
Re2O1Se3,5.759258444,7.449785778,17.32799917,0.152432625,-0.69298,-0.891101429,2.588083889,1.561815,1.141300367,1.068303333,0.93979,-40.14666783,2.45151,1.320680556,0.997101,-1.918625333,-2.274796667,-1.955936111,3.48728281,-5.762079476,-4.18026281,3.0
Re2S3Se1,6.086514167,6.949556556,21.35115217,0.164783431,-0.146532222,-0.831352857,2.405052778,1.190414167,0.9289325,0.922188333,0.807694444,-38.21705506,2.23702,1.1788975,0.889016833,-2.133842,-1.867676667,-1.626983889,3.848969857,-5.716646524,-3.995502079,3.0
Fe2S1Se3,4.977620667,6.352987278,21.6540445,-0.679862,-1.053847778,-1.380798095,2.893347222,1.813695,1.076414867,1.227727333,0.911193333,-23.76959002,2.32729,1.493186667,0.862133333,-3.41588,-2.814519167,-2.522892778,3.22707719,-6.041596357,-4.280924968,3.0
FeSSe,6.094444278,5.953613,11.830201,-0.654538403,-0.893256667,-1.416195238,3.681771111,2.041093333,1.327430467,1.188422,0.93644,-7.990945556,2.948136667,1.992503333,1.151443833,-3.982206,-3.3745925,-3.069463333,2.660085952,-6.034678452,-3.553342619,3.0
FeSTe,6.1923505,5.639745889,13.17858533,-0.696049597,-0.978631111,-1.19066381,3.302798889,1.96699,1.199045733,1.019873167,0.719936111,-7.667003148,2.94249,1.842425556,1.087372,-3.693617333,-3.119715833,-2.637738333,2.638993238,-5.758709071,-3.617624349,3.0
Fe2S3Te1,4.659651611,6.178250389,20.19195783,-0.746906917,-1.141226667,-1.404587619,2.913933889,2.052520833,1.257342533,1.380351667,0.966379444,-24.566686,2.436996667,1.986955556,1.100365167,-3.477886667,-3.044160833,-2.807480556,3.18314619,-6.227307024,-4.324372857,3.0
Fe2Se3Te1,5.040847222,6.212479611,23.79991017,-0.606676569,-0.949225556,-1.234024762,2.621494444,1.811371667,1.002019267,0.845396667,0.801704444,-21.13555348,2.09008,1.443665556,0.814121833,-3.007284,-2.670116667,-2.268940556,3.239056667,-5.909173333,-4.188282222,3.0
Co2S1Se3,5.981171222,6.724810222,22.06207033,-0.763530083,-1.171197778,-1.499593095,2.894752222,1.916980833,1.342137533,1.41149,0.959795,-21.59113643,2.403306667,1.675058333,1.066601667,-3.448292,-2.925391875,-2.489185,3.047853095,-5.97324497,-4.219050873,3.0
CoSSe,7.140558722,6.089499333,12.207962,-0.697098792,-0.877732222,-1.66138,3.714470556,2.201233333,1.537781133,1.471027,0.998216667,-6.672526296,3.273496667,1.994252778,1.2952955,-3.968546,-3.235095,-3.056055,2.500862905,-5.735957905,-3.378595127,3.0
Co2S1Te3,6.445920667,7.072869833,25.229391,-0.622895097,-1.087047778,-1.204633571,2.728996667,1.554388333,1.030339033,0.893908333,0.677521667,-18.83945381,2.0363,1.493968889,0.976707917,-2.807270667,-2.52843875,-2.05204,3.198469,-5.72690775,-4.285516778,3.0
Co2Se1Te3,6.7835375,7.202080222,29.45382033,-0.555672625,-1.075163333,-1.254109762,2.561668333,1.5488025,1.016988167,0.894141667,0.650153333,-17.65272535,2.07831,1.528408333,0.917808333,-2.669441333,-2.545548542,-2.068659444,3.133848619,-5.679397161,-4.209011952,3.0
Co2Se3Te1,6.052460167,7.221799778,24.81852817,-0.712512903,-1.048333889,-1.368411667,2.782140556,1.85422,1.232370667,1.058783333,0.875716667,-18.72819241,2.165516667,1.634920556,1.013347333,-3.099048667,-2.8053425,-2.379812222,3.089564095,-5.894906595,-4.137897984,3.0
Nb2O1Se2Te1,7.644772944,8.027256056,14.14113,-0.007237847,0.032162222,-0.456212381,2.291117222,1.6648725,1.266558067,1.106125,0.963386667,-37.85020452,1.99343,1.435578056,0.987453667,-1.629611333,-1.51919625,-1.300945556,4.349948143,-5.869144393,-4.317785921,3.0
Nb2S2Se1Te1,7.566964,7.499302444,16.37338417,-0.068873236,-0.143223889,-0.53679,2.007396111,1.424491667,1.073324567,0.976333,0.738051667,-35.45171489,1.86578,1.293385556,0.940082167,-1.632956,-1.379794583,-1.192938889,4.244344476,-5.62413906,-4.387568365,3.0
Ta2O1Se2Te1,7.922759333,8.602606778,14.349241,0.296101347,0.727998889,-0.000616667,2.459846111,1.870226667,1.3106785,0.987006667,0.911366667,-39.17147352,2.01819,1.531127778,1.082158333,-1.540719333,-1.061180417,-0.808253889,4.662863143,-5.72404356,-3.934864254,3.0
Cr2S2Se1Te1,6.043639667,6.070691056,16.81363417,-0.152097889,-0.28684,-0.934838095,2.109379444,1.6415425,0.971053933,0.901265333,0.855672778,-25.58596502,1.96318,1.235610278,0.881246,-2.57752,-2.2062225,-1.934585556,3.414363,-5.6205855,-3.701203,3.0
Mn2O1S1Te2,4.967597611,6.472736667,15.37437167,-0.820001292,-0.612041667,-1.229891905,3.474776667,1.797151667,1.2985766,1.043505,0.900095556,-25.44603581,2.873966667,1.503693889,1.2577675,-3.991542667,-2.946312917,-2.485882222,3.533884857,-6.480197774,-4.145926524,3.0
Mn2O1Se1Te2,5.066628444,6.304977722,16.17823167,-0.680796278,-0.495338889,-1.16138,3.305593333,1.68886,1.268212433,1.037428333,0.854652778,-24.45709933,2.714016667,1.461801111,1.1883,-3.838778,-2.891407917,-2.521237778,3.567252571,-6.458660488,-4.06259146,3.0
Mn2O1Se2Te1,4.855448556,6.09918,15.27772417,-0.776382458,-0.956565556,-1.355860952,3.591718333,1.802328333,1.315397933,1.130286667,0.878456111,-25.38288852,3.225303333,1.697583889,1.288876833,-4.265152667,-3.186640833,-2.735746111,3.416344429,-6.602985262,-4.372909984,3.0
Mn2S1Se1Te2,5.084330444,6.228137722,19.40319317,-0.407933847,-0.323227778,-0.956995714,2.547512778,1.299582917,1.028159,0.699306,0.576408889,-21.48191267,2.093996667,1.105148611,0.994124,-3.224784,-2.336126667,-1.914127778,3.487290333,-5.823417,-3.810518111,3.0
Mn2S1Se2Te1,4.830702889,6.004771778,18.51241367,-0.45689625,-0.686937778,-1.100491905,2.648791667,1.39534875,1.081720267,0.852244333,0.674017222,-22.39124722,2.436766667,1.217691944,1.032629667,-3.497675333,-2.539772708,-2.164882222,3.366709476,-5.906482185,-4.053647254,3.0
Mn2S2Se1Te1,4.862186667,5.970277222,18.24594233,-0.522092889,-0.779279444,-1.12225619,2.740841667,1.641242917,1.1918214,1.051379333,0.725015556,-24.09535089,2.698746667,1.436554444,1.190703833,-3.655718,-2.704708125,-2.340268333,3.362010762,-6.066718887,-4.141290206,3.0
Fe2S1Se1Te2,5.811921444,6.558913444,18.64980033,-0.635626972,-0.833507778,-0.99704,2.537582778,1.491849167,0.8979544,0.713182667,0.644686667,-22.07552619,1.9986,1.298848889,0.739677667,-2.834564,-2.40335125,-1.999303333,3.441414667,-5.844765917,-4.274922444,3.0
Co2S1Se1Te2,6.881598611,7.214165167,18.5395905,-0.743490222,-0.940222222,-1.132890714,2.731487778,1.6646325,1.050544033,0.974128333,0.678591111,-19.64945704,2.08334,1.482741111,0.884615833,-2.988165333,-2.514535208,-2.100833333,3.291405,-5.805940208,-4.231627222,3.0
Co2S1Se2Te1,6.564558111,6.792694833,17.89196917,-0.783039486,-1.008625,-1.297710238,2.737665556,1.833056667,1.1254123,1.00839,0.819872222,-20.05934048,2.33082,1.527304444,0.9809315,-3.250154,-2.651046458,-2.273877222,3.307950333,-5.958996792,-4.316575333,3.0
Co2S2Se1Te1,6.431947444,7.039430111,17.28267817,-0.811532208,-1.021593889,-1.345897143,2.814793333,1.998416667,1.2674566,1.013070667,0.896530556,-21.2825257,2.4461,1.719994167,1.007362167,-3.400264,-2.816015417,-2.419858333,3.328973857,-6.144989274,-4.350567746,3.0
Nb2S5,6.192867611,7.3502125,27.994715,-0.235087569,-0.188698889,-0.852858095,2.796607222,1.974285417,1.461600333,1.447626667,0.99354,-44.51040889,2.70614,2.028499444,1.307153333,-2.457158,-2.206151667,-2.037020556,3.486437429,-5.692589095,-3.675136317,3.0
Ta2S5,6.443331889,8.029334333,26.88669,-0.100586389,-0.216233333,-0.71904381,2.870756667,1.903760833,1.4270665,1.604018667,0.921583333,-44.47265222,2.733706667,1.936930556,1.3868125,-2.437698667,-1.910157083,-1.779708889,3.741966667,-5.65212375,-3.9582,3.0
Cr2S5,4.657099222,5.760554778,25.4209,-0.335486944,-0.677881667,-1.312371429,2.906169444,2.420198333,1.5155972,1.365248333,0.983963333,-35.99113,2.64089,2.150680556,1.445891667,-3.213618,-3.12907375,-2.667083889,3.247365238,-6.376438988,-3.925246905,3.0
Cr2Se5,4.754466944,5.771318611,27.51077,-0.073261208,-0.461836667,-1.042132381,2.509588333,1.680246667,1.052131533,1.084735,0.781961111,-32.342675,2.06994,1.149111111,0.980869167,-2.534067333,-2.4102575,-2.232081111,3.55466,-5.9649175,-4.016496667,3.0
Mn2S5,3.95235,5.455113556,25.82268833,-0.625731236,-1.128823889,-1.704380476,3.394803889,2.596356667,1.728815867,1.748011667,0.991058333,-34.29209444,3.177913333,2.28773,1.507018,-3.881556,-3.095545,-3.101357222,3.200668571,-6.296213571,-4.32949246,3.0
Mn2Se5,4.252477444,5.610998611,26.80268,-0.422165556,-0.992149444,-1.492769048,3.025818333,1.806745,1.326698333,1.355061667,0.776477778,-29.40580811,2.800306667,1.332774444,1.1176,-3.431908667,-2.558723958,-2.548518889,3.422509143,-5.981233101,-4.414658587,3.0
Tc2S5,3.939338222,5.884271833,24.99476,-0.396647208,-0.549055,-1.056877619,2.541407778,1.5857925,1.034670333,1.083365,0.945463333,-42.94817833,2.645603333,1.451923611,1.011461667,-2.604282,-2.122471667,-1.982416111,3.737274286,-5.859745952,-4.286329286,3.0
Rh2S5,4.732539056,6.145626611,25.487195,-0.827986417,-1.228552778,-1.587711429,2.635773889,1.771086667,1.549841667,1.168113333,0.976843333,-37.56177167,2.504213333,1.726451667,1.137682917,-3.327713333,-3.066575833,-2.63847,3.094682381,-6.161258214,-4.323235159,3.0
Rh2Te5,6.271820833,7.260648167,33.4073345,-0.128963875,-0.974781111,-1.22887619,2.458101667,1.281548333,1.013737867,0.783523333,0.603565,-25.41028311,1.83829,1.264523333,0.828862917,-1.912741333,-2.5840625,-1.990155,3.325936952,-5.909999452,-4.300718063,3.0
Ir2Te5,5.489373333,7.269304111,33.2184,-0.185902264,-0.767051667,-1.095386905,2.332339444,1.149428333,0.962723233,0.70436,0.56552,-30.72362522,1.73884,1.220919167,0.817613333,-1.34313,-2.313290833,-1.807270556,3.421460048,-5.734750881,-4.188511714,3.0
V2S1Se4,6.049002444,6.416510167,26.07689,-0.238476333,-0.534998889,-0.878640952,2.807646111,1.950653333,1.190421667,1.399256667,0.844635,-34.71673722,2.25434,1.416205,1.128828333,-2.660664667,-2.215671042,-2.069697222,3.420185238,-5.63585628,-3.955184127,3.0
V2S2Se3,6.045085778,6.362010167,25.62304,-0.320277139,-0.54441,-0.93588619,2.798754444,2.1452375,1.252730667,1.406216667,0.869591667,-36.22454333,2.30773,1.574814444,1.222026667,-2.786824667,-2.250959375,-2.122986667,3.400831524,-5.651790899,-3.945241524,3.0
V2S3Se2,6.024645222,6.274208333,25.81027,-0.388684014,-0.529726111,-0.997904286,2.866842222,2.486136667,1.396222333,1.548581667,0.991751667,-37.08548111,2.67033,2.140416111,1.295525,-3.023482,-2.532831875,-2.419538889,3.318476952,-5.851308827,-3.848203063,3.0
V2S3Te2,5.934263111,5.960740222,27.202915,-0.279222708,-0.475127778,-0.970351905,2.642267222,1.948643333,1.219002,1.282121667,0.845814444,-35.29764444,2.288113333,1.873098889,1.159615833,-2.477304667,-2.438879792,-2.363082222,3.202453429,-5.64133322,-3.677581206,3.0
V2S4Te1,6.107100833,5.960159333,26.77482,-0.373721306,-0.382411111,-1.022169048,2.608847222,2.149239167,1.290975667,1.281848333,0.92913,-37.157695,2.311623333,2.127983333,1.376725,-2.875722,-2.641021875,-2.444453333,3.176195905,-5.81721778,-3.558607016,3.0
Nb2Se1Te4,7.031627278,6.650034778,33.953865,0.493968972,-0.429063889,-0.748221905,2.524286667,1.208824167,0.9931991,0.920459667,0.631114444,-35.59178078,2.19376,1.300861389,0.9188475,-0.98109,-1.742411667,-1.437043889,3.890694571,-5.633106238,-4.31975846,3.0
Cr2S1Se4,4.692914278,5.7755615,26.526815,-0.149386292,-0.510618333,-1.076375714,2.45485,1.699269167,1.046869933,1.004151667,0.844671667,-32.73681522,2.25274,1.247262778,1.0752425,-2.677025333,-2.527265833,-2.274874444,3.550810952,-6.078076786,-4.061429286,3.0
Cr2S2Se3,4.694707889,5.823205667,25.518085,-0.202159208,-0.482358333,-1.129677143,2.457636667,1.934836667,1.168873933,1.094968333,0.879783333,-33.78849967,2.3047,1.385333333,1.131405,-2.817903333,-2.648715,-2.280658889,3.49142619,-6.14014119,-3.973784524,3.0
Cr2S3Se2,4.690737444,5.708099222,24.489065,-0.269704278,-0.4145,-1.243225238,2.696483889,2.340261667,1.312739267,1.171673333,0.943023333,-34.634403,2.61558,1.817011111,1.215165,-3.076222,-3.027668333,-2.591156667,3.314097143,-6.341765476,-3.728597143,3.0
Cr2S4Se1,4.700349889,5.745708111,24.016395,-0.295559486,-0.480918333,-1.243391905,2.820905556,2.382921667,1.349661533,1.346155,0.955981667,-35.06599911,2.64948,2.023237778,1.23871,-3.099772,-3.080294583,-2.661978889,3.305314762,-6.385609345,-3.786233095,3.0
Cr2S3Te2,4.646283,5.751990333,28.94272,-0.138901347,-0.572268333,-1.167139524,2.390070556,1.929465833,1.1162552,1.038106667,0.801181667,-32.1793737,2.145703333,1.627238889,1.025759167,-2.517332667,-2.561975417,-2.488251667,3.251017429,-5.812992845,-3.823285762,3.0
Cr2S4Te1,4.814933222,5.46343,26.548095,-0.202599806,-0.405545,-1.251719524,2.504645556,2.077434167,1.2409101,1.210148333,0.839976667,-33.94666278,2.338833333,1.850742222,1.202311667,-2.945855333,-2.909567083,-2.663409444,3.17546381,-6.085030893,-3.58100881,3.0
Cr2Se4Te1,4.696557833,5.824142556,31.03517,0.064240028,-0.488388333,-1.037892381,2.307680556,1.520555833,0.987932867,0.792778333,0.663052778,-30.95251667,1.96072,1.273485556,0.800544167,-2.243518,-2.31242875,-2.15147,3.41387381,-5.72630256,-3.902262143,3.0
Mo2O1Se4,4.806077889,6.501254444,20.98799,0.228512194,-0.754666667,-1.222263333,2.467309444,1.8436125,1.209092,1.179983333,0.988343333,-43.370985,2.31944,1.546042222,1.086095,-1.753394,-2.53354,-2.365299444,3.280929905,-5.814469905,-4.035596571,3.0
Mo2O1Te4,5.433908167,6.707200278,27.98759,0.457864986,-0.784406667,-0.89778,1.957708333,1.482456667,1.062057333,1.100191667,0.923971667,-39.16040833,1.69985,1.407008889,0.825485417,-1.094744,-2.113582083,-1.805196111,3.63183419,-5.745416274,-4.416240857,3.0
W2O2Se3,5.523162444,8.266586389,20.66027,0.833433014,-0.510598333,-1.109508571,3.043626111,2.149231667,1.344092333,1.505305,0.972471667,-49.59676556,2.523533333,1.770262778,1.447551667,-1.929374667,-2.361162917,-2.356506667,3.533079524,-5.89424244,-4.043677857,3.0
Mn2S3Se2,3.968871333,5.502891333,23.99107833,-0.581855778,-1.083243889,-1.605554762,3.241557778,2.405795833,1.654127933,1.627811667,0.944558333,-32.38093156,3.233766667,1.995388889,1.377510833,-3.733850667,-3.06600375,-3.002481667,3.255587619,-6.321591369,-4.338831508,3.0
Mn2S4Se1,3.923426111,5.335525778,24.09136833,-0.597052944,-1.111137222,-1.684377619,3.261026667,2.634378333,1.610276867,1.714153333,0.947543333,-33.12562556,3.125856667,2.21001,1.390282167,-3.789408,-3.11139375,-3.046434444,3.223163333,-6.334557083,-4.334300556,3.0
Mn2S1Te4,5.316485167,5.892680667,32.55477533,-0.307199486,-0.679201667,-1.357887143,2.540186111,1.1033875,1.052925,0.761608333,0.574643333,-27.62238883,2.109756667,1.090667222,1.057992667,-2.717181333,-2.276292292,-2.081829444,3.551265,-5.827557292,-4.230466667,3.0
Mn2S2Te3,4.587216833,5.856290556,29.47644033,-0.425132986,-0.821592222,-1.351714762,2.568175556,1.298024167,1.129666333,0.818078333,0.557405556,-27.83745041,2.282416667,1.272493333,1.062427667,-2.947316667,-2.403905833,-2.118974444,3.486864619,-5.890770452,-4.308456841,3.0
Mn2S3Te2,4.160630556,5.376880833,26.20725,-0.517637167,-1.037692778,-1.52821619,2.856836111,1.95764,1.353815667,1.484806667,0.774481111,-29.90911706,2.82092,1.781613889,1.340601333,-3.465258667,-2.878424792,-2.911787222,3.194498095,-6.072922887,-4.232190873,3.0
Mn2S4Te1,3.909966944,5.18603,25.169872,-0.584190403,-1.051860556,-1.576637143,3.004715556,2.322469167,1.524392333,1.55346,0.868101667,-31.787701,3.02207,2.093398333,1.421696333,-3.718115333,-3.18425625,-2.937128333,3.163939048,-6.348195298,-4.215799603,3.0
Mn2Se1Te4,5.460869722,6.163441889,33.82228533,-0.228544194,-0.769005,-1.361180714,2.797001667,1.0003,1.052135833,0.774718333,0.556836667,-27.08805091,2.100316667,1.045712778,0.9748785,-2.539444,-2.248822708,-2.012690556,3.51471,-5.763532708,-4.283715,3.0
Mn2Se2Te3,4.941512667,6.025679444,32.97136533,-0.261463694,-0.749026667,-1.373270714,2.748379444,1.108366667,1.0787425,0.794808333,0.525118333,-27.65793717,2.146366667,1.102927778,0.997411833,-2.670320667,-2.300859375,-2.026801667,3.496818667,-5.797678042,-4.245845333,3.0
Mn2Se3Te2,4.394328056,5.881064722,29.982662,-0.329650847,-0.883745,-1.476474524,2.787749444,1.640041667,1.161703167,0.861553333,0.589083889,-27.85470515,2.267766667,1.296167222,1.033819333,-3.004658,-2.56867875,-2.356408333,3.276437238,-5.845115988,-4.160182238,3.0
Mn2Se4Te1,4.01098,5.7289225,29.759202,-0.398635847,-0.870795,-1.475614286,2.856723889,1.660831667,1.216160167,1.11279,0.631819444,-28.34496978,2.349406667,1.412806111,1.1711565,-3.257251333,-2.667896042,-2.444318333,3.360621048,-6.028517089,-4.231416048,3.0
Tc2S1Se4,4.074494667,5.833718833,25.30034,-0.202270569,-0.442256667,-0.915871905,2.374782222,1.2339925,0.753605333,0.733075,0.721391667,-39.571075,2.41476,1.024128611,0.744341667,-1.876428,-1.883902083,-1.502831111,3.898326667,-5.78222875,-4.340583333,3.0
Tc2S2Se3,4.095705778,5.867559944,24.66221,-0.256229097,-0.528653333,-0.951682857,2.346683889,1.237805,0.742383667,0.735588333,0.759466667,-40.24590944,2.44383,1.090301389,0.789670833,-1.98012,-1.882144583,-1.559858333,3.889915238,-5.772059821,-4.418568571,3.0
Tc2S3Se2,3.874821556,5.9158635,24.61499,-0.304621556,-0.587228333,-0.987552381,2.407290556,1.463684167,0.917678333,1.033645,0.91669,-41.83858167,2.634503333,1.405373611,0.886706667,-2.209736,-2.06041625,-1.851019444,3.780747619,-5.841163869,-4.367975952,3.0
Tc2S4Se1,3.979266556,5.872201833,24.071345,-0.325835,-0.517055,-1.024735238,2.474802222,1.51658,0.963144667,1.09745,0.92991,-42.23375722,2.661513333,1.412688056,0.961303333,-2.343048,-2.045739167,-1.856822222,3.743781429,-5.789520595,-4.260836429,3.0
Tc2S4Te1,3.782174889,5.612113056,25.904695,-0.324798292,-0.760829444,-1.097374762,2.382642222,1.411201667,0.900754667,0.971075,0.873855,-41.226805,2.461633333,1.459595,0.80379,-2.018882,-2.133174167,-1.976891111,3.632509048,-5.765683214,-4.393338492,3.0
Re2O2Se3,4.218950556,7.938451667,19.566405,-0.276387236,-0.811866667,-1.56750381,2.830299444,1.760716667,1.268529667,1.397681667,0.965376667,-48.10093556,2.70071,1.587873333,1.229708333,-2.239610667,-2.55701875,-2.515682778,3.596089048,-6.153107798,-4.407955714,3.0
Fe2S3Te2,4.382940889,5.854862944,25.85606,-0.631206125,-1.054012222,-1.409646905,2.737311667,2.1194325,1.225587267,1.17915,0.886316111,-29.83945148,2.4079,1.891041111,1.016901,-3.170925333,-2.930024583,-2.853722222,3.081894762,-6.011919345,-4.135906984,3.0
Fe2S4Te1,4.184734167,5.781979111,23.85224,-0.732695556,-1.185026667,-1.520049048,2.89387,2.326190833,1.3726146,1.45182,0.96873,-31.60825889,2.68166,2.157887222,1.208436,-3.395217333,-3.229424583,-3.028829444,3.03530619,-6.264730774,-4.220332857,3.0
Fe2Se3Te2,4.921577444,6.606038722,31.4315,-0.4825565,-1.099495,-1.269644762,2.464251111,1.70179,0.9504516,0.705853333,0.644607778,-26.8380512,1.91891,1.393936111,0.7182835,-2.658578667,-2.70621,-2.382140556,3.29615381,-6.00236381,-4.39564881,3.0
Fe2Se4Te1,4.888603222,6.729801444,28.9604,-0.55581775,-1.084746111,-1.336395,2.508541111,1.838565833,1.021174933,0.8633,0.720573333,-28.09860983,2.07047,1.452037778,0.771960167,-2.808725333,-2.825343333,-2.477682222,3.301561429,-6.126904762,-4.38630754,3.0
Ru2S4Te1,3.801654889,5.327152833,27.727325,-0.620854597,-1.182287778,-1.365937143,2.380000556,1.552105,1.036158267,0.746885,0.81109,-38.46791389,2.28669,1.439311111,0.836991833,-2.403036,-2.673645,-2.275061111,3.194740476,-5.868385476,-4.377028254,3.0
Co2S2Se3,5.342993944,6.867996056,23.80632,-0.718898153,-1.252251667,-1.55966619,2.947487778,2.128174167,1.465982267,1.58811,0.983728333,-29.45585411,2.530596667,1.846184444,1.15014875,-3.382784,-2.9711825,-2.668163333,3.163163333,-6.134345833,-4.415415,3.0
Co2S3Te2,5.0851,6.771571167,27.47997,-0.676553569,-1.141608889,-1.492316429,2.889962778,2.1230625,1.454856333,1.276805,0.952668333,-27.9375937,2.393086667,1.881927222,1.192144167,-3.307932667,-3.06744,-2.852390556,2.906919048,-5.974359048,-4.048527937,3.0
Co2Se1Te4,6.064173333,7.5127185,34.84788,-0.367023917,-1.022107778,-1.272214048,2.435354444,1.526603333,1.049265367,0.787596667,0.632266667,-22.70664117,1.88275,1.524485,0.81078625,-2.463166667,-2.640559792,-2.066373889,3.347765714,-5.988325506,-4.369873492,3.0
Co2Se3Te2,5.682458778,7.352776778,31.423885,-0.523107083,-1.140082222,-1.360095476,2.638682222,1.7556225,1.1623825,0.91504,0.7335,-24.31448131,1.97091,1.586040556,0.839052917,-2.841416,-2.77671375,-2.421157778,3.091525714,-5.868239464,-4.231607937,3.0
Co2Se4Te1,5.471176056,7.526073444,29.17698,-0.564696444,-1.066626667,-1.371702619,2.67605,1.874028333,1.247354,1.007851667,0.811766667,-25.72679861,2.116246667,1.649627778,0.971464833,-2.983888667,-2.901092083,-2.469778889,3.049629524,-5.950721607,-4.11625619,3.0
