formula,gap,2Dpfx,2Dpfy,CBM_GW,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,CBM_HSE06,Eng
Co2S1Se3,1.086324476190476,5.981171222222218,6.737260444444445,-0.7635300833333329,-1.4995930952380965,2.894752222222222,1.9169808333333345,1.3421375333333332,1.41149,0.9597949999999996,2.487806666666666,1.6775733333333334,1.066601666666667,-3.4482919999999977,-2.922246874999999,-2.4891850000000004,3.048851190476192,-1.3173573336982791,-26.176425921464443
CoSSe,1.2879481904761898,7.140558722222222,6.08949933333333,-0.6970987916666667,-1.66138,3.7144705555555535,2.2012333333333336,1.536739133333335,1.4710269999999994,0.995416666666666,3.273496666666667,1.9942527777777783,1.2952955000000004,-3.968545999999997,-3.2292074999999985,-3.056055,2.499754333333335,-1.0059601437775525,-1.9877286342340739
Co2S3Se1,1.3756403809523818,5.97781133333333,6.516202055555556,-0.7381756111111107,-1.7064326190476198,3.156412222222221,2.2534033333333343,1.6479321999999983,1.7449300000000008,1.1333599999999997,2.725323333333333,2.164995,1.2946749999999998,-3.6911919999999983,-3.1347091666666653,-2.9802338888888893,3.019099523809523,-1.2279298863291306,-22.019158516677734
Co2S1Te3,0.8247807619047621,6.445920666666669,7.072869833333333,-0.622895097222222,-1.204359285714287,2.728996666666672,1.5543883333333337,1.031683033333333,0.8939083333333335,0.6775216666666662,2.073,1.4939688888888898,0.9767079166666668,-2.8072706666666685,-2.52843875,-2.0520399999999994,3.198468999999995,-1.2349131051503486,-26.527878782410475
CoSTe,1.1699864761904757,7.201935055555558,5.865945166666662,-0.723329791666666,-1.4268961904761914,3.3857350000000013,2.1445258333333337,1.3400013666666672,1.273529,0.7601594444444444,3.1727800000000004,1.83357,1.1474085000000005,-3.794946666666664,-3.046924583333334,-2.6828355555555525,2.4540333333333355,-1.1441511939401174,-3.150349359158035
Co2S3Te1,1.2927394761904765,5.6274178888888855,6.95801933333333,-0.8153994305555545,-1.5077716666666665,3.018666666666668,2.226652500000001,1.5609026,1.3853366666666664,1.0385794444444445,2.458883333333334,2.0559638888888885,1.2129791666666672,-3.5186866666666643,-3.088235,-2.8668727777777763,3.0547760952380947,-1.148323751048022,-22.61707423675282
Co2Se1Te3,0.8334561904761907,6.783537500000001,7.202080222222222,-0.555672625,-1.2541097619047632,2.5616683333333365,1.5488025,1.0169881666666665,0.8941416666666668,0.6501533333333337,2.07831,1.528408333333335,0.9178083333333332,-2.669441333333336,-2.544571041666668,-2.0702427777777768,3.133848619047616,-1.6724835592145175,-18.166267724032227
CoSeTe,1.0717481428571431,7.648399500000002,6.312383666666663,-0.6678129999999998,-1.384193333333334,3.225235000000002,1.999136666666668,1.2761207,1.092892333333333,0.6749111111111114,2.904246666666668,1.843517222222223,1.178642666666667,-3.570108666666663,-2.8752629166666672,-2.603139999999996,2.502807428571431,-1.3840756352747718,2.083771694528238
Co2Se3Te1,0.99992019047619,6.052460166666665,7.221799777777775,-0.7125129027777776,-1.368411666666667,2.7821405555555576,1.85422,1.2323706666666654,1.0587833333333336,0.8757166666666668,2.212196666666668,1.6349205555555568,1.0133473333333334,-3.1054166666666663,-2.8053425,-2.382512222222221,3.089564095238094,-1.3245278877985218,-18.748692916632397
Ti2O1S1Se2,1.7937064761904753,5.9826774444444455,6.465353222222225,-0.6911346111111116,-0.9690347619047628,3.569540555555556,3.0166058333333337,1.6855483333333328,2.1081833333333337,1.311918333333334,3.30394,2.714126111111111,1.5678081666666677,-3.2430893333333306,-3.1285100000000017,-2.755063888888885,3.073993000000004,-0.4721688643388633,-37.98635391583101
Ti2O1S2Se1,1.944135571428572,5.912004777777779,6.588186444444446,-0.7182011944444449,-1.0163557142857156,3.9341205555555545,3.275753333333335,1.9157816666666656,2.007593333333334,1.339125,3.721230000000002,3.0044688888888893,1.6761973333333346,-3.3993199999999977,-3.314844583333336,-2.799349999999997,3.020762523809527,-0.4609059214203487,-36.11836246974734
Ti2O2S1Se1,2.57422285714286,5.664157388888892,6.465728777777779,-0.7319466250000002,-0.9767223809523818,4.315420000000004,4.418713333333334,2.425310333333333,2.428671666666666,1.571853333333333,4.133886666666668,4.245086111111111,2.293311333333333,-3.90267933333333,-3.65919916666667,-3.090949999999998,2.9798577142857168,-0.4402137615821961,-38.294646420985195
Ti2O1S1Te2,1.332614333333335,6.12320305555556,6.609734111111112,-0.5598554166666666,-0.6197519047619053,2.919205000000001,2.513434166666668,1.5091346,1.4387466666666666,1.157016666666667,2.7557600000000004,2.548831111111112,1.5052058333333336,-2.818438666666666,-2.7836891666666674,-2.247937222222221,3.228973285714285,-0.2227872097406434,-39.27359207588079
Ti2O1S2Te1,1.6363409999999992,5.912157999999998,6.413800722222223,-0.682295416666667,-0.8584528571428577,3.4488877777777764,2.8538333333333328,1.7607714333333322,1.5520383333333334,1.338665,3.329390000000002,3.0542750000000005,1.5973783333333345,-3.193159999999997,-3.4046525,-2.680848333333329,3.0713882380952406,-0.3274640239389592,-38.174628221606824
Ti2O2S1Te1,2.273536333333335,5.529345833333334,6.201966944444445,-0.7028776805555559,-0.7372542857142855,3.9525300000000008,3.6701716666666657,2.2705613333333337,2.412466666666666,1.4207916666666662,3.780990000000001,3.726042777777778,2.1989433333333337,-3.617739333333328,-3.674073333333332,-2.9279499999999974,3.129968047619049,-0.2801490141634321,-40.34380481611071
Ti2O1Se1Te2,1.3100615238095248,5.993984777777782,6.603151166666668,-0.4923312222222221,-0.6164523809523814,2.7663611111111104,2.463458333333334,1.518672266666667,1.4238099999999998,1.0991900000000006,2.6515700000000004,2.351236388888889,1.4044291666666666,-2.6555213333333323,-2.691417083333333,-2.2555172222222213,3.2122632857142843,-0.4825082742860423,-37.47863434243091
Ti2O1Se2Te1,1.4170648095238092,5.755010666666667,6.514849388888889,-0.5595927638888891,-0.775438571428572,3.0406127777777767,2.5583875000000007,1.5723394333333334,1.510615,1.1950299999999998,2.83421,2.6232822222222225,1.4052683333333331,-2.9123099999999984,-2.9521175000000013,-2.577923333333329,3.1922232857142894,-0.6258168344207005,-38.002923625207046
Ti2O2Se1Te1,2.252907285714287,5.373388833333334,6.125703166666667,-0.6576902222222223,-0.6265861904761905,3.781233333333336,3.563189166666666,2.290223666666668,2.392205,1.3833216666666666,3.3518900000000014,3.736558333333334,2.182608333333334,-3.480465999999996,-3.6476558333333338,-2.965002777777776,3.107955190476192,-0.3617920746307722,-37.958892999001925
Ti2S1Se1Te2,1.099262333333333,6.109182333333333,5.950781777777781,-0.3345428888888889,-0.6626052380952384,2.610645000000002,1.9102391666666667,1.2216375000000013,1.158748,0.7376611111111111,2.32383,1.8919086111111112,0.993661416666667,-2.2677279999999995,-1.9839845833333336,-1.794247222222222,3.076751142857141,-0.4020269115157521,-32.43190827784957
Ti2S1Se2Te1,1.2163957619047607,5.807616666666664,6.15545955555556,-0.4455084444444447,-0.8113038095238105,2.704883333333334,2.084906250000001,1.3089791000000013,1.304232,0.8872416666666669,2.45211,2.0037969444444443,1.0440708333333333,-2.540718,-2.1808420833333337,-2.043657777777776,3.1238170952380955,-0.9684283122598092,-32.70373264005268
Ti2S2Se1Te1,1.348815523809522,5.939284444444444,6.154524333333335,-0.5159436250000001,-0.8714957142857148,2.9789661111111108,2.1656737500000007,1.4350729333333343,1.406785333333333,0.9240916666666668,2.60019,2.3867380555555555,1.1696958333333334,-2.7671779999999977,-2.4470250000000004,-2.25702611111111,3.0569761904761905,-0.855074332453453,-30.89373180068514
Zr2O1S1Se2,1.5324601904761894,7.106365944444445,7.342323888888895,-0.5252172777777778,-0.6563819047619048,3.4494033333333345,2.7087408333333327,1.739377333333333,1.6749099999999992,1.1235866666666667,3.025889999999998,2.408497777777777,1.3977533333333338,-2.8355039999999967,-2.2694004166666653,-2.129674444444442,3.5348619999999995,0.0881359540195352,-43.502090191539686
Zr2O1S2Se1,1.6159461428571416,7.087417166666669,7.395085555555561,-0.5825131250000001,-0.6335614285714289,3.6090788888888894,2.9077666666666664,1.8740958666666672,1.6502249999999998,1.1811200000000002,3.28224,2.577330555555555,1.5686841666666675,-2.84417133333333,-2.5580829166666645,-2.3224061111111096,3.562309333333333,0.1008026463838036,-42.64397594242001
Zr2O2S1Se1,2.3467531904761896,6.602027666666667,7.059305000000004,-0.4972583055555555,-0.6045133333333335,3.949406666666668,3.957509166666665,2.5720091666666645,2.2521966666666664,1.321698333333333,3.5732200000000005,3.6283172222222206,1.9926283333333328,-3.1451893333333287,-2.7046966666666656,-2.61560222222222,3.465062476190477,0.2430420808545935,-44.58863968425123
Zr2O1S1Te2,1.2815384761904771,6.933358888888891,7.038663444444444,-0.416381861111111,-0.355385238095238,2.7675972222222214,2.294483333333334,1.6041961000000018,1.4764416666666664,0.9995999999999996,2.42465,2.172204722222222,1.4199062499999997,-2.046671333333333,-1.479432916666667,-1.4111966666666664,3.5665080952380945,0.3699016292222428,-43.38439108535459
Zr2O1S2Te1,1.4552440476190482,6.9142816111111145,7.341087222222223,-0.5611071527777777,-0.6396685714285718,3.3506633333333338,2.5512425000000016,1.7920860333333342,1.546415,1.1082849999999995,2.8112299999999992,2.3751572222222213,1.5150716666666673,-2.593182666666664,-2.21221125,-2.067206666666664,3.6540529047619046,-0.0817444324606468,-43.217881115458646
Zr2O2S1Te1,2.2387888095238107,6.795120833333336,6.908094666666666,-0.4536047222222219,-0.5021580952380954,3.4486044444444457,3.4944916666666668,2.435350666666666,2.1633516666666663,1.2679366666666658,3.11854,3.1558011111111104,1.945393333333334,-2.770178666666664,-2.372501249999998,-2.368272777777777,3.5373057142857136,0.2322849751987468,-45.28351035814331
Zr2O1Se1Te2,1.3628903333333344,6.791917833333336,7.0036088888888886,-0.3438785416666665,-0.3368009523809523,2.762059444444443,2.153,1.5788834333333346,1.501,1.0048666666666664,2.41915,2.202028611111112,1.4089662499999998,-1.9507466666666664,-1.4686050000000006,-1.342812777777778,3.484522333333333,0.0875587895179534,-42.61254735212154
Zr2O1Se2Te1,1.4212002857142865,6.651975444444446,7.29750677777778,-0.4441278749999998,-0.5689514285714286,3.0321122222222217,2.3953383333333336,1.6619991000000007,1.6624149999999998,1.0493999999999992,2.6670899999999995,2.2838158333333323,1.3805899999999998,-2.282341999999997,-1.8560483333333329,-1.76412111111111,3.544734857142858,-0.1634686399444752,-42.817967352913065
Zr2O2Se1Te1,2.236075000000002,6.523969777777781,6.987872444444445,-0.4333303611111109,-0.4966361904761908,3.424301111111112,3.4753725000000006,2.4182773333333336,2.168305,1.2111433333333324,3.112273333333333,2.978409444444445,1.91082,-2.721357333333331,-2.2755762499999994,-2.2383133333333323,3.420129095238094,0.1731158996430663,-43.54990188665797
Zr2S1Se1Te2,1.1751643333333333,7.295357666666666,6.067081888888892,-0.3856954305555558,-0.5853809523809526,2.625163333333335,1.6934258333333332,1.3612898000000004,1.1726721666666666,0.6683633333333328,2.247349999999999,1.8591113888888888,1.1563110833333332,-1.8204020000000016,-1.198229583333333,-1.2037911111111113,3.3564092380952384,-0.0984792086649958,-35.94275942028678
Zr2S1Se2Te1,1.2229231428571423,6.636091277777776,6.22509955555556,-0.4547804305555555,-0.7244695238095236,2.795530000000002,1.9049020833333337,1.4082941000000009,1.2605863333333334,0.8375,2.302549999999999,1.958334722222222,1.2027891666666664,-2.020656,-1.5913408333333334,-1.558222777777779,3.4381635714285737,-0.0474509115140794,-35.916776008899966
Zr2S2Se1Te1,1.2651574761904756,6.709348055555554,6.273695555555559,-0.504012375,-0.713055714285714,2.975635,2.111187500000001,1.452430833333334,1.313438,0.8512311111111112,2.40893,1.9744411111111115,1.278015,-2.076894,-1.63053,-1.714782777777779,3.515009714285716,-0.0338893068794846,-34.75965919546239
Hf2O1S1Se2,1.421146571428571,6.999738222222223,7.714221000000002,-0.5345093333333332,-0.5619780952380954,3.3828616666666664,2.433231666666666,1.7406236666666668,1.319315,1.0491183333333327,2.935520000000001,2.2579158333333327,1.3688250000000004,-2.5306026666666663,-1.8913325,-1.820403888888887,3.757385190476189,0.4327249849672782,-42.18491830047982
Hf2O1S2Se1,1.568912285714286,7.065117333333334,7.737713555555556,-0.5717452777777775,-0.6130385714285717,3.568900000000002,2.570039166666667,1.8702948666666672,1.3995616666666666,1.0848233333333333,2.99574,2.5357527777777773,1.4713000000000005,-2.6198779999999977,-2.0854868749999995,-2.033272222222221,3.770657428571427,0.0605168802670276,-41.34214219030328
Hf2O2S1Se1,2.1100726190476204,6.95059477777778,7.422424555555555,-0.4404392916666664,-0.5365161904761903,3.847839444444447,3.306266666666667,2.5917854999999976,2.1086533333333333,1.2284833333333331,3.4273133333333345,3.031878888888889,2.105424166666667,-2.7652213333333333,-2.185483541666667,-2.3302544444444444,3.611041285714285,0.2597299197631314,-43.32986093505244
Hf2O1S1Te2,1.2590715238095245,7.279586000000004,7.33108411111111,-0.4015773055555554,-0.3433400000000001,2.745146111111107,1.8809475,1.6619341000000012,1.29576,0.9521866666666664,2.4187199999999995,1.9763475000000008,1.3374720833333331,-1.767419333333336,-1.1310908333333334,-1.1748927777777771,3.6785257142857097,0.5012234037795811,-41.228568068547425
Hf2O1S2Te1,1.474503285714286,7.224214777777776,7.5479425555555535,-0.5247860416666665,-0.6093452380952381,3.33022111111111,2.3088175,1.766237533333333,1.382388333333333,1.0246233333333328,2.79388,2.355385555555555,1.3979666666666668,-2.236629333333332,-1.828770416666668,-1.8263055555555547,3.8391466666666623,-0.2066407211823139,-40.82499014752906
Hf2O2S1Te1,2.1069497619047644,7.2338962222222225,7.0935913333333325,-0.4252104027777775,-0.5344142857142856,3.419568888888889,3.059065833333333,2.342522666666666,1.9427983333333327,1.1907166666666664,2.8694700000000006,2.6655755555555563,1.9823541666666669,-2.395497999999999,-1.8630445833333336,-1.949114444444444,3.705075095238093,0.1687798361639705,-42.83692029274991
Hf2O1Se1Te2,1.325617190476191,7.165295833333338,7.085295166666667,-0.373343861111111,-0.3464114285714286,2.7069711111111068,1.8676058333333327,1.6746910000000008,1.32933,0.950315,2.313319999999999,2.021245277777778,1.345204583333333,-1.7183760000000023,-1.2705991666666672,-1.1929655555555552,3.620516190476185,0.4300587863209561,-39.89262596213629
Hf2O1Se2Te1,1.3708487619047622,6.957000500000002,7.483077111111112,-0.4262183194444442,-0.5299528571428572,3.0263911111111086,2.112780833333333,1.688034933333334,1.393135,0.9841649999999992,2.5678499999999995,2.1451402777777777,1.3488833333333334,-2.001822000000001,-1.6252795833333342,-1.5944155555555557,3.6421499523809486,0.0583423502799475,-40.189087545967034
Hf2O2Se1Te1,2.1264940476190497,7.111128999999999,7.07697811111111,-0.4045859722222218,-0.4823147619047619,3.364723333333332,3.0146983333333326,2.414634666666666,2.0084383333333333,1.131378333333333,2.85937,2.6185472222222224,1.9432841666666667,-2.275176666666666,-1.8124912500000008,-1.8472,3.634220857142853,0.1347254232520746,-40.48501067873308
Hf2S1Se1Te2,1.1172759523809523,7.220577111111111,6.782377055555555,-0.3680910972222224,-0.5382414285714291,2.419686111111111,1.4323487499999998,1.4014304333333334,1.0011854999999998,0.6243272222222217,2.01017,1.711531666666667,1.165437333333334,-1.543126000000001,-1.0893229166666665,-1.0569999999999995,3.5991944285714244,0.1935014902585434,-33.95994410504517
Hf2S1Se2Te1,1.173160142857143,6.787177444444442,7.128907888888897,-0.4214315416666665,-0.6601904761904762,2.6773155555555546,1.7005387499999995,1.4496559666666669,1.1164113333333332,0.751988333333333,2.22119,1.8122408333333333,1.2081750000000002,-1.8270580000000016,-1.4336912500000003,-1.3651172222222223,3.5912730476190435,0.0270309200803818,-33.95984948241398
Hf2S2Se1Te1,1.2205073809523803,6.915263111111109,7.315738444444449,-0.4489206111111111,-0.6671471428571428,2.883392222222221,1.735089166666666,1.4943797000000012,1.2040633333333337,0.7631849999999997,2.34229,1.8496625,1.277286666666667,-1.8725100000000017,-1.4848087500000002,-1.48281,3.70283028571428,0.0237233947325571,-32.62620730072014
V2O1S1Se2,1.310168476190476,5.921486333333335,6.18199938888889,-0.558729972222222,-1.107483809523811,3.150698888888888,2.202026666666667,1.350516033333334,1.4907533333333334,1.3211661111111117,2.17646,2.067978055555556,1.2575761666666665,-3.095668666666662,-2.4909966666666667,-2.4041744444444424,3.503777809523809,-0.475169175731546,-39.98749012049328
V2O1S2Se1,1.4656838095238085,6.025283777777779,6.245462333333334,-0.6056595694444442,-1.1811166666666688,3.30119111111111,2.5925941666666663,1.5649809333333335,1.689066666666667,1.358674444444444,2.57269,2.3572541666666664,1.4564503333333336,-3.295380666666663,-2.745570416666668,-2.449851111111108,3.5407929523809534,-0.5578284490869972,-38.46843140379319
V2O2S1Se1,1.8384242857142865,5.567380722222224,6.052078555555555,-0.6322361666666662,-1.1620057142857174,3.650696111111112,3.229447500000002,1.981589333333332,2.070123333333333,1.3915283333333333,2.988163333333333,2.9434722222222223,1.813764166666667,-3.9074246666666617,-3.0167529166666687,-2.751486111111108,3.451569809523808,-0.0098245146748517,-39.130312235799416
V2O1S1Te2,0.9335082857142868,6.028985666666671,6.535893833333336,-0.5061814166666665,-0.7498200000000004,2.349178888888889,1.77938,1.1065568999999993,1.0953666666666666,1.1036011111111108,1.671,1.638564722222223,1.0669206666666669,-2.563517999999998,-2.1710858333333336,-1.992835555555554,3.5579421904761848,-0.1034039709912826,-41.167220050367696
V2O1S2Te1,1.195250904761905,5.7302095,6.393240444444445,-0.6131418888888885,-0.9579738095238108,2.6980899999999983,2.1617049999999995,1.337329333333334,1.1718183333333334,1.2936677777777776,1.98533,2.1439108333333343,1.269607,-2.997570666666664,-2.563129166666667,-2.407753333333332,3.580322285714284,-0.4947450957804047,-40.01889154087955
V2O2S1Te1,1.48610619047619,5.514069055555557,6.021755222222222,-0.6311494027777776,-1.0027647619047635,3.22029111111111,2.575855833333333,1.7216561999999995,1.344755,1.3536449999999998,2.739563333333334,2.667318333333335,1.5179899999999995,-3.617314666666663,-3.0423791666666653,-2.5822544444444424,3.591555809523807,-0.0965817255141947,-40.91462240983582
V2O1Se1Te2,0.9138986666666672,5.928886500000004,6.458016055555558,-0.4334418194444444,-0.7288395238095242,2.1734788888888885,1.6820500000000007,1.0764976999999991,1.0941166666666668,1.1247983333333338,1.5918,1.5688630555555554,0.9728840000000002,-2.3886213333333326,-2.169549583333334,-1.927794444444444,3.565392476190472,-0.2856264567679185,-39.39387901407557
V2O1Se2Te1,0.9665292380952388,5.7843345555555565,6.315140500000002,-0.5138185694444444,-0.8522123809523822,2.3250888888888865,1.836129166666666,1.1178626000000005,1.1413300000000002,1.230568333333334,1.74602,1.6649425000000002,1.0340015,-2.6551819999999986,-2.3539604166666668,-2.1838933333333306,3.5530656190476155,-0.6518521990600632,-39.47237145741273
V2O2Se1Te1,1.4256266666666662,5.408191500000002,5.944880555555554,-0.5634599722222221,-0.9140385714285728,3.072529444444443,2.4531983333333334,1.6846883333333338,1.2836800000000002,1.3560933333333332,2.36011,2.458473333333336,1.5273424999999998,-3.3419506666666634,-2.9774775,-2.5485261111111104,3.4938266666666635,-0.1576295418590701,-38.241159217000686
V2S1Se1Te2,0.7490470952380953,6.009347333333336,6.295928000000001,-0.281293763888889,-0.6800928571428574,2.8181100000000026,1.4282554166666666,0.9193566,0.7930296666666666,0.6462244444444444,1.9909300000000003,1.2395063888888886,0.7669230833333335,-2.1920980000000005,-1.6933204166666664,-1.5939861111111115,3.4367756190476184,-0.3742801606038881,-36.50017885080309
V2S1Se2Te1,0.7762090000000003,6.004188833333331,6.44245316666667,-0.3944479722222224,-0.8273600000000004,2.4735894444444453,1.5486666666666664,0.9860956,0.9116606666666668,0.816711666666667,1.9936000000000005,1.2470674999999996,0.8151117500000001,-2.442995999999998,-1.906491875,-1.7747544444444452,3.423105523809523,-0.3818992988421321,-36.58057012203213
V2S2Se1Te1,0.9438488095238092,6.087541944444441,6.672276444444445,-0.4396548472222223,-0.8712238095238095,2.385646111111112,1.817336666666668,1.1134862,0.9714400000000002,0.9206883333333336,1.88062,1.466360833333333,1.0202192500000005,-2.6010086666666643,-2.114556041666668,-1.92485,3.4000999047619027,-0.7226629590908662,-34.75052009584598
Nb2O1S1Se2,1.1022983333333336,7.502670944444445,8.034077277777778,-0.199042125,-0.6408504761904761,2.76121777777778,2.1111158333333337,1.3146132,1.2010633333333334,1.0835816666666669,2.21202,1.7262377777777786,1.1005229999999997,-2.1559006666666662,-1.8714912499999992,-1.6788616666666665,4.408999476190473,-0.8297370144365545,-48.072548247745615
Nb2O1S2Se1,1.2391310952380952,7.499095833333337,8.166136611111112,-0.2229104583333334,-0.6802380952380956,2.820270000000001,2.1405191666666665,1.4762702000000003,1.41103,1.1247844444444446,2.3308,1.936121111111112,1.2651020000000002,-2.372396,-2.014090833333333,-1.8149066666666656,4.422438523809521,-0.7811260636055443,-46.58542002276672
Nb2O2S1Se1,1.648985476190476,7.222283277777781,7.85023083333333,-0.1327449722222223,-0.6974395238095243,3.2078705555555587,2.3825691666666664,1.913877,1.4869700000000003,1.164896666666667,2.54803,2.172001111111111,1.529795833333334,-2.558930000000001,-2.114082083333332,-1.7748372222222224,4.243589904761903,-0.4856516548817189,-47.421357314354
Nb2O1S1Te2,0.9572241428571436,7.724543611111112,8.258721499999996,-0.0372121666666666,-0.3523109523809524,2.075102777777775,1.703834999999999,1.2686930000000003,0.953,0.9003216666666667,1.82984,1.4238091666666666,1.06642825,-1.440676666666668,-0.8965650000000001,-1.153834444444444,4.401930761904761,0.1745134646941472,-47.72695511696568
Nb2O1S2Te1,1.04450861904762,7.8636012777777795,8.37808783333333,-0.152189625,-0.6238823809523814,2.557596666666666,1.9549541666666668,1.354108433333334,0.9977349999999996,1.1166716666666665,2.15357,1.715400555555556,1.150348666666667,-1.9633820000000013,-1.644226249999999,-1.5046672222222208,4.401931999999996,-0.958492571357179,-47.34509562495065
Nb2O2S1Te1,1.470578333333331,7.671766833333335,8.190704388888882,-0.0480823749999999,-0.5050047619047625,2.748375555555556,2.0981316666666667,1.8083723666666665,1.2096966666666666,1.1527066666666663,2.227076666666667,1.9375438888888887,1.4846966666666666,-2.1175813333333324,-1.7659920833333314,-1.6554644444444444,4.313846523809523,-0.4257062922158669,-48.511427805329326
Nb2O1Se1Te2,0.983169761904763,7.53893727777778,7.918431388888891,0.0451787083333333,-0.3058795238095239,1.9933827777777744,1.6309558333333325,1.2459780000000005,1.06617,0.8755649999999994,1.75242,1.388099722222222,1.0311949166666663,-1.3670226666666678,-0.7957287499999999,-0.8791488888888886,4.340214714285711,0.0822105810448057,-46.07113941740374
Nb2O1Se2Te1,0.9600596190476204,7.644772944444447,8.027256055555556,-0.0089153472222222,-0.455139523809524,2.294027222222219,1.6648725,1.2721680666666666,1.106125,0.9633866666666664,1.99243,1.435578055555556,0.9874536666666668,-1.629611333333334,-1.5191962499999996,-1.3009455555555554,4.349948142857139,-0.6624040280837463,-46.57533202614503
Nb2O2Se1Te1,1.4408334761904755,7.343729777777783,8.28294894444444,0.0560010555555555,-0.4570704761904764,2.6585661111111114,2.0782125000000007,1.8190423666666664,1.293656666666667,1.122715,2.1193500000000003,1.8327005555555569,1.4628458333333334,-1.9838193333333325,-1.6479183333333325,-1.512507777777778,4.257062714285713,-0.4461596726968945,-45.875065339786126
Nb2S1Se1Te2,0.773756476190476,7.369440499999998,7.467491055555557,0.0644063194444444,-0.3831042857142858,1.8247116666666667,1.2736112500000003,1.021128566666667,0.8493788333333334,0.5904499999999999,1.6586599999999998,1.2075463888888889,0.7925524166666668,-1.326576000000001,-0.6792183333333331,-0.7892666666666664,4.151416047619048,-0.7579381970605611,-40.316900447550864
Nb2S1Se2Te1,0.7976031904761911,7.37216522222222,7.465664444444448,-0.0025376805555555,-0.4912261904761906,1.991796111111109,1.3290158333333335,1.0285719666666668,0.8991103333333331,0.7150566666666665,1.7702800000000003,1.1881269444444449,0.8064213333333334,-1.5407500000000012,-1.1925070833333329,-1.017273888888889,4.216880619047614,-0.945619051945174,-41.09905440405065
Nb2S2Se1Te1,0.8617164285714289,7.566963999999998,7.499302444444446,-0.0705507361111111,-0.5322914285714287,2.0073961111111096,1.4244916666666665,1.0779182333333337,0.976333,0.7380516666666663,1.8647800000000003,1.2933855555555551,0.9400821666666668,-1.633328000000001,-1.3797945833333336,-1.1929388888888894,4.244621619047615,-1.0133908962909308,-39.38980478390992
Ta2O1S1Se2,1.100400238095239,7.8880339444444445,8.591329111111108,0.1275667916666667,-0.0708452380952381,2.7689144444444422,2.204751666666666,1.4161811333333336,1.1046033333333332,1.000546666666666,2.32146,1.6625244444444451,1.1956516666666666,-2.072553333333336,-1.4023375000000005,-1.1975872222222206,4.715146857142857,0.3367701105412737,-43.40929659064078
Ta2O1S2Se1,1.2586133333333336,7.987135611111113,8.657829999999999,0.075160375,-0.2045999999999999,2.874281666666665,2.326173333333333,1.4960456666666662,1.4169583333333329,1.0173199999999991,2.4010800000000003,1.8170688888888904,1.3645023333333337,-2.259277333333333,-1.732965833333333,-1.3864705555555534,4.705420190476196,0.1763078492632793,-42.2685637472482
Ta2O2S1Se1,1.702919904761904,8.10375827777778,8.577063999999996,0.2001232499999997,-0.20188,3.371452222222224,2.6515916666666675,1.9990591333333327,1.5213849999999995,1.0724833333333326,2.6007433333333334,2.0573872222222227,1.812411666666668,-2.5206353333333342,-1.826830416666666,-1.3944638888888867,4.53109161904762,0.3598902711828148,-43.38759294073739
Ta2O1S1Te2,0.8687962380952386,8.161439055555554,8.705421666666666,0.2978675138888887,0.2017595238095237,2.2168311111111065,1.694108333333333,1.302524366666667,0.9006166666666666,0.8285244444444443,1.9173,1.3889072222222223,1.112421916666667,-1.337850666666668,-0.5287966666666665,-0.5300822222222227,4.723591714285711,0.3946647045832086,-44.00446429630958
Ta2O1S2Te1,1.1316373809523812,8.265802944444445,8.767148388888888,0.1842971805555556,-0.2275785714285714,2.648501666666664,2.1931375000000006,1.3808370333333333,1.1823056666666665,0.9450583333333328,2.14361,1.7803311111111122,1.2849983333333337,-1.784606000000002,-1.3691912500000003,-1.09691111111111,4.714632142857142,0.0325091747640664,-43.598135962088726
Ta2O2S1Te1,1.5711427619047609,7.9627763888888925,8.97579722222222,0.2980194027777776,-0.0754019047619048,2.8762516666666644,2.553599166666668,1.9107938333333327,1.4538833333333332,1.006813333333333,2.20542,1.875252222222224,1.7887633333333344,-2.0289973333333333,-1.4348333333333338,-1.0935388888888882,4.57741180952381,0.3232020363989154,-44.88441412127547
Ta2O1Se1Te2,0.902065142857144,7.944757555555558,8.583932944444443,0.3240755416666665,0.1990238095238095,2.1568377777777736,1.5534074999999994,1.3124647,0.9097616666666668,0.8340777777777777,1.85129,1.358591666666667,1.1076235833333334,-1.306368666666668,-0.4724291666666667,-0.4321850000000004,4.650779238095235,0.476342754360588,-42.011685910587445
Ta2O1Se2Te1,0.9347337142857156,7.922759333333335,8.602606777777773,0.296101347222222,-0.007375238095238,2.45957944444444,1.8702266666666671,1.3054465000000013,0.9870066666666666,0.9113666666666662,2.01819,1.521504444444444,1.0821583333333331,-1.5407193333333349,-1.0611804166666667,-0.8082538888888892,4.665145999999996,-0.1124861201527864,-42.2307020463805
Ta2O2Se1Te1,1.5691557619047614,7.989136333333335,8.822911944444439,0.356819625,-0.0127561904761904,2.6902799999999973,2.318782500000001,1.9406065000000003,1.5294133333333333,0.9943033333333328,1.9964800000000005,1.916253888888891,1.677631666666667,-1.844388666666667,-1.367027083333334,-1.0461338888888885,4.5286449523809535,0.3397059616387732,-41.604607046908626
