Formula,"Valence band effective mass, direction 1"
Ti4Br4Se4,-2.444
Ti4Cl4Se4,-2.059
Ti4I4Se4,-3.208
TiBr2,-0.588
TiBrCl,-0.623
TiBrI,-0.587
TiCl2,-0.611
TiClI,-0.714
TiI2,-0.498
TiO2,-2.961
TiS2,-1.1689999999999998
TiSSe,-1.129
TiSTe,-0.957
TiSe2,-1.5194999999999999
TiSeTe,-0.965
TiTe2,1.398
TiZr3S8,-0.9
TiZr3Se8,-2.324
TiZr3Te8,-1.274
Tl2Br2,-14.5
Tl2Br2O2,-3.128
Tl2Br6,-1.5795
Tl2Cl2,-0.9765
Tl2Cl2O2,-24.538
Tl2Cl4,-10.012
Tl2Cl6,-5.6945
Tl2I2,-0.5805
Tl2I2O2,-0.821
Tl2I2S2,-1.503
Tl2I6,-0.796
Tl2O6Sb2,-4.695
Tl2S2,-8.782
Tl2Se2,-19.3685
Tl2Te2,-5.670999999999999
V2Br6,-0.186
V2Cl6,-0.341
V2F2,-3.877
V2F2O7Te2,-7.506
V2F8,-3.959
V2H4O10Se2,-8.683
V2I2,-1.475
V2I6,-11.498
V2O10P2,-1.715
V2O5,-0.688
V2S2,-0.564
V2Se2,-0.6
V2Te2,-0.4565
V4F12O4,-11.954
V4O10,-5.7106666666666674
V4O8,-3.607
VBr2,-15.453
VBr2O,-16.597
VBrCl,-5.591
VBrI,-3.451
VCl2,-23.719
VCl2O,-25.386
VClI,-3.463
VI2,-9.194
VS2,-3.19
VSSe,-3.582
VSe2,-0.858
VSeTe,-4.932
VTe2,-0.6475
W2Br6,-0.165
W2Cl4O4,-12.906
W2Cl6,-0.599
W2H4O8,-1.127
W2I6,-2.3994999999999997
W2O12Sb4,-29.594
W2O2,-1.282
W2P2S6,-1.095
W2Se4,-7.317
WO2,-0.831
WOS,-12.795
WOSe,-1.542
WOTe,-45.606
WS2,-0.336
WSSe,-0.369
WSTe,-34.506499999999996
WSe2,-0.352
WSeTe,-0.405
WTe2,-0.289
Y2Br6,-1.0350000000000001
Y2CF2,-0.887
Y2CH2O2,-0.625
Y2Cl2O2,-31.754
Y2Cl2O4,-1.636
Y2Cl6,-6.804
Y2F2,-1.192
Y2I6,-1.069
Y3N2O2,-5.967
YBr2,-4.02
YCl2,-2.064
YI2,-2.555
Zn2As4O8,-4.579
Zn2Ge2O6,-2.615
Zn2H4O8Se2,-2.042
Zn2H8N4Te2,-0.852
Zn2I2,-33.701
Zn2O6Si2,-4.81
Zn2P2S6,-0.508
Zn2P2Se6,-0.416
Zn2P2Te6,-0.145
Zn2S2,-0.375
Zn2S4,-0.678
Zn2Se2,-0.3885
Zn2Se4,-1.627
Zn2Te2,-0.19
Zn2Te4,-1.153
Zn4Cl4O4,-1.396
ZnBr2,-1.5563333333333331
ZnC4N6,-4.455
ZnCl2,-2.746
ZnF2,-10.84
ZnH2O2,-1.468
ZnI2,-1.3656666666666668
Zr2Br2,-0.131
Zr2Br2N2,-16.5045
Zr2Br4,-1.199
Zr2CO2,-0.256
Zr2Cl2,-0.067
Zr2Cl2N2,-1.9969999999999999
Zr2Cl4,-1.361
Zr2Ge2Te8,-0.611
Zr2I2N2,-0.47450000000000003
Zr2I4,-0.976
Zr2O6,-13.762
Zr2P2S6,-0.662
Zr2P2Se6,-0.462
Zr2S2,-0.095
Zr2S6,-1.441
Zr2Se2,-1.1740000000000002
Zr2Se6,-0.741
Zr2Te10,-0.353
Zr2Te2,-22.207666666666668
Zr3C2F2S2,-0.272
Zr3C2O2,-4.769
Zr3F2N2O2,-3.538
Zr3N2O2,-0.381
ZrBr2,-0.411
ZrBrCl,-0.435
ZrBrI,-0.415
ZrCl2,-0.432
ZrClI,-0.485
ZrH2O6P2,-1.457
ZrI2,-0.335
ZrO2,-2.812
ZrS2,-1.3896666666666668
ZrSSe,-1.122
ZrSTe,-0.647
ZrSe2,-0.965
ZrSeTe,-0.742
ZrTe2,-1.796
