Formula,Area of unit-cell
HgI2,17.599666666666668
HgO,12.284
HgO2,11.627749999999999
HgS,15.919
HgS2,12.880333333333333
HgSe,17.256
HgSe2,13.464666666666666
HgTe,19.388
HgTe2,12.058666666666667
I2Sb,14.932666666666668
I2Sb2,21.326999999999998
I6Sb2,51.103
ISSb,14.0685
ISbSe,14.636
ISbTe,15.6715
In2Br2,27.236
In2Br2N2,14.596
In2Br2O2,15.137
In2Br2S2,20.553
In2Br2Se2,22.318
In2Br6,43.396
In2Cl2,25.540499999999998
In2Cl2N2,14.296
In2Cl2O2,14.777
In2Cl2S2,20.082
In2Cl2Se2,21.821
In2Cl6,39.3405
In2F2,11.107
In2I2,29.3945
In2I2N2,15.497
In2I2O2,15.832
In2I2S2,21.263
In2I2Se2,23.077
In2I6,49.6435
In2MnSe4,14.886
In2O2,15.7905
In2P2S6,37.359
In2P2Se6,41.788
In2P2Te6,47.926
In2S2,16.785
In2S4,28.715
In2Se2,20.935000000000002
In2Se3,14.615
In2Se4,48.449
In2Si2Te6,44.189
In2Te2,23.0825
In2Te4,45.3515
In2Te5,37.47
In2Zn2S5,13.279
In2Zn3S6,13.231
In2ZnS4,13.295
In3Te4,16.148
In4Br4Te4,65.615
In4Br8,66.043
In4I4Te4,66.888
InAs,16.6875
InBr2,18.060333333333332
InC,11.871
InCl2,16.96366666666667
InF2,14.044
InH2O2,12.007
InI2,19.632333333333335
InLiI4O12,32.409
InN,11.07
InNaI4O12,36.324
InNi5Br2,13.975
InNi5Cl2,13.621
InNi5I2,14.817
InP,15.388
InPd5Br2,16.786
InPd5Cl2,16.388
InPd5I2,17.476
InPt5Br2,16.454
InPt5Cl2,16.17
InPt5I2,17.004
InS2,13.613
InSb,18.834
InSe2,14.504
InSiTe3,48.065
InTe2,16.533
Ir2Br2,11.8875
Ir2Br2N2,12.536
Ir2Br2O2,14.058
Ir2Br2S2,16.746
Ir2Br2Se2,18.365
Ir2Br4,27.29
Ir2Br6,36.6955
Ir2Cl2,11.31
Ir2Cl2N2,12.328
Ir2Cl2O2,13.727
Ir2Cl2S2,16.468
Ir2Cl2Se2,18.034
Ir2Cl6,34.911500000000004
Ir2F2,9.38
Ir2I2,14.2135
Ir2I2N2,13.123
Ir2I2O2,14.685
Ir2I2S2,17.268
Ir2I2Se2,18.941
Ir2I6,42.364999999999995
Ir2Nb2Te8,47.662
Ir2O2,11.169000000000002
Ir2O4,16.971
Ir2O6,13.605
Ir2P2S6,33.214
Ir2P2Se6,36.84
Ir2P2Te6,41.925
Ir2S2,11.4038
Ir2S4,26.6095
Ir2S6,20.766
Ir2Se2,11.7516
Ir2Se4,29.4585
Ir2Se6,19.468
Ir2Ta2Te8,47.767
Ir2Te2,15.027600000000001
Ir2Te4,33.9555
Ir2Te6,23.293
Ir4S8,41.061
Ir4Se8,44.682
Ir4Te8,50.45
Ir5Te10,64.955
IrBr2,12.609666666666667
IrCl2,11.424666666666667
IrF2,7.047
IrH2,6.488
IrI2,14.227333333333334
IrLi2,6.508
IrO2,7.833666666666666
IrS2,10.107666666666667
IrSe2,10.895666666666665
IrTe2,12.383333333333333
K,16.08
K2Br2,39.679
K2C2H2O6,21.859
K2C2O6,23.423
K2C4,18.762
K2C4H6O6,22.238
K2C6H6O6,24.079
K2Cl2,36.401
K2Cl2O6,26.045
K2F2,26.133
K2I2,44.466
K2N2O6,24.026
K2Os2Br8N2O4,59.223
K2Os2F10N2O2,27.942
K2Pt2Cl6N2,44.739
KI2,19.199
KS2,7.914
KSe2,8.92
KTe2,10.781
KTiS2,11.271
Li2B2,14.375
Li2Cl2O4,23.097
Li2F2O2,15.062
Li2F2S2,29.916
Li2H2O2,13.112
Li2H2S2,20.605
Li2H4N2,13.237
Li2H4N2O6,20.225
Li2Mn,6.658
Li2Mn2P2,12.953
Li2Mo,6.554
Li2Nb,7.079
Li2Ni,6.123
Li2Ni2As2,15.463
Li2Ni2P2,14.514
Li2Ni2Sb2,17.412
Li2Os,6.25
Li2Pb,10.652
Li2PdH2,9.557
Li2Pt,6.97
Li2PtH6O6,25.44
Li2Re,6.321
Li2Rh,6.763
Li2Ru,6.328
Li2Sc,8.847
Li2Ta,7.145
Li2Ti,7.181
Li2Ti2Cl2N2,13.618
Li2V,6.242
Li2V4O10,41.327
Li2W,6.619
Li2Zr,8.215
Li4CO4,19.677
Li4O8Sb4,28.482
Li4Zn2Si2,16.081
Li6H2O8Te2,35.455
LiC12,15.994
LiC5H5N2O5,55.315
LiNiP2S6,30.12
Mg2Cl4,23.145
Mg2Mn2Ge2,14.769
Mg2Mn2Si2,14.424
Mg2Mo2O12Te2,26.922
Mg2P2S6,32.429
Mg2P2Se6,36.084
MgB2H8,15.745
MgBr2,12.696
MgCl2,12.616333333333335
MgF2O2,9.307
MgF2S2,14.012
MgH2O2,8.786
MgH2S2,13.856
MgI2,14.955
MgNa2H4O8S2,29.82
Mn2Br2,14.398
Mn2Br2O2,13.2
Mn2Br2S4Sb2,40.48
Mn2Br2Sb2Se4,45.055
Mn2Br2Se2,18.806
Mn2Br6,37.518
Mn2C,7.014
Mn2CF2,7.609
Mn2CH2O2,7.875
Mn2Cl2,12.262
Mn2Cl2N2,11.951
Mn2Cl2O2,12.734
Mn2Cl2S4Sb2,41.397
Mn2Cl2Se2,18.341
Mn2Cl6,33.439499999999995
Mn2F2,15.64
Mn2F2N,8.03
Mn2H2NO2,8.166
Mn2H2O4,12.004
Mn2H2S4,16.479
Mn2H4O8S2,29.178
Mn2I2,15.752
Mn2I2Sb2Se4,44.718
Mn2I2Se2,19.589
Mn2I6,43.646
Mn2Mo2O12Te2,27.456
Mn2N,5.95
Mn2NO2,7.177
Mn2O2,10.676
Mn2O8Se2,26.852
Mn2P2S6,32.122
Mn2P2Se6,35.397
Mn2S2,10.818
Mn2Se2,13.120999999999999
Mn2Se4,18.627
Mn2Sn2Sr2,17.604
Mn2Sr2Ge2,16.145
Mn2Te2,14.439
Mn2Te6,22.451
Mn3C2,7.438
Mn3C2F2,7.438
Mn3C2H2O2,7.61
Mn3C2O2,7.193
Mn3F2N2,7.717
Mn3H2N2O2,7.649
Mn3N2,8.258
Mn4C3,7.483
Mn4C3F2,7.401
Mn4C3H2O2,7.519
Mn4C3O2,7.387
Mn4H2N3O2,7.384
Mn4N3,7.081
Mn4N3O2,7.3
Mn4Pb4O12,28.585
MnBr2,13.938666666666668
MnC6N4Se2,38.732
MnCl2,12.750666666666667
MnF12Sb2,24.536
MnF2,6.791
MnH2,5.529
MnH2O2,9.796
MnI2,16.007
MnNa2F3O7P2,25.837
MnO2,7.796333333333333
MnRe2O8,28.322
MnS2,10.024
MnSe2,11.452666666666667
MnTe2,13.339666666666666
MnZrBr6,40.467
MnZrCl6,31.514
MnZrF6,22.748
MnZrI6,46.835
Mo2BO2,8.159
Mo2BS2,9.041
Mo2BSe2,9.354
Mo2Br2,11.157
Mo2Br2N2,13.043
Mo2Br2O2,12.637
Mo2Br2S2,15.334
Mo2Br2Se2,16.34
Mo2Br4,21.24
Mo2Br4O4,30.945
Mo2C,7.842
Mo2CF2,7.145
Mo2CH2O2,7.565
Mo2CO2,8.283
Mo2CS2,9.183
Mo2CSe2,9.545
Mo2Cl2,10.660499999999999
Mo2Cl2N2,12.657
Mo2Cl2O2,12.21
Mo2Cl2S2,14.33
Mo2Cl2Se2,15.379
Mo2Cl4,17.5
Mo2Cl6,28.5795
Mo2F2,7.532
Mo2F2N,6.666
Mo2H2NO2,6.92
Mo2I2,13.524999999999999
Mo2I2N2,14.375
Mo2I2O2,13.446
Mo2I2S2,18.859
Mo2I2Se2,16.787
Mo2I4,25.965
Mo2I6,44.739
Mo2N,6.835
Mo2NO2,7.077
Mo2NS2,9.587
Mo2NSe2,9.891
Mo2O10P2,37.234
Mo2O2,11.369333333333335
Mo2O4,14.729
Mo2O6,14.485
Mo2P2S6,30.303
Mo2P2Se6,35.267
Mo2P2Te6,39.923
Mo2S2,12.29625
Mo2S4,27.365000000000002
Mo2S6,15.664
Mo2Se2,11.84
Mo2Se4,30.451
Mo2Se6,19.625
Mo2Ta2O11,28.209
Mo2Te2,13.366249999999999
Mo2Te4,35.1655
Mo2Te6,22.156
Mo2V2O10,43.639
Mo2W2S8,35.175
Mo2W2Se8,38.189
Mo2W2Te8,43.646
Mo2Zn2O12Te2,26.877
Mo2Zn2O8,23.178
Mo2ZrO8,30.326
Mo3C2,7.364
Mo3C2F2,7.243
Mo3C2H2O2,7.406
Mo3C2O2,7.612
Mo3F2N2,6.943
Mo3H2N2O2,7.036
Mo3N2,6.987
Mo3N2O2,6.977
Mo3WS8,35.159
Mo3WSe8,38.186
Mo3WTe8,43.652
Mo4C3,8.202
Mo4C3F2,8.553
Mo4C3H2O2,8.585
Mo4C3O2,8.066
Mo4F2N3,8.999
Mo4H2N3O2,9.069
Mo4N3,7.727
Mo4N3O2,8.812
MoAs2,8.183
MoAsSb,8.848500000000001
MoBr2,10.148
MoBrCl,9.222999999999999
MoBrI,11.377500000000001
MoCl2,8.916333333333334
MoClI,10.1065
MoF2,7.26
MoH2,6.507
MoH2O2,7.077
MoI2,13.531333333333334
MoO2,8.439666666666666
MoOS,7.789
MoOSe,8.144
MoOTe,8.809
MoS2,10.416333333333332
MoSSe,9.0685
MoSTe,9.669
MoSb2,9.3185
MoSe2,11.105666666666666
MoSeTe,10.0525
MoTe2,12.565333333333333
MoW3S8,35.184
MoW3Se8,38.187
MoW3Te8,43.654
N2Si6,41.133
Na,12.11
Na2B2H8O8,34.251
Na2C2H6N8O2,37.155
Na2C2N2S2,23.163
Na2C4,14.402
Na2F2O2,21.864
Na2F2S2,19.114
Na2H2O2,15.3085
Na2H2S2,28.516
Na2H8I2O4,35.696
Na2Nb2Cl12,46.758
Na2Ni2As2,16.267
Na2Ni2P2,14.916
Na2Ni2Sb2,19.333
Na2PtH6O6,29.549
Na2SnH6O6,31.107
Na2Ta2Cl12,47.276
Na4As4O8,34.335
Na4O8S4,37.664
NaBr4C6O2,31.618
NaNb3O4,23.195
NaW2Br6O2,40.084
Nb2As2Ge2,12.635
Nb2BO2,8.606
Nb2BS2,9.559
Nb2BSe2,9.874
Nb2Br2,14.54
Nb2Br2N2,14.703
Nb2Br2O2,13.485
Nb2Br2S2,16.649
Nb2Br2Se2,17.617
Nb2Br4O2,27.885
Nb2Br4S4,38.385
Nb2Br4Se4,39.882
Nb2Br6,33.342
Nb2C,8.406
Nb2CF2,8.843
Nb2CH2O2,8.884
Nb2CO2,8.469
Nb2CS2,9.293
Nb2CSe2,9.552
Nb2Cl2,14.6475
Nb2Cl2N2,14.355
Nb2Cl2O2,12.999
Nb2Cl2S2,16.276
Nb2Cl2Se2,17.165
Nb2Cl4,19.498
Nb2Cl4S4,35.51
Nb2Cl4Se4,36.922
Nb2Cl6,29.4695
Nb2F2,10.621
Nb2F2N,7.252
Nb2Ge2Sb2,13.448
Nb2H2NO2,7.539
Nb2I2,15.778500000000001
Nb2I2N2,15.277
Nb2I2O2,14.401
Nb2I2O4,15.063
Nb2I2S2,17.29
Nb2I2Se2,18.336
Nb2I4,25.015
Nb2I4O2,30.086
Nb2I6,42.067
Nb2N,8.492
Nb2NO2,8.447
Nb2NS2,9.419
Nb2NSe2,9.691
Nb2Ni2Te10,56.213
Nb2O2,12.480333333333334
Nb2O4,16.372
Nb2O6,11.979
Nb2Os2Te8,46.497
Nb2P2S6,29.404
Nb2P2Se6,34.738
Nb2P2Te6,37.293
Nb2Pd2Te10,58.997
Nb2PdS6,29.966
Nb2PdSe6,32.247
Nb2S2,12.325399999999998
Nb2S6,16.564
Nb2Se2,12.571200000000001
Nb2Se6,18.618
Nb2Te2,13.4416
Nb2Te4,51.0
Nb2Te6,21.947
Nb3Br7S,44.597
Nb3Br8,44.336
Nb3C2,8.736
Nb3C2F2,8.734
Nb3C2H2O2,8.734
Nb3C2O2,8.531
Nb3Cl7Te,41.943
Nb3Cl8,40.069
Nb3F2N2,7.372
Nb3H2N2O2,7.533
Nb3I7Te,51.589
Nb3I8,51.136
Nb3N2,7.51
Nb3N2O2,8.133
Nb3Te6,34.978
Nb4C3,8.477
Nb4C3F2,8.61
Nb4C3H2O2,8.648
Nb4C3O2,8.563
Nb4F2N3,8.865
Nb4Ge2Te8,52.02
Nb4H2N3O2,8.891
Nb4I2Te12,84.076
Nb4N3,8.587
Nb4N3O2,8.552
Nb4Ni4Te8,50.18
Nb4O8,32.866
Nb4S12,34.014
Nb4Si2Te8,50.676
Nb6Ge2Te12,75.894
Nb6Si2Te12,74.159
Nb8C4,14.369
NbAs2,8.7645
NbAsSb,9.846499999999999
NbBr2,10.184666666666667
NbBrCl,9.3425
NbBrI,10.746500000000001
NbCl2,9.134666666666666
NbClI,10.3035
NbF2,7.557
NbF4,16.804
NbH2,7.08
NbH2O2,7.327
NbI2,12.212666666666665
NbO2,9.239666666666666
NbS2,11.135
NbSSe,10.1405
NbSTe,10.772
NbSb2,9.286999999999999
NbSe2,11.927666666666667
NbSeTe,11.1125
NbTe2,13.46866666666667
Ni2As2O7,32.492
Ni2Br2,13.0595
Ni2Br2N2,11.885
Ni2Br2O2,12.301
Ni2Br2S2,16.014
Ni2Br2Se2,17.468
Ni2Br6,37.15
Ni2C4N6,48.278
Ni2Cl2,12.029
Ni2Cl2N2,11.434
Ni2Cl2O2,11.968
Ni2Cl2S2,15.826
Ni2Cl2Se2,17.118
Ni2Cl6,33.0755
Ni2F2,9.1835
Ni2F2O4,11.576
Ni2F2S4,15.951
Ni2H2O4,11.655
Ni2H2S4,15.66
Ni2I2,14.528
Ni2I2N2,11.902
Ni2I2O2,12.855
Ni2I2S2,16.501
Ni2I2Se2,18.053
Ni2I6,42.179500000000004
Ni2O2,12.002333333333333
Ni2P2S6,29.574
Ni2P2Se5,31.917
Ni2P2Se6,33.166
Ni2P2Te6,39.07
Ni2S2,12.1966
Ni2S4,27.9
Ni2S6,15.44
Ni2Sb2Si2,15.696
Ni2SbTe2,13.164
Ni2Se2,13.133799999999999
Ni2Se4,31.424
Ni2Se6,17.284
Ni2Ta2Te10,56.399
Ni2Ta4S10,52.067
Ni2Ta4Se10,55.267
Ni2Te2,13.963
Ni2Te4,37.027
Ni2Te6,24.473
Ni4Ta2Se2Te2,22.737
Ni4Ta2Te4,23.145
Ni4Ta2Te6,39.837
Ni4Ta4Te8,49.92
Ni8As4Si4,32.366
NiBr2,12.737666666666668
NiC10Cl2N2,39.557
NiC12Cl2N2,49.058
NiC2N2S2,19.251
NiC4Cl2N2,23.366
NiC4H8N2O4,40.737
NiC6Cl2H4N2,34.042
NiCl2,12.395000000000001
NiCl2O8,20.174
NiF2,11.793
NiH2,5.411
NiH2O2,8.744
NiI2,14.593333333333334
NiO2,7.995333333333334
NiPS3,31.586
NiRe2O8,26.324
NiS2,9.717333333333334
NiSe2,10.078333333333333
NiTe2,11.613
NiV2Se4,11.168
NiZrBr6,38.364
NiZrCl6,34.29
NiZrF6,27.702
NiZrI6,44.964
O10P4,36.295
O14S2Te4,43.119
O2Sb,12.676
O4S8Sb8,86.525
O6Sb4,44.221
O8P2Sb2,33.638
O8Te4,31.68
OS2Sb2,13.031
OSb2Se2,13.773
OSb2Te2,15.161
Os2Br2,11.6835
Os2Br2N2,12.888
Os2Br2O2,14.319
Os2Br2S2,16.176
Os2Br2Se2,17.862
Os2Br6,38.820499999999996
Os2Cl2,11.318
Os2Cl2N2,12.338
Os2Cl2O2,13.898
Os2Cl2S2,15.911
Os2Cl2Se2,17.48
Os2Cl6,34.1385
Os2F2,9.214
Os2I2,14.489
Os2I2O2,14.744
Os2I2S2,16.699
Os2I2Se2,18.387
Os2I6,43.303
Os2O2,10.728
Os2O4,14.994
Os2P2S6,32.786
Os2P2Se6,36.544
Os2P2Te6,41.49
Os2S2,11.0566
Os2S4,26.186
Os2Se2,12.57725
Os2Se4,29.374499999999998
Os2Se6,19.344
Os2Ta2Te8,46.478
Os2Te2,13.5238
Os2Te4,34.004999999999995
Os2Te6,23.211
OsBr2,11.828333333333333
OsCl2,10.524666666666667
OsCl2O,13.391
OsF2,6.892
OsH2,6.245
OsH2O2,10.211
OsI2,13.933666666666667
OsO2,7.500666666666667
OsS2,9.801666666666668
OsSe2,10.592333333333334
OsTe2,11.962000000000002
P2,9.345
P2Sb2Se6,43.538
P2Sb2Te6,49.817
P2Si6,50.981
P4,15.312
P8Si4,35.603
Pb2Br2,18.542
Pb2Br2N2,16.463
Pb2Br2O2,17.409
Pb2Br2S2,22.508
Pb2Br2Se2,19.649
Pb2Br4,43.969
Pb2Cl2,18.063000000000002
Pb2Cl2N2,16.149
Pb2Cl2O2,17.239
Pb2Cl2S2,22.156
Pb2Cl2Se2,19.486
Pb2F2,12.875
Pb2I2,18.3355
Pb2I2N2,17.024
Pb2I2O2,17.057
Pb2I2S2,23.216
Pb2I2Se2,24.728
Pb2O2,20.17866666666667
Pb2P2S6,40.509
Pb2P2Se6,43.931
Pb2P2Te6,49.935
Pb2S2,26.802000000000003
Pb2S4,35.387
Pb2Se2,26.88
Pb2Se4,37.929
Pb2Se6,28.083
Pb2Te2,27.8222
Pb2Te4,42.937
Pb2Te6,30.615
Pb4O4,29.997
Pb6As2,88.092
Pb6N2,76.919
Pb6P2,85.679
Pb6Sb2,92.923
PbBr2,18.953333333333333
PbCl2,18.074666666666666
PbF2,17.316
PbF4,18.861
PbH2O2,13.794
PbI2,20.460666666666665
PbO,11.18
PbO2,10.588
PbS,13.506
PbS2,15.880333333333333
PbSb2Te4,16.69
PbSe,14.401
PbSe2,17.080000000000002
PbTe,16.191
PbTe2,15.183666666666667
PbWO4,26.918
Pd2Br2,14.1805
Pd2Br2N2,13.289
Pd2Br2O2,14.242
Pd2Br2S2,18.238
Pd2Br6,40.5155
Pd2Cl2,13.212
Pd2Cl2N2,12.984
Pd2Cl2O2,14.136
Pd2Cl2S2,17.917
Pd2Cl2Se2,19.285
Pd2Cl4,27.36
Pd2Cl6,36.787
Pd2F2,11.442499999999999
Pd2I2,16.032
Pd2I2N2,13.247
Pd2I2O2,14.625
Pd2I2S2,18.811
Pd2I2Se2,20.09
Pd2I4O12,43.784
Pd2I6,46.715999999999994
Pd2N4O12,47.153
Pd2O2,8.327
Pd2O6Se2,26.180500000000002
Pd2P2S6,31.295
Pd2P2Se6,34.989
Pd2P2Te6,40.413
Pd2S2,12.353666666666667
Pd2S4,30.612
Pd2Se2,12.954666666666666
Pd2Se4,34.042
Pd2Te2,14.177999999999999
Pd2Te4,39.464
Pd3P2S8,44.378
Pd3Ta3Te14,83.482
Pd4I8,65.262
Pd4P4S4,32.705
Pd4P4Se4,34.555
Pd4Tl2Se6,47.823
Pd6Ta4Te10,70.322
PdBr2,13.187333333333333
PdCl2,12.150666666666666
PdF2,8.995
PdH2O2,11.027
PdI2,14.657000000000002
PdO,8.598
PdO2,9.514000000000001
PdS2,11.468666666666666
PdSe2,11.328000000000001
PdTa2S6,30.151
PdTa2Se6,32.569
PdTe2,12.685666666666668
Pt2Br2,12.61
Pt2Br2N2,13.369
Pt2Br2O2,15.08
Pt2Br2S2,18.596
Pt2Br2Se2,20.051
Pt2Br6,40.838499999999996
Pt2Cl2,12.6245
Pt2Cl2N2,13.12
Pt2Cl2O2,14.99
Pt2Cl2S2,18.327
Pt2Cl2Se2,19.699
Pt2Cl6,37.0305
Pt2F2,13.147
Pt2I2,14.835
Pt2I2N2,13.964
Pt2I2O2,15.07
Pt2I2S2,19.054
Pt2I2Se2,20.702
Pt2I4,28.886
Pt2I6,46.7305
Pt2O2,12.957
Pt2P2S6,31.69
Pt2P2Se6,37.5
Pt2P2Te6,44.142
Pt2S2,14.283199999999999
Pt2S4,30.425
Pt2Se2,14.032599999999999
Pt2Se4,33.867
Pt2Se6,22.682
Pt2Ta2Te10,58.917
Pt2Ta4Se14,67.787
Pt2Te2,15.421833333333334
Pt2Te4,39.15
Pt2Te6,26.077
Pt4I8,65.894
Pt4Tl2S6,44.392
Pt4Tl2Se6,48.788
Pt4Tl2Te6,55.524
PtBr2,13.458666666666666
PtCl2,12.315
PtF2,7.977
PtH2,6.963
PtH2O2,11.614
PtI2,14.838
PtO2,8.267333333333333
PtS2,10.776666666666666
PtSe2,11.691666666666668
PtTe2,13.027000000000001
Rb2Br2,44.025
Rb2Br2F8,49.885
Rb2C2F6O6S2,29.453
Rb2C4,20.892
Rb2Cl2,40.511
Rb2F2,29.443
Rb2I2,49.467
RbI2,20.972
RbS2,8.708
RbSe2,9.405
RbSnS2,13.701
RbTe2,11.016
RbTiS2,11.57
Re2Br2,11.3955
Re2Br4,21.774
Re2Br6,33.765499999999996
Re2Cl2,10.9345
Re2Cl4,19.514
Re2Cl6,28.261499999999998
Re2F2,9.4595
Re2I2,12.382000000000001
Re2I4,27.79
Re2I6,45.4525
Re2N2,8.058
Re2O2,11.234666666666667
Re2O4,13.938
Re2S2,11.93175
Re2S4,18.04
Re2Se2,12.13925
Re2Se4,19.502
Re2Te2,12.21725
Re2Te4,21.825
Re2ZnO8,27.186
Re4O8,28.171
Re4S8,36.525
Re4Se8,39.498
Re4Te8,44.58
Re6Cl2Se8,44.778
ReBr2,10.552333333333333
ReCl2,8.909999999999998
ReF2,7.017
ReH2,6.314
ReI2,13.445
ReO2,6.935333333333333
ReS2,10.316333333333333
ReSe2,11.201
ReTe2,12.873666666666667
Rh2Br2,13.407
Rh2Br2N2,12.848
Rh2Br2O2,13.72
Rh2Br2S2,16.737
Rh2Br2Se2,18.24
Rh2Br4,26.047
Rh2Br6,37.042500000000004
Rh2Cl2,11.8605
Rh2Cl2N2,12.218
Rh2Cl2O2,13.394
Rh2Cl2S2,16.43
Rh2Cl2Se2,17.907
Rh2Cl2Te2,24.945
Rh2Cl4,23.99
Rh2Cl6,34.903999999999996
Rh2F2,9.991
Rh2I2,15.296
Rh2I2N2,12.852
Rh2I2O2,14.315
Rh2I2S2,17.317
Rh2I2Se2,18.842
Rh2I6,42.466
Rh2O2,12.289666666666667
Rh2O6,12.186
Rh2P2S6,31.555
Rh2P2Se6,36.089
Rh2P2Te6,41.27
Rh2S2,11.995999999999999
Rh2S4,26.3985
Rh2Se2,12.533199999999999
Rh2Se4,29.098
Rh2Ta2Te8,47.833
Rh2Te2,14.008799999999999
Rh2Te4,33.5485
Rh2Te6,22.875
Rh4S8,40.45
Rh4Se8,43.981
RhBr2,12.734333333333334
RhCl2,11.559333333333333
RhF2,7.544
RhH2,6.378
RhH2O2,10.407
RhI2,14.182333333333332
RhO2,9.099333333333334
RhS2,10.055
RhSe2,10.704333333333333
RhTe2,12.031333333333334
Ru2Br2,11.652999999999999
Ru2Br2N2,12.822
Ru2Br2O2,13.448
Ru2Br2S2,15.995
Ru2Br2Se2,17.619
Ru2Br6,39.193
Ru2Cl2,11.165500000000002
Ru2Cl2N2,12.573
Ru2Cl2O2,13.07
Ru2Cl2S2,15.684
Ru2Cl2Se2,17.192
Ru2Cl6,34.3985
Ru2F2,9.0275
Ru2F8,26.731
Ru2I2,14.683499999999999
Ru2I2N2,13.47
Ru2I2O2,14.49
Ru2I2S2,16.676
Ru2I2Se2,18.216
Ru2I6,42.271
Ru2O2,10.818333333333333
Ru2O4,14.784
Ru2P2S6,30.93
Ru2P2Se6,34.894
Ru2P2Te6,40.668
Ru2S2,12.4342
Ru2S4,26.0455
Ru2Se2,13.136000000000001
Ru2Se4,29.224000000000004
Ru2Se6,25.663
Ru2Ta2Te8,46.05
Ru2Te2,14.37375
Ru2Te4,33.828
Ru2Te6,22.221
RuBr2,12.030666666666667
RuCl2,10.763333333333334
RuCl2O,13.093
RuF2,7.351
RuH2,6.16
RuH2O2,9.795
RuI2,13.946666666666665
RuO2,8.799999999999999
RuS2,10.890666666666666
RuSe2,11.88
RuTe2,11.647333333333334
S2Sb,13.463999999999999
S2Sb2,17.68
S2Sb2Se,13.662
S2Sb2Te,14.226
S2Si,9.46
S2Si2,19.91
S3Sb2,13.333
S4Sb2,33.713
S8Si4,48.277
SSb2Se2,13.965
SSb2Te2,15.142
Sb2,14.646
Sb2Se2,21.854666666666663
Sb2Se2Te,14.901
Sb2Se3,14.29
Sb2Se4,41.484
Sb2SeTe2,15.472
Sb2Si6,60.352
Sb2Te2,25.304499999999997
Sb2Te3,16.097
Sb2Te4,48.592
Sb4,21.262
SbSe2,14.521666666666667
SbTe2,15.584000000000001
Sc2Br2,14.214
Sc2Br2N2,13.886
Sc2Br2O2,14.191
Sc2Br2S2,19.255
Sc2Br2Se2,20.685
Sc2Br4,24.491
Sc2Br6,42.111999999999995
Sc2C,9.512
Sc2CCl2,10.267
Sc2CF2,9.242
Sc2CH2O2,9.431
Sc2CO2,9.028
Sc2Cl2,10.4925
Sc2Cl2H2,10.604
Sc2Cl2N,9.788
Sc2Cl2N2,13.059
Sc2Cl2O2,13.837
Sc2Cl2S2,18.834
Sc2Cl2Se2,20.274
Sc2Cl4,22.183
Sc2Cl6,38.104
Sc2F2,13.087
Sc2F2N,8.773
Sc2H2NO2,8.979
Sc2I2,15.3275
Sc2I2N2,14.355
Sc2I2O2,14.895
Sc2I2S2,20.004
Sc2I2Se2,21.421
Sc2I6,48.133
Sc2N,8.75
Sc2NO2,9.102
Sc2O13Te5,56.234
Sc2O2,15.476333333333335
Sc2O4,13.373
Sc2P2S6,35.424
Sc2P2S8,40.585
Sc2P2Se6,38.706
Sc2P2Te6,42.64
Sc2S2,16.4404
Sc2S4,24.391
Sc2S6,17.961
Sc2Se2,16.5734
Sc2Se6,19.546
Sc2Te2,18.169800000000002
Sc2Te4,53.386
Sc2Te6,22.568
Sc3C2,9.844
Sc3C2F2,9.121
Sc3C2H2O2,9.719
Sc3C2O2,10.505
Sc3F2N2,8.761
Sc3H2N2O2,8.878
Sc3N2,8.971
Sc3N2O2,9.16
Sc4C3,10.026
Sc4C3F2,9.225
Sc4C3H2O2,9.33
Sc4C3O2,9.304
Sc4F2N3,8.831
Sc4H2N3O2,8.905
Sc4I4O4,28.169
Sc4N3,8.927
Sc4N3O2,9.009
Sc4S6,38.265
ScBr2,12.962666666666665
ScCl2,11.741666666666667
ScF2,9.763
ScH2,8.297
ScH2O2,9.139
ScI2,15.602666666666666
ScO2,9.1325
ScS2,12.699333333333334
ScSe2,13.496333333333332
ScTe2,13.421666666666667
Se2Si,10.663
Se2Si2,21.9175
Si2,12.99
Si2Te2,23.887500000000003
SiTe2,12.448
Sn2,18.898
Sn2Br2,16.8365
Sn2Br2N2,15.033
Sn2Br2O2,15.591
Sn2Br2S2,21.208
Sn2Br2Se2,22.714
Sn2C2H6O6P2,31.587
Sn2Cl2,16.375
Sn2Cl2N2,14.688
Sn2Cl2O2,16.021
Sn2Cl2S2,20.814
Sn2Cl2Se2,22.316
Sn2F2,21.321
Sn2F2O6P2,29.551
Sn2H2,19.178
Sn2H2O6P2,31.323
Sn2I2,17.711
Sn2I2N2,15.636
Sn2I2O2,15.808
Sn2I2S2,21.921
Sn2I2Se2,23.362
Sn2O2,17.949333333333332
Sn2O6P2,30.961
Sn2O8S2,43.31
Sn2P2S6,39.391
Sn2P2Se6,42.882
Sn2P2Te6,48.796
Sn2PS6,33.165
Sn2S2,24.332
Sn2Se2,26.323
Sn2Se4,36.413
Sn2Te2,29.451
Sn2Te4,41.279
Sn6As2,77.659
Sn6N2,65.708
Sn6P2,75.903
Sn6Sb2,82.705
SnBr2,18.478666666666665
SnCl2,17.533
SnF2,16.955
SnF4,17.032
SnH2O2,13.293
SnI2,19.980333333333334
SnO,9.676
SnO2,9.547666666666666
SnS,12.192
SnS2,12.472666666666667
SnSe,13.218
SnSe2,13.664333333333332
SnTe,15.079
SnTe2,15.129
Sr2Br2,38.479
Sr2Br2H2,16.845
Sr2C,14.992
Sr2Cl4O8,36.811
Sr2F2,26.145
