Formula,"Valence band effective mass, direction 2"
FeCl2,-2.0425
FeF2,15.785
FeGa2S4,-1.25
FeHfBr6,-6.169
FeHfCl6,-7.611
FeHfF6,-17.719
FeHfI6,-7.436
FeI2,-6.930333333333333
FeSn2C6N6,-2.466
FeZn2C6N6,-1.687
FeZrBr6,-5.299
FeZrCl6,-7.736
FeZrF6,-15.468
FeZrI6,-7.301
Ga2Br2,-0.766
Ga2Br2O2,-0.647
Ga2Br2S2,-0.277
Ga2Br2Se2,-0.191
Ga2Br6,-0.9605
Ga2Cl2,-0.336
Ga2Cl2O2,-0.669
Ga2Cl2S2,-0.249
Ga2Cl2Se2,-0.17
Ga2Cl2Te2,-0.184
Ga2Cl6,-1.26
Ga2F4H10N4,-0.853
Ga2Ge2Te2,-0.9
Ga2H2O8Se2,-6.491
Ga2I2,-0.383
Ga2I2O2,-0.332
Ga2I2S2,3.531
Ga2I2Se2,-0.26
Ga2I6,-0.47450000000000003
Ga2In2S6,-0.642
Ga2NiS4,-0.39
Ga2O2,-3.143
Ga2P2Te6,-0.273
Ga2S2,-1.971
Ga2Se2,-1.7090000000000003
Ga2Te2,-1.148
GaAs,-0.117
GaN,-1.312
GaP,-0.673
Ge2,-0.024
Ge2H2,-0.086
Ge2P2S6,-0.279
Ge2P2Se6,-0.237
Ge2P2Te6,-0.163
Ge2S2,-0.232
Ge2S4,-0.116
Ge2Se2,3.8685
Ge2Te2,-0.056
Ge2Te4,0.094
Ge3O9Sb2,-99.818
GeH2O2,-1.292
GeI2,-0.7595000000000001
GeO,-1.329
GeO2,-3.5660000000000003
GeS,-1.29
GeS2,-0.34199999999999997
GeSe,-0.302
GeSe2,-0.574
GeTe,-0.162
H2Si2,-0.205
H4O10Si4,-1.382
H4O12Te4,-2.79
Hf2Br2N2,-0.555
Hf2Br4,-0.731
Hf2CO2,-0.246
Hf2Cl2N2,-1.9889999999999999
Hf2Cl4,-0.678
Hf2Ge2Te8,-0.126
Hf2I2N2,-0.268
Hf2I4,-0.508
Hf2O6,-2.456
Hf2P2S6,-0.366
Hf2P2Se6,-0.281
Hf2S2,-0.028
Hf2S6,-0.304
Hf2Se2,-0.09
Hf2Se6,-0.192
Hf2Te10,-0.055
Hf2Te2,-3.3834999999999997
Hf2Ti2S8,-0.969
Hf2Ti2Se8,-0.73
Hf2Ti2Te8,-0.419
Hf2Zr2S8,-1.214
Hf2Zr2Se8,-0.537
Hf2Zr2Te8,-0.751
Hf3C2O2,-1.345
Hf3N2O2,-0.52
Hf3TiS8,17.79
Hf3TiSe8,-0.495
Hf3TiTe8,-0.71
Hf3ZrS8,-0.907
Hf3ZrSe8,-0.512
Hf3ZrTe8,-0.683
HfBr2,-0.35
HfBrCl,-0.376
HfBrI,-0.344
HfCl2,-0.375
HfClI,-0.413
HfH2O2,-4.894
HfI2,-0.276
HfMnF6,-11.508
HfMnI6,-0.878
HfNa2H6O6,-1.454
HfNiBr6,-1.873
HfNiCl6,-10.563
HfNiI6,-1.01
HfO2,-2.259333333333333
HfS2,-0.6346666666666666
HfSSe,-0.38549999999999995
HfSTe,-0.506
HfSe2,-3.763333333333333
HfSeTe,-0.544
HfTe2,-0.5605
HfTi3S8,57.236
HfTi3Se8,-1.646
HfTi3Te8,5.347
HfZr3S8,-0.919
HfZr3Se8,-0.538
HfZr3Te8,-0.911
Hg2Br2,-0.239
Hg2Cl2,-0.094
Hg2GeO4,-4.08
Hg2I2,-2.485
Hg2O4,-0.77
Hg2P2S6,-0.693
Hg2P2Se6,-0.532
Hg2P2Te6,-0.183
Hg2Pt4Se6,-0.558
Hg2Se2,-0.03
Hg2Te2,14.748999999999999
Hg2V2O6,-0.553
Hg3B2O6,-14.887
Hg4I8,-7.085
Hg4Mo2O8,-0.332
Hg4W2O8,-0.667
HgBr2,4.035
HgCl2,0.591333333333333
HgF2,-2.357
HgH2O2,-1.014
HgH2S2,-3.022
HgI2,-0.5953333333333334
HgO,-0.337
HgO2,-1.148
HgS,-0.071
HgSe,-0.106
HgSe2,0.088
HgTe,-0.057
I2Sb,-0.389
I2Sb2,0.8135
I6Sb2,-1.032
ISSb,-0.3545
ISbSe,-0.4515
ISbTe,-0.31
In2Br2,-0.6845
In2Br2O2,-1.059
In2Br2S2,-0.358
In2Br2Se2,-0.249
In2Br6,-1.831
In2Cl2,-0.616
In2Cl2O2,18.211
In2Cl2S2,-0.321
In2Cl2Se2,-0.232
In2Cl6,-6.9965
In2F2,-0.374
In2I2,0.05499999999999999
In2I2O2,-0.313
In2I2S2,1.184
In2I2Se2,-0.312
In2I6,-0.7495
In2O2,-1.915
In2P2S6,-0.313
In2S2,-2.2515
In2S4,-2.291
In2Se2,-1.841
In2Se3,-0.296
In2Si2Te6,-0.195
In2Te2,-4.85
In2Te4,-0.387
In2Te5,-0.573
In2ZnS4,-0.469
In4Br4Te4,-0.527
In4Br8,-0.988
In4I4Te4,-0.759
InAs,-0.098
InLiI4O12,-2.111
InN,-1.449
InNaI4O12,-1.137
InP,-0.794
InSb,-0.071
Ir2Br2O2,-0.269
Ir2Br2S2,-0.139
Ir2Br2Se2,-0.041
Ir2Br6,-0.758
Ir2Cl2O2,-0.279
Ir2Cl2S2,-0.124
Ir2Cl2Se2,1.617
Ir2Cl6,-1.532
Ir2I2S2,-0.109
Ir2I6,-0.8685
Ir2Nb2Te8,-0.088
Ir2O2,-0.176
Ir2P2S6,2.301
Ir2P2Se6,-0.557
Ir2P2Te6,-0.513
Ir2S2,-5.464
Ir2Se2,-0.3586666666666667
Ir2Ta2Te8,-0.145
Ir4S8,-0.527
Ir4Se8,-0.552
Ir4Te8,-0.801
K2Br2,-8.075
K2C2H2O6,-24.443
K2C2O6,-6.624
K2C4,-0.905
K2C4H6O6,-16.138
K2C6H6O6,-7.317
K2Cl2,-4.328
K2Cl2O6,-5.124
K2F2,-2.82
K2I2,-32.166
K2N2O6,-3.964
K2Os2F10N2O2,-3.997
Li2Cl2O4,81.394
Li2F2O2,-2.731
Li2F2S2,-1.226
Li2H2O2,-2.12
Li2H2S2,-1.143
Li2H4N2,-0.732
Li2H4N2O6,-2.136
Li2PtH6O6,-62.877
Li2V4O10,357.52
Li4O8Sb4,-1.799
Li6H2O8Te2,-3.918
LiC5H5N2O5,-8.924
Mg2Cl4,-0.636
Mg2Mo2O12Te2,-4.624
Mg2P2S6,-0.685
Mg2P2Se6,-0.559
MgB2H8,-0.821
MgBr2,-0.6335
MgCl2,-3.173
MgF2O2,-2.189
MgF2S2,-0.912
MgH2O2,-1.134
MgH2S2,-0.591
MgI2,-0.4375
MgNa2H4O8S2,-5.952
Mn2Br2S4Sb2,-0.311
Mn2Br2Sb2Se4,-0.298
Mn2Br6,-0.649
Mn2Cl2N2,-0.855
Mn2Cl2S4Sb2,-0.371
Mn2Cl6,-2.015
Mn2H4O8S2,-2.969
Mn2I2Sb2Se4,-0.118
Mn2I6,-1.013
Mn2P2S6,-0.736
Mn2P2Se6,-0.221
MnBr2,-0.8653333333333334
MnCl2,-1.9746666666666666
MnF12Sb2,-1.647
MnH2O2,-1.043
MnI2,-0.4696666666666667
MnNa2F3O7P2,-2.679
MnO2,-2.309
MnRe2O8,-2.116
MnZrBr6,-2.515
MnZrCl6,-3.602
MnZrF6,-10.143
MnZrI6,-0.963
Mo2Br4O4,-0.758
Mo2Cl6,-2.001
Mo2I6,-1.312
Mo2O10P2,-2.568
Mo2O6,-1.029
Mo2S4,-0.14850000000000002
Mo2Se4,-0.414
Mo2Ta2O11,-1.541
Mo2W2S8,-0.423
Mo2W2Se8,-0.452
Mo2W2Te8,-0.429
Mo2Zn2O12Te2,-2.122
Mo2Zn2O8,-0.787
Mo2ZrO8,-3.462
Mo3WS8,-0.492
Mo3WSe8,-0.511
Mo3WTe8,-0.512
MoO2,-0.797
MoOS,-1.686
MoOSe,-2.328
MoOTe,-3.526
MoS2,-0.53
MoSSe,-0.6
MoSTe,-1.9385
MoSe2,-0.584
MoSeTe,-0.5415
MoTe2,-0.589
MoW3S8,-0.412
MoW3Se8,-0.383
MoW3Te8,-0.356
Na2B2H8O8,-2.486
Na2C2H6N8O2,-1.188
Na2C2N2S2,-0.817
Na2F2O2,-4.094
Na2F2S2,-4.842
Na2H2O2,-1.869
Na2H2S2,-1.373
Na2H8I2O4,3.159
Na2Nb2Cl12,-6.408
Na2PtH6O6,-78.787
Na2SnH6O6,-1.906
Na4As4O8,-3.496
Na4O8S4,-1.603
Nb2Br4O2,-10.584
Nb2Br4S4,-3.935
Nb2Br4Se4,-3.71
Nb2Cl4S4,-27.106
Nb2Cl4Se4,-13.078
Nb2I2O4,-0.547
Nb2I4O2,-0.657
Nb2P2S6,-0.752
Nb3Br7S,-2.789
Nb3Br8,-4.141
Nb3Cl7Te,-3.825
Nb3Cl8,-2.78
Nb3I7Te,-0.811
Nb3I8,-0.841
Nb4Ge2Te8,-0.636
Nb4I2Te12,-1.03
Nb4O8,-1.505
Nb4S12,-2.421
Nb4Si2Te8,-2.253
Ni2As2O7,-2.395
Ni2Cl6,-0.649
Ni2P2S6,-0.482
Ni2S4,-1.887
Ni2Se4,-1.103
Ni2Ta4Se10,0.031
Ni2Te4,-0.643
NiBr2,-1.537
NiC2N2S2,-1.485
NiC4H8N2O4,-0.706
NiC6Cl2H4N2,-0.587
NiCl2,-1.314
NiCl2O8,49.922
NiH2O2,-0.748
NiI2,-0.379
NiO2,-1.937
NiPS3,-0.662
NiRe2O8,-3.333
NiS2,-0.616
NiSe2,-0.345
NiZrBr6,-1.879
NiZrCl6,-6.535
NiZrF6,-37.575
NiZrI6,-0.816
O10P4,-4.556
O14S2Te4,-4.847
O4S8Sb8,-1.763
O6Sb4,-1.89
O8P2Sb2,-0.671
O8Te4,-0.751
OS2Sb2,-0.642
OSb2Se2,-0.412
OSb2Te2,-0.393
Os2Cl6,-0.39
Os2O4,-0.174
Os2P2S6,-0.957
Os2S4,-0.3085
Os2Se4,-0.3005
Os2Te4,-0.23900000000000002
OsBr2,0.6270000000000001
OsCl2,-0.6795
OsH2O2,-4.347
OsI2,-0.655
OsO2,-0.519
P2Sb2Se6,-0.293
P2Sb2Te6,-0.196
P4,-0.131
P8Si4,-0.767
Pb2Br2,-0.465
Pb2Br4,-0.271
Pb2Cl2,-0.512
Pb2F2,-0.27
Pb2I2N2,-0.403
Pb2O2,-4.082999999999999
Pb2P2S6,-0.931
Pb2P2Se6,-1.831
Pb2P2Te6,-0.294
Pb2S2,-0.39233333333333337
Pb2S4,-0.19
Pb2Se2,-0.39399999999999996
Pb2Se4,-0.135
Pb2Se6,-0.653
Pb2Te2,-0.9622499999999999
Pb2Te4,-0.081
Pb2Te6,-0.299
Pb4O4,-3.693
PbBr2,-2.0806666666666667
PbCl2,-2.253
PbF2,-0.994
PbF4,-11.29
PbH2O2,-1.509
PbI2,-0.9456666666666668
PbO,-3.137
PbO2,-5.059
PbS,-1.992
PbS2,-0.5166666666666667
PbSb2Te4,-0.17
PbSe,-1.466
PbSe2,-0.4286666666666667
PbTe,-0.189
PbTe2,-0.358
PbWO4,-1.032
Pd2Br6,-0.922
Pd2Cl4,-1.222
Pd2Cl6,-0.304
Pd2F2,-4.132
Pd2I4O12,-2.777
Pd2I6,-0.19
Pd2N4O12,-2.558
Pd2O6Se2,-1.774
Pd2P2S6,-0.043
Pd2S4,-2.024
Pd2Se4,-0.829
Pd2Te4,-0.515
Pd3P2S8,-1.566
Pd4I8,-1.496
Pd4P4S4,-1.123
Pd4P4Se4,-1.183
Pd4Tl2Se6,-0.524
PdBr2,-1.405
PdCl2,-1.007
PdF2,-0.034
PdO2,-3.528
PdS2,-2.259
PdSe2,-0.47750000000000004
Pt2Br2N2,-0.145
Pt2Br6,-0.47
Pt2Cl2,-1.143
Pt2Cl2N2,-0.141
Pt2Cl6,-0.314
Pt2O2,-1.256
Pt2P2S6,-0.052
Pt2P2Se6,-0.322
Pt2S2,-7.916
Pt2S4,-0.988
Pt2Se4,-0.585
Pt2Te4,-0.426
Pt4I8,-1.63
Pt4Tl2S6,1.168
Pt4Tl2Se6,-0.565
Pt4Tl2Te6,-0.358
PtBr2,-0.51
PtCl2,-1.045
PtF2,-0.707
PtO2,7.055
PtS2,-0.782
PtSe2,-3.21
PtTe2,-0.37
Rb2Br2,-37.104
Rb2Br2F8,-11.3
Rb2C2F6O6S2,-3.401
Rb2C4,-0.967
Rb2Cl2,-17.307
Rb2F2,-1.8
Rb2I2,-5.833
Re2Br2,-0.022
Re2Br6,-1.081
Re2I4,-0.769
Re2I6,-0.7325
Re2S2,-0.124
Re2ZnO8,-4.031
Re4O8,-0.625
Re4S8,-0.894
Re4Se8,-0.815
Re4Te8,-0.736
Re6Cl2Se8,-0.885
Rh2Br2S2,-0.024
Rh2Br4,-0.42
Rh2Br6,-2.7635
Rh2Cl2O2,-0.035
Rh2Cl2S2,-0.017
Rh2Cl2Te2,-4.436
Rh2Cl4,-0.611
Rh2Cl6,-2.8165
Rh2I6,-1.289
Rh2O2,-0.075
Rh2P2Se6,-0.053
Rh2P2Te6,-0.339
Rh2Se2,-0.294
Rh2Ta2Te8,-0.095
Rh4S8,-0.577
Rh4Se8,-0.872
Ru2F8,-1.0
Ru2O4,-0.054
Ru2P2S6,-1.09
Ru2P2Se6,-0.834
Ru2P2Te6,-1.079
Ru2S4,-0.731
Ru2Se4,-0.342
Ru2Se6,-0.16
Ru2Te4,-1.313
RuBr2,-1.383
RuCl2,-1.9725000000000001
RuH2O2,-4.283
RuI2,-1.018
S2Sb2,-0.081
S2Sb2Se,-0.702
S2Sb2Te,-0.182
S2Si,-0.203
S2Si2,-0.28
S3Sb2,-0.638
S8Si4,-1.467
SSb2Se2,-0.458
SSb2Te2,-0.173
Sb2,-0.1
Sb2Se2,-0.059000000000000004
Sb2Se2Te,-0.557
Sb2Se3,-0.493
Sb2SeTe2,-0.258
Sb2Te3,-0.302
Sb4,-0.008
Sc2Br2O2,-0.712
Sc2Br2S2,-0.339
Sc2Br2Se2,-0.278
Sc2Br6,-1.1440000000000001
Sc2CCl2,-0.73
Sc2CF2,-0.857
Sc2CH2O2,-0.64
Sc2Cl2O2,-1.275
Sc2Cl2S2,-0.355
Sc2Cl2Se2,-0.269
Sc2Cl6,-1.117
Sc2I2O2,-0.404
Sc2I2S2,-0.229
Sc2I2Se2,-0.229
Sc2I6,-0.6759999999999999
Sc2O13Te5,-3.441
Sc2O2,-1.034
Sc2P2S6,-0.724
Sc2P2S8,-1.239
Sc2P2Se6,-0.305
Sc2S2,-0.27
Sc2Se2,-0.285
Sc2Te2,-0.258
Sc4I4O4,-0.291
Sc4S6,-0.279
ScBr2,-2.048
ScCl2,-1.418
ScH2,-0.263
ScI2,-0.494
ScO2,-7.221
ScS2,-3.624
ScSe2,-2.731
Se2Si,-0.16
Se2Si2,-0.179
Si2,-0.022
Si2Te2,-0.038
Sn2,-0.037
Sn2Br2,-0.191
Sn2Br2N2,-0.429
Sn2C2H6O6P2,-1.752
Sn2Cl2,0.023
Sn2Cl2N2,-0.322
Sn2F2,-0.22
Sn2F2O6P2,-1.391
Sn2H2,-0.033
Sn2H2O6P2,-1.499
Sn2I2N2,-0.277
Sn2O2,-1.9166666666666667
Sn2O6P2,-1.322
Sn2O8S2,-1.61
Sn2P2S6,-0.742
Sn2P2Se6,-1.224
Sn2P2Te6,-0.23
Sn2S2,-0.1515
Sn2Se2,0.041499999999999995
Sn2Se4,-0.121
Sn2Te2,0.087
SnBr2,-0.15966666666666662
SnCl2,-45.935
SnF2,-0.583
SnF4,-7.973
SnH2O2,-1.238
SnI2,-0.8323333333333333
SnO,-1.226
SnO2,-4.0889999999999995
SnS,-1.45
SnS2,-0.4383333333333333
SnSe,-1.555
SnSe2,-0.4825
SnTe,-0.192
SnTe2,-2.663
Sr2Br2H2,294.156
Sr2Cl4O8,-2.575
Sr2F2I2,-0.609
Sr2H8O6,-1.509
Sr2O12P4,-12.102
SrBr2,24.141666666666666
SrCl2,-7.4510000000000005
SrF2,-2.65
SrF2O2,16.071
SrH2O2,-1.532
SrH2S2,-0.776
SrI2,-1.5603333333333333
Ta2I2,-0.017
Ta2I4O2,-0.813
Ta2P2Se6,-0.77
Ta2P2Te6,-0.175
Ta3I7Se,-1.38
Ta3I7Te,-1.67
Ta4O8,103.505
TaO2,-0.991
Ti2Br2,-0.268
Ti2Br2N2,-0.15
Ti2Br6,-0.486
Ti2CO2,-0.145
Ti2Cl2,-0.098
Ti2Cl2N2,-0.16
Ti2Cl4,-1.546
Ti2Cl6,0.5165000000000001
Ti2I2N2,-0.021
Ti2I4,-1.663
Ti2I6,-0.843
Ti2O4,-0.841
Ti2O6,-3.148
Ti2S2,-0.019
Ti2S6,-0.304
Ti2Se2,-0.024
Ti2Se6,-0.46
Ti2Te2,-8.4245
Ti2Zr2S8,-0.918
Ti2Zr2Se8,-0.672
Ti2Zr2Te8,-1.101
Ti3ZrS8,-0.818
Ti3ZrSe8,-0.474
Ti3ZrTe8,-1.094
Ti4Br4Se4,-1.924
Ti4Cl4Se4,-1.886
Ti4I4Se4,-1.856
TiBr2,-0.587
