Formula,"Conduction band effective mass, direction 2"
Bi2I2,0.745
Bi2I2O2,0.672
Bi2I2S2,0.294
Bi2I2Se2,0.453
Bi2I6,0.425
Bi2In2,0.419
Bi2MnTe4,0.218
Bi2O2,0.053
Bi2O9Si3,26.681
Bi2OS2,0.268
Bi2OSe2,0.384
Bi2OTe2,0.064
Bi2P2S6,0.628
Bi2P2Se6,3.137
Bi2P2Te6,0.803
Bi2S2,4.991
Bi2S2Se,0.139
Bi2S2Te,0.026
Bi2S3,0.174
Bi2SSe2,0.154
Bi2STe2,0.053
Bi2Se2,0.9550000000000001
Bi2Se2Te,0.05
Bi2Se3,0.145
Bi2SeTe2,0.058
Bi2Te2,0.476
Bi2Te3,0.06
Bi4B4O12,8.201
Bi4Sr2O8,0.653
Bi8Rh4,0.243
BiBrS,83.8315
BiBrSe,11.966999999999999
BiBrTe,4.1625
BiClS,95.2175
BiClSe,0.251
BiClTe,3.7275
BiCrAs,0.394
BiCuP2Se6,0.412
BiHO6Se2,10.615
BiIS,11.225999999999999
BiISe,21.5325
BiITe,52.286
Br2Ge,1.6846666666666668
Br2Ge2N2,0.553
Br2Sb2,0.083
Br6Sb2,0.751
BrSSb,7.617
BrSbSe,3.8525
BrSbTe,0.5955
C2,0.014
C2F2,0.477
C2H2,1.022
C6N2,0.892
C6N8,1.095
CF2Si,0.487
CH2Si,1.093
Ca2Br2H2,0.61
Ca2C2F2O6,12.847
Ca2Cl4H8O4,0.515
Ca2Cl4O8,0.914
Ca2I2,0.682
Ca2Sn4F12,1.568
Ca4As4,3.465
Ca4O12Te4,3.814
CaBr2,4.212666666666666
CaCl2,2.131
CaF2,0.755
CaF2O2,49.914
CaH2O2,0.745
CaH2S2,0.658
CaI2,1.5350000000000001
Cd2H4O8Se2,1.219
Cd2Mn3O8,0.995
Cd2P2S6,0.259
Cd2P2Se6,0.18
Cd2P2Te6,0.541
Cd2S2,0.184
Cd2S4,65.595
Cd2Se2,0.147
Cd2Se4,0.324
Cd2Te2,0.097
Cd2Te4,0.995
Cd4I4O4,0.795
CdBr2,1.1213333333333333
CdC4Cl2H4N2,17.338
CdCl2,0.5213333333333333
CdClHO,0.858
CdF2,0.661
CdF2O2,0.532
CdGaInS4,0.176
CdH2O2,0.434
CdH2S2,0.29
CdI2,1.5616666666666668
CdO2,0.933
CdPb2Cl2O2,2.405
CdS2,1.46
Cl2Ge,-0.05733333333333331
Cl2Ge2N2,0.647
Cl2Sb2,0.083
ClSSb,2.4539999999999997
ClSbSe,1.651
ClSbTe,0.40850000000000003
Co2Br2,2.612
Co2Br4O6Sb4,4.078
Co2Br6,3.418
Co2Cl2S2,1.207
Co2Cl6,11.922
Co2F2O4,100.268
Co2H2O4,6.643
Co2H2S4,7.369
Co2H4O8Se2,4.621
Co2I2,0.352
Co2I6,20.083
Co4Br4O4,1.849
Co4S8,3.562
CoBr2,2.16
CoC4Cl2H4N2,1.967
CoC4H8N2O4,32.661
CoCl2,1.873
CoCl2O8,6.081
CoF2,2.024
CoHfF6,42.531
CoRe2O8,44.682
CoZrBr6,6.567
Cr2Br2O2,1.172
Cr2Br2S2,2.685
Cr2Br2Se2,2.748
Cr2Br6,8.905
Cr2Cl2O2,1.676
Cr2Cl2S2,4.984
Cr2Cl2Se2,5.67
Cr2Cl6,16.871
Cr2Cu2O8,23.759
Cr2Cu2P4S12,10.444
Cr2F4,178.043
Cr2Ge2Te6,0.652
Cr2I2S2,8.15
Cr2I6,-8.941
Cr2Mo2S8,1.452
Cr2Mo2Se8,1.364
Cr2Mo2Te8,0.84
Cr2P2Se6,1.047
Cr2Si2Te6,0.589
Cr2W2S8,1.672
Cr2W2Se8,1.416
Cr2W2Te8,0.777
Cr3MoS8,1.405
Cr3MoSe8,1.455
Cr3MoTe8,1.201
Cr3WS8,1.44
Cr3WSe8,1.46
Cr3WTe8,1.132
CrClI,3.127
CrHO2,0.986
CrMo3S8,1.256
CrMo3Se8,1.312
CrMo3Te8,0.996
CrMoF6,1.787
CrO2,0.875
CrS2,0.872
CrSSe,0.938
CrSTe,1.104
CrSe2,0.937
CrSeTe,0.99
CrTe2,0.851
CrW3S8,0.989
CrW3Se8,0.897
CrW3Te8,0.593
Cs2Br2,0.598
Cs2C2F6O6S2,0.895
Cs2C6N6Se6,46.987
Cs2Cl2,0.698
Cs2F2,0.841
Cs2F2H6O6P2,0.703
CsC2I3N2,0.353
Cu2As4Cl2S3,8.487
Cu2Br2,0.4095
Cu2Br2C4H4N2,42.36
Cu2Br2S4,2.909
Cu2Br2Se4,1.006
Cu2Br2Te4,1.393
Cu2Br6,12.966
Cu2C2Cl2O2,2.07
Cu2C4H4O8,1.273
Cu2C6H8I2N2,8.463
Cu2Cl2,0.5135000000000001
Cu2Cl2Se4,1.153
Cu2Cl2Te4,1.416
Cu2Cl6,15.089
Cu2F2,0.149
Cu2F4,13.975
Cu2Ge2O6,4.75
Cu2H4O10Se2,20.043
Cu2Hg2Cl2Se2,0.675
Cu2I2,0.3055
Cu2I2S4,4.917
Cu2I2Se4,1.036
Cu2I2Te4,1.455
Cu2I4O12,4.756
Cu2MoO4,5.132
Cu2MoSe4,5.407
Cu2MoTe4,1.22
Cu2O2,1.349
Cu2O4S,1.216
Cu2O6Si2,3.971
Cu2ReBr6,0.828
Cu2ReCl6,2.65
Cu2ReF6,2.404
Cu2ReI6,2.074
Cu2S2,1.685
Cu2S4Sb2,1.359
Cu2Sb2Se4,4.308
Cu2Se2,2.246
Cu2WO4,3.96
Cu2WS4,32.519
Cu2WSe4,0.541
Cu2WTe4,26.689
Cu3O4P,0.525
Cu4Cl4H4O4,34.748
Cu4Cl4O4,3.413
Cu4F4H4O4,14.578
Cu4O12Te2,1.182
CuBr,0.178
CuC6H4N6O2,32.348
CuInP2Se6,0.328
CuLi2O2,1.234
CuV2O6,11.545
F2Ge,9.084
F2Ge2,0.023
F2Si2,0.176
Fe2Br6,1.9409999999999998
Fe2Cl6,2.153
Fe2I2,1.336
Fe2P2Te6,0.328
Fe2S4,5.517
Fe2Se4,1.91
Fe2Te4,1.527
FeBr2,1.2705
FeCl2,1.5685
FeF2,29.239
FeGa2S4,1.697
FeHfBr6,7.54
FeHfCl6,21.383
FeHfF6,30.132
FeHfI6,2.527
FeI2,1.9043333333333334
FeSn2C6N6,4.008
FeZn2C6N6,61.151
FeZrBr6,4.132
FeZrCl6,8.492
FeZrF6,46.717
FeZrI6,-3.81
Ga2Br2,1.396
Ga2Br2O2,0.411
Ga2Br2S2,1.131
Ga2Br2Se2,1.079
Ga2Br6,2.016
Ga2Cl2,1.664
Ga2Cl2O2,0.435
Ga2Cl2S2,1.011
Ga2Cl2Se2,0.975
Ga2Cl2Te2,0.91
Ga2Cl6,2.1455
Ga2F4H10N4,0.655
Ga2Ge2Te2,0.053
Ga2H2O8Se2,11.847
Ga2I2,2.5
Ga2I2O2,0.401
Ga2I2S2,0.783
Ga2I2Se2,1.237
Ga2I6,9.942499999999999
Ga2In2S6,0.317
Ga2NiS4,2.394
Ga2O2,0.318
Ga2P2Te6,1.641
Ga2S2,0.211
Ga2Se2,0.23433333333333337
Ga2Te2,0.6559999999999999
GaAs,0.12
GaN,0.205
GaP,0.109
Ge2,0.025
Ge2H2,0.051
Ge2P2S6,0.415
Ge2P2Se6,0.179
Ge2P2Te6,0.342
Ge2S2,0.504
Ge2S4,0.647
Ge2Se2,0.379
Ge2Te2,0.238
Ge2Te4,0.023
Ge3O9Sb2,2.329
GeH2O2,0.523
GeI2,0.3495
GeO,0.712
GeO2,0.3546666666666667
GeS,0.864
GeS2,0.53
GeSe,0.659
GeSe2,0.835
GeTe,0.497
H2Si2,3.494
H4O10Si4,0.634
H4O12Te4,5.393
Hf2Br2N2,0.49850000000000005
Hf2Br4,1.99
Hf2CO2,2.151
Hf2Cl2N2,0.539
Hf2Cl4,2.244
Hf2Ge2Te8,1.217
Hf2I2N2,0.504
Hf2I4,2.593
Hf2O6,4.636
Hf2P2S6,1.314
Hf2P2Se6,0.909
Hf2S2,0.138
Hf2S6,1.106
Hf2Se2,0.304
Hf2Se6,3.87
Hf2Te10,0.055
Hf2Te2,0.493
Hf2Ti2S8,1.625
Hf2Ti2Se8,2.362
Hf2Ti2Te8,1.216
Hf2Zr2S8,1.304
Hf2Zr2Se8,1.313
Hf2Zr2Te8,0.734
Hf3C2O2,4.197
Hf3N2O2,2.656
Hf3TiS8,1.597
Hf3TiSe8,2.686
Hf3TiTe8,1.128
Hf3ZrS8,1.312
Hf3ZrSe8,1.698
Hf3ZrTe8,0.714
HfBr2,0.857
HfBrCl,0.908
HfBrI,0.829
HfCl2,0.986
HfClI,0.861
HfH2O2,1.88
HfI2,0.773
HfMnF6,24.077
HfMnI6,0.749
HfNa2H6O6,0.727
HfNiBr6,57.176
HfNiCl6,11.407
HfNiI6,2.311
HfO2,1.7750000000000001
HfS2,1.538
HfSSe,43.882
HfSTe,1.821
HfSe2,1.5196666666666667
HfSeTe,1.727
HfTe2,1.647
HfTi3S8,1.724
HfTi3Se8,1.899
HfTi3Te8,2.403
HfZr3S8,1.405
HfZr3Se8,1.213
HfZr3Te8,1.366
Hg2Br2,0.258
Hg2Cl2,0.101
Hg2GeO4,0.938
Hg2I2,0.274
Hg2O4,3.901
Hg2P2S6,0.257
Hg2P2Se6,0.176
Hg2P2Te6,0.16
Hg2Pt4Se6,2.31
Hg2Se2,2.668
Hg2Te2,0.028000000000000004
Hg2V2O6,2.618
Hg3B2O6,0.888
Hg4I8,5.518
Hg4Mo2O8,1.271
Hg4W2O8,3.14
HgBr2,-0.7156666666666668
HgCl2,0.5650000000000001
HgF2,2.698
HgH2O2,0.347
HgH2S2,0.509
HgI2,2.517
HgO,1.686
HgO2,3.153
HgS,0.023
HgSe,0.025
HgSe2,2.276
HgTe,0.032
I2Sb,2.429
I2Sb2,0.245
I6Sb2,0.708
ISSb,0.5375
ISbSe,27.086
ISbTe,4.9990000000000006
In2Br2,4.7885
In2Br2O2,0.405
In2Br2S2,0.399
In2Br2Se2,0.36
In2Br6,0.616
In2Cl2,1.506
In2Cl2O2,0.417
In2Cl2S2,0.381
In2Cl2Se2,0.324
In2Cl6,0.6385000000000001
In2F2,0.852
In2I2,1.0325
In2I2O2,0.332
In2I2S2,0.749
In2I2Se2,1.122
In2I6,2.1814999999999998
In2O2,0.302
In2P2S6,3.896
In2S2,0.236
In2S4,0.97
In2Se2,0.4726666666666666
In2Se3,0.562
In2Si2Te6,0.47
In2Te2,0.135
In2Te4,2.025
In2Te5,2.75
In2ZnS4,-0.055
In4Br4Te4,1.666
In4Br8,2.582
In4I4Te4,2.233
InAs,0.086
InLiI4O12,4.295
InN,0.078
InNaI4O12,3.53
InP,0.101
InSb,0.34
Ir2Br2O2,0.95
Ir2Br2S2,2.398
Ir2Br2Se2,2.661
Ir2Br6,7.1465000000000005
Ir2Cl2O2,1.299
Ir2Cl2S2,2.037
Ir2Cl2Se2,3.221
Ir2Cl6,20.404
Ir2I2S2,3.589
Ir2I6,2.24
Ir2Nb2Te8,0.896
Ir2O2,0.296
Ir2P2S6,0.043
Ir2P2Se6,0.307
Ir2P2Te6,0.176
Ir2S2,0.378
Ir2Se2,0.8563333333333333
Ir2Ta2Te8,0.476
Ir4S8,1.865
Ir4Se8,2.762
Ir4Te8,2.028
K2Br2,0.576
K2C2H2O6,0.916
K2C2O6,10.643
K2C4,0.603
K2C4H6O6,1.137
K2C6H6O6,4.259
K2Cl2,0.679
K2Cl2O6,4.908
K2F2,0.859
K2I2,0.513
K2N2O6,3.831
K2Os2F10N2O2,34.932
Li2Cl2O4,2.23
Li2F2O2,7.687
Li2F2S2,29.051
Li2H2O2,0.862
Li2H2S2,0.698
Li2H4N2,0.727
Li2H4N2O6,5.607
Li2PtH6O6,46.149
Li2V4O10,1.285
Li4O8Sb4,0.818
Li6H2O8Te2,2.475
LiC5H5N2O5,7.159
Mg2Cl4,0.445
Mg2Mo2O12Te2,1.337
Mg2P2S6,0.431
Mg2P2Se6,0.39
MgB2H8,0.432
MgBr2,0.3185
MgCl2,0.43933333333333335
MgF2O2,2.227
MgF2S2,2.224
MgH2O2,0.72
MgH2S2,0.532
MgI2,0.653
MgNa2H4O8S2,3.045
Mn2Br2S4Sb2,4.513
Mn2Br2Sb2Se4,5.666
Mn2Br6,1.039
Mn2Cl2N2,0.507
Mn2Cl2S4Sb2,2.417
Mn2Cl6,1.5455
Mn2H4O8S2,9.488
Mn2I2Sb2Se4,2.662
Mn2I6,1.23
Mn2P2S6,0.624
Mn2P2Se6,1.582
MnBr2,7.093333333333334
MnCl2,6.835999999999999
MnF12Sb2,0.875
MnH2O2,0.616
MnI2,7.708333333333333
MnNa2F3O7P2,6.553
MnO2,1.051
MnRe2O8,1.903
MnZrBr6,1.214
MnZrCl6,8.397
MnZrF6,26.141
MnZrI6,0.766
Mo2Br4O4,1.405
Mo2Cl6,2.0665
Mo2I6,2.145
Mo2O10P2,5.744
Mo2O6,0.896
Mo2S4,0.20400000000000001
Mo2Se4,0.389
Mo2Ta2O11,0.606
Mo2W2S8,0.439
Mo2W2Se8,0.513
Mo2W2Te8,0.502
Mo2Zn2O12Te2,1.285
Mo2Zn2O8,1.887
Mo2ZrO8,0.658
Mo3WS8,0.405
Mo3WSe8,0.452
Mo3WTe8,0.432
MoO2,0.419
MoOS,0.648
MoOSe,0.888
MoOTe,1.937
MoS2,0.427
MoSSe,0.486
MoSTe,0.6154999999999999
MoSe2,0.492
MoSeTe,0.637
MoTe2,0.472
MoW3S8,0.411
MoW3Se8,0.471
MoW3Te8,0.427
Na2B2H8O8,0.803
Na2C2H6N8O2,1.785
Na2C2N2S2,1.221
Na2F2O2,3.423
Na2F2S2,1.8
Na2H2O2,0.6955
Na2H2S2,0.544
Na2H8I2O4,0.497
Na2Nb2Cl12,2.834
Na2PtH6O6,6.778
Na2SnH6O6,0.596
Na4As4O8,4.25
Na4O8S4,44.427
Nb2Br4O2,1.544
Nb2Br4S4,1.626
Nb2Br4Se4,1.846
Nb2Cl4S4,2.138
Nb2Cl4Se4,2.599
Nb2I2O4,1.55
Nb2I4O2,1.741
Nb2P2S6,1.577
Nb3Br7S,2.46
Nb3Br8,2.391
Nb3Cl7Te,3.617
Nb3Cl8,2.774
Nb3I7Te,24.933
Nb3I8,1.618
Nb4Ge2Te8,0.897
Nb4I2Te12,2.03
Nb4O8,1.151
Nb4S12,0.591
Nb4Si2Te8,0.499
Ni2As2O7,50.201
Ni2Cl6,0.76
Ni2P2S6,0.799
Ni2S4,1.605
Ni2Se4,8.62
Ni2Ta4Se10,0.044
Ni2Te4,1.618
NiBr2,1.241
NiC2N2S2,15.638
NiC4H8N2O4,104.379
NiC6Cl2H4N2,1.74
NiCl2,1.894
NiCl2O8,43.868
NiH2O2,0.686
NiI2,1.634
NiO2,2.065
NiPS3,1.025
NiRe2O8,4.679
NiS2,0.4
NiSe2,0.246
NiZrBr6,12.876
NiZrCl6,9.191
NiZrF6,72.705
NiZrI6,2.208
O10P4,0.752
O14S2Te4,13.346
O4S8Sb8,1.263
O6Sb4,6.745
O8P2Sb2,2.815
O8Te4,3.58
OS2Sb2,0.637
OSb2Se2,0.509
OSb2Te2,0.277
Os2Cl6,2.1639999999999997
Os2O4,0.249
Os2P2S6,0.756
Os2S4,0.565
Os2Se4,1.8495000000000001
Os2Te4,1.359
OsBr2,3.4906666666666664
OsCl2,2.227
OsH2O2,1.632
OsI2,1.145
OsO2,5.691
P2Sb2Se6,1.087
P2Sb2Te6,0.427
P4,1.244
P8Si4,1.689
Pb2Br2,1.422
Pb2Br4,0.445
Pb2Cl2,9.793
Pb2F2,0.568
Pb2I2N2,1.844
Pb2O2,1.1123333333333332
Pb2P2S6,0.509
Pb2P2Se6,0.181
Pb2P2Te6,0.147
Pb2S2,6.8500000000000005
Pb2S4,0.284
Pb2Se2,0.26033333333333336
Pb2Se4,0.09
Pb2Se6,0.806
Pb2Te2,0.52875
Pb2Te4,0.082
Pb2Te6,0.675
Pb4O4,0.952
PbBr2,1.2613333333333332
PbCl2,0.6203333333333333
PbF2,18.732
PbF4,1.053
PbH2O2,0.552
PbI2,1.0913333333333333
PbO,0.03
PbO2,1.1626666666666667
PbS,-0.547
PbS2,0.5566666666666666
PbSb2Te4,0.099
PbSe,-1.958
PbSe2,0.636
PbTe,0.127
PbTe2,2.404
PbWO4,0.817
Pd2Br6,2.49
Pd2Cl4,1.445
Pd2Cl6,0.302
Pd2F2,2.244
Pd2I4O12,1.339
Pd2I6,1.01
Pd2N4O12,20.21
Pd2O6Se2,8.1895
Pd2P2S6,0.042
Pd2S4,1.366
Pd2Se4,46.293
Pd2Te4,4.789
Pd3P2S8,1.749
Pd4I8,6.624
Pd4P4S4,0.87
Pd4P4Se4,4.224
Pd4Tl2Se6,0.358
PdBr2,1.192
PdCl2,1.952
PdF2,0.809
PdO2,3.112
PdS2,0.564
PdSe2,0.8305
Pt2Br2N2,0.603
Pt2Br6,0.512
Pt2Cl2,2.812
Pt2Cl2N2,0.776
Pt2Cl6,0.608
Pt2O2,7.352
Pt2P2S6,0.045
Pt2P2Se6,0.363
Pt2S2,1.932
Pt2S4,1.657
Pt2Se4,1.02
Pt2Te4,1.194
Pt4I8,0.967
Pt4Tl2S6,0.623
Pt4Tl2Se6,0.37
Pt4Tl2Te6,0.502
PtBr2,1.461
PtCl2,2.298
PtF2,1.898
PtO2,3.181
PtS2,0.641
PtSe2,0.476
PtTe2,0.274
Rb2Br2,0.564
Rb2Br2F8,3.927
Rb2C2F6O6S2,0.835
Rb2C4,0.763
Rb2Cl2,0.658
Rb2F2,0.816
Rb2I2,0.508
Re2Br2,0.442
Re2Br6,0.6215
Re2I4,2.51
Re2I6,15.425
Re2S2,0.864
Re2ZnO8,2.05
Re4O8,3.97
Re4S8,0.864
Re4Se8,4.823
Re4Te8,1.468
Re6Cl2Se8,2.099
Rh2Br2S2,1.635
Rh2Br4,1.038
Rh2Br6,6.9365000000000006
Rh2Cl2O2,1.614
Rh2Cl2S2,0.434
Rh2Cl2Te2,0.83
Rh2Cl4,4.147
Rh2Cl6,14.593
Rh2I6,4.118
Rh2O2,0.511
Rh2P2Se6,3.512
Rh2P2Te6,0.998
Rh2Se2,0.506
Rh2Ta2Te8,5.974
Rh4S8,11.147
Rh4Se8,3.28
Ru2F8,5.853
Ru2O4,0.117
Ru2P2S6,1.907
Ru2P2Se6,0.863
Ru2P2Te6,0.411
Ru2S4,1.125
Ru2Se4,0.78
Ru2Se6,3.586
Ru2Te4,0.8075
RuBr2,1.0275
RuCl2,1.2970000000000002
RuH2O2,1.291
RuI2,0.926
S2Sb2,0.891
S2Sb2Se,0.141
S2Sb2Te,0.147
S2Si,0.658
S2Si2,1.097
S3Sb2,0.174
S8Si4,0.816
SSb2Se2,0.134
SSb2Te2,0.09
Sb2,0.488
Sb2Se2,0.484
Sb2Se2Te,0.109
Sb2Se3,0.121
Sb2SeTe2,0.086
Sb2Te3,0.099
Sb4,0.025
Sc2Br2O2,1.913
Sc2Br2S2,2.747
Sc2Br2Se2,1.714
Sc2Br6,12.6385
Sc2CCl2,1.383
Sc2CF2,1.545
Sc2CH2O2,0.561
Sc2Cl2O2,2.911
Sc2Cl2S2,2.765
Sc2Cl2Se2,1.878
Sc2Cl6,4.7785
Sc2I2O2,1.268
Sc2I2S2,5.909
Sc2I2Se2,1.684
Sc2I6,5.1255
Sc2O13Te5,18.647
Sc2O2,5.359
Sc2P2S6,1.244
Sc2P2S8,1.351
Sc2P2Se6,12.007
Sc2S2,0.2545
Sc2Se2,0.2555
Sc2Te2,0.423
Sc4I4O4,2.119
Sc4S6,6.434
ScBr2,4.591
ScCl2,5.385
ScH2,0.632
ScI2,3.452
ScO2,2.944
ScS2,4.115
ScSe2,3.87
Se2Si,0.632
Se2Si2,0.535
Si2,0.022
Si2Te2,0.265
Sn2,0.044
Sn2Br2,0.878
Sn2Br2N2,0.329
Sn2C2H6O6P2,0.947
Sn2Cl2,0.192
Sn2Cl2N2,0.322
Sn2F2,0.167
Sn2F2O6P2,1.353
Sn2H2,0.025
Sn2H2O6P2,4.4
Sn2I2N2,0.33
Sn2O2,2.832333333333333
Sn2O6P2,1.956
Sn2O8S2,1.14
Sn2P2S6,0.399
Sn2P2Se6,0.214
Sn2P2Te6,0.175
Sn2S2,0.327
Sn2Se2,0.2475
Sn2Se4,0.576
Sn2Te2,0.1985
SnBr2,18.123666666666665
SnCl2,45.806333333333335
SnF2,1.183
SnF4,0.792
SnH2O2,0.543
SnI2,1.7566666666666666
SnO,0.666
SnO2,0.387
SnS,1.858
SnS2,0.6213333333333334
SnSe,0.927
SnSe2,0.9985
SnTe,0.591
SnTe2,-1.564
Sr2Br2H2,0.518
Sr2Cl4O8,0.948
Sr2F2I2,0.338
Sr2H8O6,0.675
Sr2O12P4,0.647
SrBr2,0.451
SrCl2,0.5336666666666666
SrF2,0.734
SrF2O2,8.408
SrH2O2,0.7
SrH2S2,0.533
SrI2,1.657
Ta2I2,0.346
Ta2I4O2,0.646
Ta2P2Se6,1.179
Ta2P2Te6,1.524
Ta3I7Se,133.869
Ta3I7Te,2.982
Ta4O8,37.439
TaO2,0.508
Ti2Br2,0.26
Ti2Br2N2,0.318
Ti2Br6,1.494
Ti2CO2,4.447
Ti2Cl2,0.102
Ti2Cl2N2,0.396
Ti2Cl4,4.131
Ti2Cl6,0.645
Ti2I2N2,0.055
Ti2I4,1.889
Ti2I6,1.27
Ti2O4,8.465
Ti2O6,5.656
Ti2S2,0.06
Ti2S6,1.499
Ti2Se2,0.078
Ti2Se6,2.525
Ti2Te2,0.5345
Ti2Zr2S8,1.403
Ti2Zr2Se8,1.453
Ti2Zr2Te8,1.712
Ti3ZrS8,6.392
Ti3ZrSe8,1.654
Ti3ZrTe8,2.051
Ti4Br4Se4,3.338
Ti4Cl4Se4,3.918
Ti4I4Se4,2.882
TiBr2,2.326
TiBrCl,2.491
TiBrI,1.814
TiCl2,2.961
TiClI,1.939
TiH2,-0.113
TiI2,1.507
TiO2,1.516
TiS2,1.9216666666666666
TiSSe,12.274
TiSTe,2.242
TiSe2,1.7755
TiSeTe,2.514
TiTe2,2.293
TiZr3S8,2.37
TiZr3Se8,1.318
TiZr3Te8,1.358
Tl2Br2,1.42
Tl2Br2O2,0.436
Tl2Br6,0.7745
Tl2Cl2,3.0895
Tl2Cl2O2,0.476
Tl2Cl4,1083.814
Tl2Cl6,0.758
Tl2I2,2.7840000000000003
Tl2I2O2,0.404
Tl2I2S2,0.343
Tl2I6,3.902
Tl2O6Sb2,6.631
Tl2S2,0.2195
Tl2Se2,0.1495
Tl2Te2,0.0815
V2Br6,0.201
V2Cl6,0.422
V2F2,0.282
V2F2O7Te2,1.632
V2F8,6.181
V2H4O10Se2,4.308
V2I2,0.986
V2I6,4.144
V2O10P2,7.128
V2O5,2.839
V2S2,10.839
V2Se2,7.5
V2Te2,5.8625
V4F12O4,173.282
V4O10,2.6603333333333334
V4O8,2.757
VBr2,1.492
VBr2O,1.316
VBrCl,1.771
VBrI,1.36
VCl2,1.976
VCl2O,1.976
VClI,3.868
VI2,1.15
VS2,1.681
VSSe,1.932
VSe2,2.169
VSeTe,2.599
VTe2,1.81
W2Br6,0.147
W2Cl4O4,0.652
W2Cl6,0.786
W2H4O8,0.196
W2I6,1.37
W2O12Sb4,0.746
W2O2,1.388
W2P2S6,0.336
W2Se4,0.52
WO2,0.347
WOS,1.004
WOSe,2.499
WOTe,4.02
WS2,0.469
WSSe,0.426
WSTe,0.9264999999999999
WSe2,0.456
WSeTe,0.526
WTe2,0.353
Y2Br6,3.0615
Y2CF2,1.207
Y2CH2O2,0.448
Y2Cl2O2,0.859
Y2Cl2O4,2.888
Y2Cl6,3.295
Y2F2,-0.099
Y2I6,1.4785
Y3N2O2,0.899
YBr2,5.986
YCl2,6.735
YI2,5.032
Zn2As4O8,0.922
Zn2Ge2O6,0.299
