formula,plasmafrequency_x,plasmafrequency_y,cbm_gw,cbm,cbm_hse,gap_dir_gw,gap_dir_nosoc,gap_dir,E_B,gap_gw,gap_hse,gap_nosoc,vbm_gw,vbm,evac,energy,cell_area,thermodynamic_stability_level,gap,vbm_hse,gap_dir_hse,vbm_hse - evac,cbm_hse - evac
LaSe,8.28740755555555,8.45832922222222,-0.622966111111111,-0.795251428571427,-1.86743401496935,4.89258388888889,1.8142858,1.709411,1.511565,4.89267666666667,2.93557333333333,1.74316483333333,-3.76367,-2.45555888888889,2.25195004761905,9.6071519009573,20.5375963333333,2,1.730642380952382,-3.1047199999999986,2.90251625,-5.3566700476190485,-4.1193840625884
LaTe,9.14991333333334,8.93481944444444,-0.527255277777778,-0.72178238095238,-1.79204921306651,3.82491888888889,1.5716729,1.65751166666667,1.16554333333333,3.33551666666667,2.31535722222222,1.56771625,-3.42735,-1.87286944444444,2.43254885714285,10.483816153732,20.6832366666667,2,1.3366033809523807,-2.5448145833333333,2.013762916666667,-4.977363440476184,-4.22459807020936
TiO,6.66487955555556,5.932256,-0.562781416666666,-0.731519047619048,-1.54589203322452,4.83369388888889,2.08648366666667,2.56323166666666,1.847515,4.56861333333333,3.45443111111111,2.0894175,-4.53479266666666,-2.23113111111111,2.32757895238095,-3.39101028253759,13.4896813333333,2,2.37684704761905,-2.691382083333332,3.940169166666668,-5.018961035714282,-3.8734709856054703
TiS,6.93712911111112,6.21053627777778,-0.669616999999999,-0.855239523809523,-1.58212007464602,3.71854388888889,1.55361503333333,1.66750166666667,1.28352,3.98518333333333,2.19864611111111,1.52095666666667,-3.84799333333333,-2.10472722222222,2.63386123809524,6.94487180550534,14.0778443333333,2,1.6952555238095244,-2.1572191666666662,2.267589166666666,-4.791080404761907,-4.21598131274126
TiSe,6.81190622222222,6.52675861111111,-0.496174972222222,-0.789439523809523,-1.49470523696412,3.38223333333333,1.2718262,1.36060533333333,1.06722833333333,3.16447333333333,1.64501194444444,1.26298266666667,-3.639742,-1.81391666666667,2.58128823809523,10.9938504612139,15.2545603333333,2,1.3166496190476196,-1.8310995833333328,1.7169504166666667,-4.412387821428563,-4.0759934750593505
TiTe,7.62810816666667,7.80130427777777,-0.332111138888889,-0.611480476190476,-1.38835424756032,3.06095944444444,1.09441036666667,1.30818966666667,0.732535,3.01269666666667,1.63157416666667,1.16750358333333,-3.33763133333333,-1.34457555555555,2.79094852380952,15.338117983813,16.0210166666667,2,1.0125967142857142,-1.4318866666666676,1.5337554166666665,-4.222835190476188,-4.17930277136984
ZrO,7.63717072222222,6.101513,-0.386149805555555,-0.323433333333333,-0.723116775523335,4.306515,2.2064125,2.38706833333333,1.751845,4.30160333333333,2.83679277777778,1.86896383333333,-4.32923333333333,-1.489125,3.15210347619047,-7.02524621669818,14.9218503333333,2,2.115442857142858,-1.424112916666666,3.7507383333333335,-4.576216392857136,-3.875220251713805
ZrS,7.203491,6.31721766666667,-0.586382166666666,-0.56645238095238,-1.12691660801109,3.48043722222222,1.4530771,1.520391,1.11463333333333,3.57630333333333,1.69082444444444,1.41215633333333,-3.787846,-1.27534277777778,3.47996214285714,3.75883893251058,15.0492646666667,2,1.364428571428571,-1.4015870833333333,2.02431375,-4.881549226190473,-4.60687875086823
ZrSe,7.71788294444445,6.93687477777778,-0.528732763888889,-0.565380952380952,-1.29336876043182,3.172945,1.38260356666667,1.31448166666667,1.10046,3.15490333333333,1.61639833333333,1.2414915,-3.58253466666667,-1.09678444444444,3.64354904761904,8.29204721123922,15.2438206666667,2,1.3357549523809529,-1.198789166666667,1.6312270833333329,-4.842338214285707,-4.93691780805086
ZrTe,8.34154761111111,8.44271883333333,-0.383639486111111,-0.340339523809524,-1.35099827181136,2.85629,1.19786813333333,1.18319333333333,0.774141666666666,2.91724666666667,1.67084305555556,1.20089741666667,-3.24018666666667,-0.67663,3.97567766666666,12.6078210943951,16.1252676666667,2,1.0433417142857144,-0.5937899999999996,1.4740645833333326,-4.569467666666659,-5.32667593847802
HfO,7.4314905,6.17115455555556,-0.290390097222222,-0.326398571428572,-0.258046224079207,4.11252722222222,2.29543976666667,2.34199133333333,1.58272,4.08982333333333,2.19691944444444,1.7142735,-4.15672,-1.015575,3.36709342857143,-3.24430084277906,15.055652,2,2.0501130000000023,-1.0081212499999994,3.1777245833333336,-4.37521467857143,-3.625139652650637
HfS,7.13196277777778,6.38296811111111,-0.534000833333333,-0.430475238095238,-0.967669713355154,3.27400055555556,1.448216,1.64063466666667,1.10397666666667,3.41355333333333,1.47087611111111,1.30551316666667,-3.61909,-1.031455,3.7452048095238,5.43394881408835,15.1377141666667,2,1.283702142857143,-1.1754487500000006,1.6875091666666662,-4.920653559523801,-4.712874522878954
HfSe,7.33900272222222,7.01084066666667,-0.534840458333333,-0.515167619047618,-1.16649183021108,2.95892555555556,1.29650296666667,1.370235,1.09647166666667,3.08545333333333,1.58586666666667,1.16359016666667,-3.460576,-0.92452888888889,3.9078758095238,9.44423192242772,15.477729,2,1.1946826666666674,-1.080518333333334,1.6406849999999995,-4.988394142857134,-5.074367639734881
HfTe,8.17439594444445,8.6952235,-0.388348277777778,-0.335507142857143,-0.99060341516548,2.71727444444445,1.16857796666667,1.13848566666667,0.678811666666666,2.65384666666667,1.56161277777778,1.12983341666667,-3.124616,-0.614996111111111,4.10325914285714,14.5132422939307,16.2188823333333,2,0.9494562380952376,-0.4375466666666663,1.539456666666666,-4.540805809523806,-5.09386255802262
VO,6.38563972222222,5.78349,-0.561845208333333,-0.980824761904762,-1.30488726939841,4.41053222222223,1.82600613333333,1.66431866666667,1.68556833333333,4.08756333333333,2.29511055555556,1.746759,-4.470812,-2.14381055555556,2.70105147619047,0.55383292659559,11.5386916666667,2,1.7972494285714284,-2.312009166666666,2.5486616666666677,-5.013060642857136,-4.00593874558888
VS,6.55490827777778,5.97429411111111,-0.573793652777777,-0.792775714285714,-1.00373455902084,3.36450555555556,1.23558333333333,1.12214166666667,1.228105,3.20738333333333,1.63881833333333,1.29132733333333,-3.77310133333333,-1.75445611111111,2.94276842857143,5.92919977412256,12.6572573333333,2,1.24719919047619,-2.020156249999999,1.6699554166666664,-4.962924678571429,-3.94650298759227
VSe,6.56250588888889,6.20369677777778,-0.445876375,-0.714897619047619,-1.311780508466,3.08883666666667,1.05772416666667,0.988186,1.08596833333333,2.73716333333333,1.25354055555556,1.02248416666667,-3.54995933333333,-1.48774833333333,3.05015976190476,9.68600362190097,12.7552635,2,1.025096666666667,-1.702120416666667,1.2389004166666664,-4.752280178571427,-4.36194027037076
VTe,7.06090555555556,7.36703833333333,-0.230536833333333,-0.541538571428571,-1.40680043119965,2.84435055555556,0.9044279,0.819363666666667,0.661191666666667,2.72915666666667,1.11317861111111,0.925598083333333,-3.235858,-1.06619888888889,3.17204509523809,13.5716513707832,13.9813213333333,2,0.7677936190476183,-1.1235779166666675,0.90988375,-4.295623011904757,-4.57884552643774
NbO,8.01676588888889,6.79112511111111,-0.139863416666667,-0.0305566666666667,-0.315094981365349,3.51811277777778,1.6987761,1.400392,1.60846333333333,3.48234333333333,1.43479666666667,1.33544633333333,-3.98952466666666,-0.806763888888889,3.70396695238095,-4.55185216303475,12.229624,2,1.4430494285714277,-0.5774304166666667,1.90222875,-4.281397369047617,-4.019061933746299
NbS,7.160435,6.54797227777778,-0.292795597222222,-0.0051004761904761,-0.445304883073136,2.52852666666667,1.1647321,1.06083,1.110385,2.72214333333333,1.06778972222222,1.01559516666667,-3.31449,-0.515050000000001,4.07336480952381,2.14645033665477,13.5446441666667,2,1.0381335714285715,-0.6124183333333333,1.0531275,-4.685783142857144,-4.518669692596946
NbSe,7.44715994444445,7.21479333333333,-0.0268533194444444,0.0541780952380952,-0.579299034653948,2.46080444444444,1.01955903333333,0.807076666666667,0.963593333333334,2.31293333333333,1.00336694444444,0.897589166666666,-3.08141333333333,-0.389351111111111,4.33431066666666,6.39354358510946,13.6087543333333,2,0.929941523809524,-0.4296454166666664,1.1224562499999995,-4.763956083333326,-4.913609701320608
NbTe,8.32964416666667,7.84366122222222,0.0694137361111111,0.09385,-0.710562099127149,2.32624333333334,0.934350766666667,0.745689333333333,0.618246666666666,2.44513666666667,0.997113611111111,0.859158083333333,-2.83126533333333,-0.0839677777777777,4.5352149047619,12.6658718175993,14.327107,2,0.695289190476189,0.0970174999999998,1.00547625,-4.4381974047619,-5.2457770038890486
TaO,7.82979638888889,7.25188561111111,0.0201197916666667,0.26201,0.0801039803396976,3.65555,1.85128096666666,1.56518166666667,1.43804666666667,3.64265666666667,1.28898611111111,1.55187933333333,-4.01763466666666,-0.511656666666667,3.98651266666666,-2.66805641623297,12.5481653333333,2,1.4793303333333314,-0.6032908333333338,1.8924545833333333,-4.589803499999993,-3.9064086863269623
TaS,7.80086916666667,7.17883488888889,-0.096703611111111,0.37224,-0.128009313895798,2.50338666666667,1.21077693333333,1.244997,0.967546666666666,2.79929666666667,1.26143722222222,1.06698766666667,-3.332206,-0.250698888888889,4.40435623809524,6.02162391185794,13.7185956666667,2,0.9622807142857138,-0.3916724999999996,1.1996108333333335,-4.79602873809524,-4.532365551991038
TaSe,8.10142316666667,7.41045333333333,-0.0019465138888888,0.416596666666667,-0.25166899888352,2.47335055555556,1.0930152,0.886437666666667,0.900646666666666,2.46477666666667,1.14030361111111,0.981786166666666,-3.15303133333333,-0.0479483333333333,4.64286228571428,9.47145775479837,13.6768351666667,2,0.8955128095238102,-0.1762920833333332,1.136125416666666,-4.819154369047613,-4.8945312845978
TaTe,8.422746,8.40326777777778,0.279616513888889,0.553751904761904,-0.371031968469838,2.29100888888889,0.918951833333334,0.795198,0.643328333333333,2.5497,1.05199555555556,0.90004725,-2.79609866666667,0.203221111111111,4.79935776190477,16.2376803313554,14.2636228333333,2,0.664519523809523,0.3951658333333335,0.9085566666666668,-4.404191928571437,-5.170389730374608
CrO,6.45384844444444,6.03185022222222,-0.770231361111111,-1.36840761904762,-1.44244185093442,4.17513111111112,1.53300346666667,1.19282666666667,1.73210833333333,3.58702,1.91000944444445,1.38049933333333,-4.44994933333333,-2.36204722222222,2.22426980952381,1.81019880894947,11.2545156666667,2,1.16307038095238,-3.066434583333334,2.342544583333333,-5.290704392857144,-3.6667116604582297
CrS,6.81493638888889,5.7084395,-0.559775986111111,-0.70936619047619,-1.27663603479013,3.14301277777778,1.09622936666667,1.148056,1.14575333333333,2.93804,1.27926222222222,1.0965345,-3.60553866666667,-1.86432,2.37974171428571,6.06399691741485,11.7563816666667,3,1.0173465714285723,-2.1086875000000003,1.497788750000001,-4.48842921428571,-3.6563777490758396
CrSe,6.6541655,5.88475638888889,-0.369964333333333,-0.638987619047619,-1.42366715986733,2.88758,0.992457966666668,1.06229066666667,1.03798166666667,2.39911,1.14092722222222,0.88559,-3.36763066666667,-1.52318722222222,2.40830209523809,9.11248777641494,12.0431303333333,2,0.7957382857142851,-1.6710899999999993,1.1109,-4.079392095238089,-3.83196925510542
CrTe,7.31206811111111,6.30507977777778,-0.17843225,-0.576689047619047,-1.11711319370158,2.67126722222222,0.842215433333333,0.792774666666667,0.687848333333333,2.40962,1.06575861111111,0.880208,-3.137422,-1.14735555555555,2.64919361904762,11.7871590792845,13.2594856666667,2,0.6630692380952371,-1.2745933333333337,0.9428079166666666,-3.923786952380954,-3.7663068127492
MoO,7.14450033333333,6.30924711111111,-0.107579833333333,-0.719422857142858,-0.386322511894473,3.36469166666667,1.3228656,1.11256733333333,1.52872,3.03114666666667,1.02936027777778,1.0059275,-3.73152933333333,-1.19423611111111,3.82741752380952,-0.231338899939473,11.466102,2,0.8592246666666659,-0.7425887500000005,1.6040670833333328,-4.57000627380952,-4.213740035703993
MoS,6.91157411111111,5.89285833333333,-0.0222902083333333,-0.24158,-0.395065661330144,2.44665944444444,0.884253066666668,0.852383333333333,1.02422833333333,2.10971,0.859531111111111,0.852855833333333,-3.19453533333334,-0.790565,4.24429371428571,3.50484268539711,12.1180145,2,0.6652380952380945,-0.5317550000000001,0.9252575000000004,-4.77604871428571,-4.639359375615854
MoSe,7.27542177777778,6.19314944444444,0.0440086944444444,-0.229024761904762,-0.400177888055276,2.34287888888889,0.776951166666668,0.890660333333333,0.934786666666667,1.94603,0.795994999999999,0.704730166666667,-2.927416,-0.593693333333333,4.44193242857142,6.170271370553,12.2894016666667,2,0.5649807142857143,-0.3739804166666664,0.91943,-4.815912845238086,-4.842110316626695
MoTe,7.9296375,6.86831072222222,0.0833175833333334,-0.100741904761904,-0.459707198403089,2.28819777777778,0.747903566666668,0.703742666666666,0.696276666666667,2.22833666666667,0.890315,0.737952,-2.773216,-0.423322777777778,4.55979914285714,11.5903736062766,12.7936418333333,2,0.533314571428571,0.1139320833333332,0.7515337500000001,-4.445867059523807,-5.01950634126023
WO,7.77305138888889,7.39024738888889,0.353893083333333,-0.157077619047619,0.16292574136,3.49201333333334,1.6294195,1.22182066666667,1.25407166666667,2.78391666666667,1.05804666666667,1.2271895,-3.91537466666667,-0.884793888888888,4.16986323809523,3.4403228115145,11.7758133333333,2,1.0818740952380943,-0.7624854166666666,1.5830895833333336,-4.932348654761896,-4.0069374967352305
WS,7.64378394444445,6.735064,0.505676125,0.598464285714285,0.478257056328357,2.42927055555555,1.0620437,1.01640466666667,0.952698333333333,2.15211333333333,1.02780055555556,0.9619695,-3.157756,-0.597515,4.57181142857143,4.76083086518041,12.5584563333333,2,0.7961275238095225,-0.4871120833333334,1.110038333333334,-5.058923511904764,-4.093554372243073
WSe,7.58590627777778,6.47392938888889,0.711852263888889,0.669563809523808,0.333279033088594,2.39999833333333,0.925325733333334,0.841237,0.898213333333334,2.06197333333333,0.908478055555555,0.818162,-2.920804,-0.316841666666666,4.79069942857143,10.3868918028051,12.5246073333333,2,0.7149486666666656,-0.1518725,0.9776320833333334,-4.94257192857143,-4.457420395482836
WTe,7.96615183333334,7.16348183333333,0.704183972222222,0.598751904761904,0.198640342664407,2.13416388888889,0.756209200000001,0.678479333333333,0.751815,1.99116666666667,0.956365555555556,0.763288166666666,-2.763812,-0.0693544444444444,4.87344338095238,14.3674305862244,13.1975716666667,1,0.5343235238095235,0.518956666666667,0.7870629166666664,-4.354486714285713,-4.674803038287973
MnO,5.75557361111111,5.46942272222223,-0.839221902777778,-1.54658523809524,-1.80155746538885,4.99440777777778,1.57937943333333,1.357585,1.66472333333333,4.70760666666667,2.20150388888889,1.4545435,-5.16205666666666,-2.75499944444444,2.11940742857143,1.50199885472147,11.9951033333333,2,1.4464540476190488,-3.442172083333334,2.874099166666665,-5.561579511904764,-3.92096489396028
MnS,6.19063316666667,4.97748711111111,-0.706993944444445,-0.943293809523809,-1.15260810686796,3.67376111111111,1.5014766,1.07219166666667,1.07488666666667,3.54050333333333,1.68960833333333,1.29146716666667,-4.06186133333333,-2.47188166666667,2.27269804761905,5.98867500316412,12.6478533333333,3,1.285669904761906,-2.972391250000001,1.6658725000000003,-5.245089297619051,-3.42530615448701
MnSe,6.18510488888889,5.41311405555556,-0.605425236111111,-0.858997619047619,-1.13489920683575,3.32404444444445,1.2290334,1.16626733333333,0.973366666666667,2.85698,1.38702527777778,1.06759383333333,-3.952608,-2.14711222222222,2.32957261904762,7.96740566618215,13.6406833333333,3,1.0122502380952376,-2.5943345833333336,1.19595,-4.923907202380954,-3.46447182588337
MnTe,7.29331977777778,6.02483527777778,-0.51306625,-0.664345238095237,-1.02146125120811,2.93491111111111,1.03270906666667,0.765449666666667,0.651793333333333,2.43922,1.14152361111111,1.05484633333333,-3.57625933333333,-1.56293333333333,2.52787219047619,9.09828992540081,15.1427253333333,1,0.8018488571428574,-2.082440416666667,0.8742429166666664,-4.610312607142857,-3.5493334416842997
TcO,6.940141,6.05455655555556,-0.507174847222222,-0.819755714285714,-1.00378441806563,3.62253944444445,1.2733874,0.90173,1.58326833333333,3.22718666666667,0.954468333333333,0.981380833333333,-4.06216466666666,-1.29040444444445,3.64928833333333,-0.107887289361102,11.000867,2,0.9210319999999989,-1.237325416666667,1.6895441666666668,-4.886613749999997,-4.65307275139896
TcS,6.78386216666666,5.49562794444444,-0.397772041666667,-0.286710476190476,-0.414439559198697,2.643555,0.905253833333334,0.801399,1.07339166666667,2.4412,0.960926388888889,0.8547375,-3.395892,-0.716181111111112,3.95000957142857,4.63943009901969,11.6370071666667,2,0.6633565238095236,-0.8414237500000005,0.8529566666666668,-4.7914333214285705,-4.364449130627267
TcSe,6.77901272222222,5.72025311111111,-0.252181208333333,-0.191562380952381,-0.38638312018499,2.493715,0.785990533333334,0.835985333333333,0.916778333333333,2.2772,0.918297777777777,0.777495666666666,-3.101026,-0.494924444444444,4.23715914285714,8.27616478864542,11.9561481666667,2,0.5954698095238097,-0.5573287500000002,0.8911345833333337,-4.7944878928571395,-4.62354226304213
TcTe,7.11631494444445,6.35422438888889,-0.125463055555556,-0.0295804761904762,-0.636340090815389,2.52508166666667,0.719066933333334,0.790755666666666,0.626246666666667,2.07694,0.923971944444444,0.788250166666667,-2.89398333333333,-0.423949444444444,4.39754119047619,11.7241840554343,12.697323,2,0.5401319999999998,-0.2043983333333333,0.8296162500000004,-4.6019395238095235,-5.0338812812915785
ReO,7.5407085,6.83615544444445,-0.0449800833333333,-0.425758095238096,-0.199886495101518,3.59685944444445,1.33132823333333,1.06803083333333,1.42721333333333,2.92225333333333,0.8908325,1.15210366666667,-3.95596866666666,-0.821748333333333,4.15904114285714,5.44280375191801,11.070108,2,0.9079889523809508,-0.9322358333333332,1.5226587500000002,-5.091276976190473,-4.358927637958658
ReS,7.50850261111111,6.26630544444444,-0.0652027222222221,0.316205714285714,0.126244314060857,2.45199111111111,0.994947866666667,0.945560666666667,0.983428333333333,2.2773,0.977990277777777,0.9097205,-3.23349266666667,-0.341002777777778,4.56362619047619,5.63967581126555,11.7149603333333,2,0.6733537142857136,-0.3640158333333332,0.91428,-4.927642023809523,-4.4373818764153325
ReSe,7.70925494444444,6.16499333333333,0.0671150833333333,0.40638380952381,0.302118355457358,2.47820055555556,0.853373100000001,0.745927333333333,0.875218333333333,2.17857333333333,0.928648888888889,0.810199,-3.00913866666667,-0.157980555555556,4.75997280952381,10.8359913132953,11.9799061666667,1,0.6048631904761901,-0.1414566666666666,0.9099141666666668,-4.901429476190477,-4.457854454066452
ReTe,7.82943011111111,6.68518588888889,0.301777902777778,0.431750476190476,0.0491454258614577,2.20544611111111,0.7167465,0.694868333333333,0.624701666666666,1.89083333333333,0.852365833333333,0.779494,-2.73204466666667,-0.10904,4.84895719047619,13.4826640005841,12.7005185,1,0.5273257142857142,0.0136125,0.7894720833333332,-4.83534469047619,-4.7998117646147325
FeO,5.836343,5.51021266666667,-0.862264111111111,-2.04880285714286,-2.23162207897874,4.41855555555556,1.6018438,1.06223166666667,1.66535666666667,4.01064,1.89448888888889,1.36539933333333,-4.88667133333333,-3.17367722222222,2.12730857142857,4.56416865638057,10.7765706666667,2,1.1894271428571432,-3.7998808333333343,2.492943333333333,-5.927189404761904,-4.35893065040731
FeS,6.56315783333333,5.9345785,-0.778770736111111,-1.08139333333333,-0.794809747538291,3.65634722222222,1.25036013333333,1.213546,1.081675,3.2097,1.65034055555556,1.10735283333333,-3.89906,-2.45159666666667,2.36137761904762,7.02692272261632,12.274284,3,1.123812095238096,-2.925527916666667,1.6475412500000004,-5.286905535714286,-3.156187366585911
FeSe,6.60337294444444,5.6811965,-0.747351444444444,-0.919894761904762,-1.0386871760154,3.31473333333333,1.05927313333333,1.129781,0.946826666666666,2.76833,1.52626388888889,0.965727166666667,-3.63495866666666,-2.15561111111111,2.39211380952381,9.77863988652459,12.9578296666667,3,0.9338688571428564,-2.591565833333332,1.502377916666667,-4.983679642857142,-3.43080098553921
FeTe,7.08707894444445,6.15017344444444,-0.694934694444444,-0.776069047619047,-1.11295919738209,2.74505888888889,0.922229466666667,0.871115333333333,0.658928333333333,2.43033,1.25688277777778,0.976186416666667,-3.25481866666667,-1.77694666666667,2.47391061904762,9.34093896690322,14.3236865,1,0.7585611904761896,-2.236377083333334,1.2279983333333329,-4.710287702380954,-3.5868698164297097
RuO,6.7280615,5.72794894444444,-0.831206486111111,-1.44913857142857,-1.85037378978345,3.61190222222223,1.12908823333333,0.811071333333333,1.28070833333333,3.19091666666667,0.873198611111111,0.9503015,-4.04964133333333,-1.96616777777778,3.57580495238095,9.27021301888534,11.3292903333333,2,0.8244980952380947,-2.251394999999999,1.4901029166666668,-5.8271999523809495,-5.426178742164399
RuS,6.83180022222222,5.69757544444444,-0.628688,-0.481382857142857,-0.651751514033419,2.45609722222222,0.941140166666668,0.808656333333333,0.878961666666666,2.42808,1.04246888888889,0.920641166666667,-3.36070133333333,-1.18456333333333,3.80569361904762,10.302297108591,11.4323525,2,0.7276209047619037,-1.3100754166666666,1.16098125,-5.115769035714287,-4.457445133081039
RuSe,7.009276,5.80759255555555,-0.480541291666667,-0.317522857142857,-0.407399071993424,2.35099944444444,0.847516666666668,0.886365333333333,0.822581666666667,2.17928,1.03209416666667,0.8614995,-3.191956,-0.926452777777778,4.00514604761904,13.6428363424973,11.7371753333333,2,0.6378620476190467,-0.9772970833333328,1.0449595833333334,-4.9824431309523725,-4.4125451196124645
RuTe,7.48747077777778,6.43757377777778,-0.463179791666667,-0.354955238095238,-0.587874349600988,2.33550055555556,0.770676766666668,0.788034333333333,0.617463333333333,2.03711,0.982698333333333,0.857339,-3.02067333333333,-0.886575,4.09932423809524,16.0700203949508,12.4451283333333,1,0.5912248095238091,-0.8147183333333332,0.9715579166666666,-4.914042571428573,-4.687198587696228
OsO,7.80905833333333,6.76924755555556,-0.396951958333333,-0.757792380952381,-1.38708154258007,3.49955,1.18663213333333,0.968515,1.06797833333333,2.92770333333333,1.01591472222222,1.12850266666667,-4.020552,-1.23024611111111,4.19907542857143,8.24674945663069,11.3570296666667,2,0.845153285714285,-1.618383749999999,1.6880350000000004,-5.817459178571428,-5.5861569711515
OsS,7.37347044444445,6.10083366666667,-0.202447986111111,0.0875319047619047,-0.0899168161416482,2.38145444444444,0.942511633333333,0.957269333333333,0.831525,2.19666,1.16781722222222,1.001122,-3.26383533333333,-0.723250555555556,4.53611480952381,6.07803946166757,11.7635468333333,1,0.7165475238095231,-0.9280125000000002,1.0718754166666669,-5.4641273095238105,-4.626031625665458
OsSe,7.56932383333333,5.87206644444444,-0.10588475,0.117434761904762,-0.308971901302409,2.313095,0.8980214,0.839714333333333,0.789065,2.10494333333333,1.02887722222222,0.8571065,-3.07150866666666,-0.569388888888889,4.67194257142857,12.4197754279721,12.014838,1,0.6309142857142851,-0.6789604166666667,0.90350625,-5.350902988095236,-4.980914472730979
OsTe,7.77645211111111,6.54404605555555,-0.0822247222222221,0.0462995238095237,-0.240010457149546,2.09785555555556,0.838066733333334,0.801567,0.589803333333333,1.92013333333333,0.982239722222221,0.871338999999999,-2.90314666666667,-0.574995,4.70309038095238,14.7533714527036,12.5806013333333,1,0.6072741428571424,-0.5515604166666666,0.9449804166666668,-5.254650797619047,-4.943100838101926
CoO,6.10505033333333,5.54830138888889,-0.735229513888888,-2.30098476190476,-2.38058677749722,4.51493166666667,1.54956456666667,1.027815,1.77027833333333,4.20708666666667,1.94268833333333,1.34158016666667,-4.82283866666666,-3.31096944444444,2.08405,4.52044542637552,10.5402373333333,2,1.2471280952380948,-3.8662341666666658,2.52364,-5.950284166666666,-4.46463677749722
CoS,6.51891905555556,5.84002638888888,-0.825074374999999,-1.60235666666667,-0.861074506048869,3.77762388888889,1.424983,1.34177766666667,1.140855,3.37011333333333,1.86448111111111,1.2418245,-4.08363466666667,-2.67860222222222,2.29517090476191,7.54920275636979,12.423566,3,1.230383380952381,-2.963199999999999,2.0196766666666672,-5.258370904761909,-3.156245410810779
