formula,2Dpfx,2Dpfy,CBM_GW,CBM,CBM_HSE06,Dgap_gw,Dgap_WSOC,Dgap,EBE,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM,VL,Eng,area,TDSL,CBM_HSE06.1,Eng
Cu2O2Se1,4.956231277777776,5.216527333333334,-0.8925155138888878,-3.037799523809517,-3.186517130962946,4.987126111111114,1.9223336000000009,1.4768450000000006,1.4873033333333334,4.798319999999999,2.433025000000001,1.5176587499999998,-5.136628666666664,-3.734022777777777,2.5237326666666657,4.29834866428952,13.022790000000002,3.0,-3.186517130962946,4.29834866428952
Cu2O1Te2,5.860147277777775,5.692356111111113,-1.117604458333333,-1.9237207142857145,-1.190870737607165,3.937714444444449,1.344753200000001,1.3802536666666665,1.188923333333334,3.729813333333332,2.0760661111111123,1.2317084166666667,-4.533512,-2.8444688888888856,2.8356445714285714,-0.4364288032962733,17.09351116666668,3.0,-1.190870737607165,-0.4364288032962733
Cu2O2Te1,5.235728666666665,4.979427111111113,-1.1854363888888886,-2.8960233333333285,-2.784778705014169,4.841807777777781,1.8664637666666672,1.44161,1.4546116666666664,4.744209999999999,2.165977777777779,1.338827083333333,-4.983261999999998,-3.618928888888889,2.551158571428571,1.1101812449036714,14.03399,3.0,-2.784778705014169,1.1101812449036714
Cu2S1Se2,5.605937611111113,5.691131499999998,-0.8686624999999996,-1.954494285714284,-2.4035256762539072,3.719736666666668,1.282214933333334,1.4118363333333326,1.113148333333334,3.3853033333333338,1.8295994444444443,1.2026335833333333,-4.0164373333333305,-2.6746483333333297,2.8676831904761904,-0.4933117407768037,18.355229000000005,3.0,-2.4035256762539072,-0.49331174077680373
Cu2S2Se1,5.571283333333335,5.398731222222221,-0.859273583333333,-2.030318095238093,-2.5016705989124457,3.861412222222224,1.411688766666667,1.5489969999999995,1.1544333333333336,3.264663333333333,2.1663244444444447,1.2888823333333337,-4.191729333333329,-2.7741944444444413,2.818241238095238,3.1442992691798324,17.309915333333343,3.0,-2.5016705989124457,3.1442992691798324
Cu2S1Te2,6.1299069444444445,6.18471011111111,-0.912883597222222,-1.4227961904761897,-1.710002978253647,3.199274444444451,1.1357510333333338,1.049405666666667,0.9542077777777784,2.8316433333333326,1.6718683333333342,1.048484833333334,-3.743451333333331,-2.3378211111111087,3.022617380952383,-1.6455130318290756,20.24201583333334,2.0,-1.710002978253647,-1.6455130318290756
Cu2S2Te1,5.640510888888891,5.273388833333334,-0.9068741527777772,-1.871583333333333,-2.1585445662465084,3.6774422222222256,1.298801966666666,1.4361699999999995,1.072086666666667,3.2282766666666665,1.9428819444444445,1.2108613333333336,-4.032588666666664,-2.711369999999997,2.8815550476190475,2.377468594991889,19.26201533333334,1.0,-2.1585445662465084,2.377468594991889
Cu2Se1Te2,6.066370833333332,6.621946944444442,-0.8952222222222219,-1.341250476190477,-1.987509192059289,2.9614833333333404,1.0985219000000008,1.0489578333333336,0.9385577777777784,2.6977733333333345,1.6507955555555562,1.0891070833333336,-3.688462666666665,-2.246072222222222,3.04361761904762,5.12065687755976,21.278413999999994,2.0,-1.987509192059289,5.12065687755976
Cu2Se2Te1,5.669359111111112,5.417897611111111,-0.8766209444444439,-1.6361776190476185,-2.010525594343938,3.3204783333333374,1.145255,1.0687298333333333,1.0178077777777783,2.757453333333334,1.725910000000001,1.1190280833333337,-3.7637846666666657,-2.407085555555552,2.956056857142856,5.334374652435969,20.43552916666667,2.0,-2.010525594343938,5.334374652435969
Ag2O1S2,4.987672,5.314626888888893,-1.2364839861111103,-2.599847142857138,-2.8618992224239856,4.582141111111115,1.709023333333333,1.6524466666666664,1.4770416666666668,4.459523333333332,2.264854444444445,1.7387465000000004,-4.982599333333331,-3.496943333333334,2.470670761904763,9.236661380644373,17.323328333333325,3.0,-2.8618992224239856,9.236661380644371
Ag2O2S1,4.763358222222221,4.854021111111112,-1.2639586527777769,-3.1118999999999954,-2.90085878052666,5.331122777777782,1.8580691666666664,1.7865883333333332,1.5539783333333332,5.258143333333331,2.297681666666667,1.6841845833333329,-5.228575999999992,-3.740212222222223,2.3749542857142862,7.240125451772059,15.152232499999998,3.0,-2.90085878052666,7.240125451772059
Ag2O1Se2,4.88124822222222,5.159685888888891,-1.1337803749999995,-2.44350476190476,-2.3106236730483904,4.560093888888892,1.4669785,1.5236269999999994,1.3826233333333335,4.626616666666666,2.228983888888891,1.5888831666666672,-5.065857999999998,-3.391833888888887,2.5618650476190488,9.923459023289915,18.36142,3.0,-2.3106236730483904,9.923459023289915
Ag2O2Se1,4.62452522222222,4.936987777777778,-1.242190680555555,-3.0688261904761847,-2.3327434893875165,5.328038333333338,1.7926108333333328,1.7887599999999997,1.51777,5.437303333333332,2.2068722222222217,1.52442625,-5.254954666666659,-3.6707933333333336,2.3861233333333347,10.92585563216052,17.284934999999997,3.0,-2.3327434893875165,10.92585563216052
Ag2O1Te2,5.25134538888889,5.245926888888893,-1.120071486111111,-1.95691357142857,-1.1639031499617385,4.22007722222223,1.3965003000000002,1.3268891666666662,1.2222983333333342,4.015429999999999,1.873461111111111,1.5571640000000002,-4.7336793333333365,-3.0899288888888856,2.67552,7.28278376842907,19.49648583333334,3.0,-1.1639031499617385,7.28278376842907
Ag2O2Te1,5.042319111111111,5.132214444444445,-1.2800471944444445,-2.8622590476190446,-2.081260237286724,5.394420000000002,1.747736166666665,1.6192400000000005,1.5326916666666668,5.264423333333333,2.0207977777777786,1.6688379166666656,-5.216497999999995,-3.576006666666665,2.3236200000000014,8.340094887573429,18.122696666666656,3.0,-2.081260237286724,8.340094887573429
Ag2S1Se2,4.959911777777776,5.202090333333334,-1.0089461249999996,-1.93585738095238,-1.989856114076125,3.770426111111117,1.2398178333333325,1.183494166666667,1.0924266666666669,3.1526300000000003,1.7381077777777776,1.1829833333333335,-4.216822666666665,-2.950446111111112,2.8437089523809536,7.691423635585799,20.845738333333344,1.0,-1.989856114076125,7.6914236355857994
Ag2S2Se1,5.39831888888889,5.0942268333333365,-1.0571930833333325,-2.0083104761904744,-2.014739414207312,3.74342055555556,1.323000099999999,1.4277233333333337,1.1127916666666668,3.424583333333333,1.869989444444444,1.18748975,-4.250179333333331,-3.0233950000000003,2.814804333333335,10.54340119233509,20.05793166666668,1.0,-2.014739414207312,10.54340119233509
Ag2S1Te2,5.775519500000001,5.358797333333334,-0.9651216250000002,-1.5340230952380962,-1.7466794857379808,3.2457100000000065,1.1952454,1.1568973333333334,0.9854227777777776,2.6966,1.5855100000000006,1.2869463333333335,-3.923219999999997,-2.5735883333333325,2.9579233333333312,6.154180240352716,22.90200283333334,1.0,-1.7466794857379808,6.154180240352716
Ag2S2Te1,5.378192000000001,4.9935388888888905,-1.1052998472222215,-1.8575397619047624,-1.309941856068444,3.532729444444448,1.3192186999999989,1.1385,1.05878,3.1110866666666666,1.7295088888888892,1.3118045000000005,-4.141739999999998,-2.9089938888888893,2.8406610952380964,9.134779050479189,21.495620333333346,1.0,-1.309941856068444,9.134779050479189
Ag2Se1Te2,5.879209833333333,5.547459888888889,-0.9778506666666662,-1.4466435714285737,-1.9452512906337285,3.13825444444445,1.1535199333333337,1.108424,0.964487777777778,2.6334800000000005,1.5908166666666672,1.2753775833333336,-3.730975333333333,-2.425256666666665,3.072768571428569,10.75308209454495,23.94764083333333,1.0,-1.9452512906337285,10.75308209454495
Ag2Se2Te1,5.345861555555556,5.049705777777779,-1.002186416666666,-1.663336904761906,-1.516715864448669,3.214761111111116,1.2177914666666658,1.169745833333333,1.033441111111111,2.69005,1.6703883333333345,1.3110263333333334,-3.938239333333332,-2.597651666666667,2.983294047619047,11.260066309636931,23.656484833333337,1.0,-1.516715864448669,11.260066309636933
Au2O1S2,4.92116038888889,4.918722555555553,-1.4027618055555555,-2.816176666666664,-3.276686579683506,3.5170283333333363,1.2966146000000005,1.2803033333333331,1.1349700000000005,2.928663333333334,1.6326944444444438,1.1673834999999997,-4.405988666666662,-3.0044599999999995,2.84811480952381,9.436410192459329,16.008000999999993,2.0,-3.276686579683506,9.436410192459327
Au2O2S1,4.865062,4.860945499999999,-1.3939404166666665,-3.057236666666665,-4.564453166447364,3.984312222222223,1.639408500000002,1.2912149999999998,1.217618333333334,3.5150266666666665,1.669762222222222,1.1916550833333326,-4.732986666666661,-3.38827611111111,2.715461428571429,7.63044105514215,14.894097666666664,2.0,-4.564453166447364,7.63044105514215
Au2O1Se2,4.89300727777778,4.985237166666664,-1.3823702499999997,-2.748775714285714,-2.5723191074270195,3.183262222222224,1.217136766666668,1.1137591666666666,1.084175,2.7284166666666665,1.5014508333333334,1.1351945833333337,-4.2812933333333305,-2.889168888888888,2.9266923809523826,9.590847553424943,17.68678966666667,2.0,-2.5723191074270195,9.590847553424943
Au2O2Se1,4.610918222222223,4.725844388888888,-1.4333233055555548,-2.968719999999997,-4.335204912050464,3.8600422222222246,1.602935266666668,1.4066966666666667,1.182991666666667,3.4650766666666666,1.5306749999999996,1.2290825833333323,-4.69870733333333,-3.366333333333332,2.723544285714285,9.784197718765306,15.76734433333333,2.0,-4.335204912050464,9.784197718765306
Au2O1Te2,4.969651999999999,5.841910444444446,-1.414870124999999,-2.24610476190476,-1.9200261036889807,2.798160000000002,1.210489633333334,1.04356,1.0339383333333336,2.4037033333333344,1.5034997222222228,0.933966,-3.872556666666665,-2.556118888888887,2.921766666666668,7.254724236056575,18.6753545,3.0,-1.9200261036889807,7.254724236056575
Au2O2Te1,4.629021777777777,4.982838166666668,-1.496308874999999,-3.104045238095237,-3.451645190275627,3.731707222222225,1.5545686000000003,1.4435891666666665,1.1662433333333335,3.14826,1.5610205555555556,1.1354297499999997,-4.5059773333333295,-3.2478238888888846,2.667723523809524,6.149598234605158,17.266868333333335,2.0,-3.451645190275627,6.149598234605158
Au2S1Se2,5.282039666666666,5.028083999999996,-1.1818237083333334,-2.0902978571428594,-2.27544558999486,2.6054138888888927,1.0813612666666672,0.9792066666666668,0.9685099999999996,2.370283333333333,1.533038611111111,1.0495445000000003,-3.5611146666666644,-2.492609999999995,3.108370428571432,7.956336700920978,19.8509735,2.0,-2.27544558999486,7.9563367009209784
Au2S2Se1,5.474585888888888,5.046699499999997,-1.227076736111111,-2.1235633333333337,-2.112101071845075,2.683656666666669,1.0924465333333335,0.9773053333333334,0.9899866666666663,2.4992300000000003,1.6826897222222217,1.0034203333333336,-3.659366666666665,-2.501781111111107,3.067469428571432,9.25767654767511,18.982940000000003,2.0,-2.112101071845075,9.25767654767511
Au2S1Te2,5.331515222222222,5.695178888888886,-1.1753007638888888,-1.4708623809523815,-1.6050297907800617,2.380916666666669,1.0552993666666677,0.8009539999999999,0.8977850000000003,2.136090000000001,1.3289658333333334,0.9289055000000002,-3.254126,-2.209664999999997,3.16115747619048,5.726659406623767,20.8992305,1.0,-1.6050297907800617,5.726659406623767
Au2S2Te1,5.449877666666667,4.836453888888888,-1.2362166388888889,-1.9459069047619064,-2.105571947923996,2.5239122222222257,1.118578266666667,0.8594700000000002,0.9807949999999998,2.450310000000001,1.569809166666667,0.9906394166666668,-3.5104759999999984,-2.4061633333333288,3.0901513809523835,6.822333002064916,19.98089083333334,2.0,-2.105571947923996,6.822333002064916
Au2Se1Te2,5.266946777777777,5.987366555555553,-1.111010930555555,-1.34913023809524,-1.862797661577936,2.258543888888891,1.0431304666666674,0.8581840000000001,0.8656200000000005,2.008750000000001,1.285234722222222,0.98032675,-3.2263639999999985,-2.098379444444441,3.1662328095238133,9.37986207531425,20.498738,1.0,-1.862797661577936,9.37986207531425
Au2Se2Te1,5.252519333333331,5.251708722222222,-1.1482263888888888,-1.6975897619047615,-1.6664879788454094,2.3421866666666697,1.0861549666666674,0.8746083333333332,0.95009,2.120566666666668,1.4101577777777785,1.0033709166666664,-3.320056666666665,-2.266611666666662,3.141620952380956,9.228065332721236,21.13940166666667,2.0,-1.6664879788454094,9.228065332721236
Sc2OSSe,5.89539555555556,5.75599966666667,-0.8448300416666669,-0.6140399999999996,-0.3116271224987956,5.487034444444444,2.795176733333333,2.535181666666667,2.030716666666667,5.643236666666668,4.060064444444444,2.464654833333332,-4.188599333333331,-2.938019999999997,4.519728571428574,-23.032816919432456,19.498893833333334,2.0,-0.3116271224987956,-23.032816919432456
Sc2OSTe,6.052857055555556,5.840104888888895,-0.775945152777778,-0.5193623809523807,-0.2260927175139304,5.224238333333332,2.3860369666666643,1.9188233333333329,1.850305,5.231773333333336,3.76809111111111,2.2149604999999983,-3.900693333333333,-2.629316111111108,4.566732857142861,-25.604625201713706,19.26294733333334,2.0,-0.2260927175139304,-25.604625201713702
Sc2OSeTe,6.09547327777778,5.753923388888896,-0.7012957500000006,-0.4771561904761905,-0.2669281165577262,5.148226666666666,2.4306760999999977,1.9507133333333329,1.7692033333333332,5.132873333333334,3.775433333333332,2.095824666666666,-3.775751333333332,-2.55516333333333,4.552161428571433,-25.775050396918736,19.562740333333338,2.0,-0.2669281165577262,-25.775050396918736
Sc2SSeTe,6.0393512222222245,5.328693222222221,-0.6771343472222224,-0.6617976190476184,-0.331286477042191,4.667613333333335,1.5964554666666664,1.4041763333333337,1.309078333333334,4.458569999999999,3.0534972222222208,1.4775105000000002,-3.345931333333333,-2.073656666666664,4.312883142857145,-18.24178257389816,22.166515166666667,2.0,-0.331286477042191,-18.241782573898156
Y2OSSe,6.032464111111116,5.977266111111113,-0.6974917500000005,-0.4459576190476191,-0.1716631833886803,5.1345188888888895,2.5410945999999983,2.338955,1.9830116666666664,5.287016666666668,3.875468333333334,2.5106329999999986,-3.888193999999999,-2.75293722222222,4.693940000000003,-22.459738046789745,20.946763000000004,2.0,-0.1716631833886803,-22.459738046789745
Y2OSTe,6.553261111111115,6.165536111111115,-0.6448194861111115,-0.3535233333333331,-0.1833221727252017,4.924951111111112,2.261651633333332,2.044973333333333,1.9111650000000004,4.803433333333334,3.636074444444444,2.249664499999999,-3.652307999999997,-2.541545555555554,4.7675928571428585,-26.013140539867813,19.961754666666675,2.0,-0.1833221727252017,-26.013140539867813
Y2OSeTe,6.459089000000002,5.990132222222226,-0.642936152777778,-0.398138571428571,0.0683992758473153,4.93653277777778,2.212357666666665,2.1186516666666666,1.8365616666666669,4.833446666666667,3.507543333333335,2.1044728333333333,-3.473385333333332,-2.479559999999997,4.700177142857143,-25.519118719084773,21.261564000000003,2.0,0.0683992758473153,-25.519118719084773
Y2SSeTe,6.328217777777777,5.318866944444445,-0.7595048333333339,-0.6502642857142849,0.2004505403680971,4.391999444444447,1.523495066666667,1.4999506666666664,1.3922400000000004,4.324419999999999,2.790101111111109,1.4727220000000003,-2.9453980000000017,-2.0533466666666635,4.453174000000003,-18.21967021414078,24.299395333333347,2.0,0.2004505403680971,-18.21967021414078
La2OSSe,6.400302333333338,6.954031222222224,-0.7072536111111115,-0.3192466666666662,-0.141355720168285,5.084127777777777,2.535159333333333,2.294973333333333,1.8303033333333345,5.122986666666668,3.7423272222222232,2.459978833333333,-3.928493333333333,-2.6404627777777767,4.662054285714291,-25.23373961281256,22.641434,2.0,-0.141355720168285,-25.23373961281256
La2OSTe,7.003174222222222,6.724530111111116,-0.7034142361111119,-0.311521428571428,0.0354587121566106,4.865541111111113,2.273788033333331,2.117185,1.8033783333333349,5.036130000000001,3.4791711111111105,2.208577166666666,-3.704214666666664,-2.481307777777777,4.686504000000004,-28.67117643595593,22.730600666666675,2.0,0.0354587121566106,-28.67117643595593
La2OSeTe,6.919241666666672,6.516149722222226,-0.6795462361111116,-0.2886376190476185,0.222709319207087,4.81179277777778,2.2424183999999987,2.062075333333333,1.7522316666666669,4.950586666666667,3.366131111111111,2.1436545,-3.600612666666665,-2.438555555555554,4.609325714285719,-26.930455033758648,23.466847333333344,2.0,0.222709319207087,-26.930455033758648
La2SSeTe,6.431751222222221,6.155419222222222,-0.7314871250000007,-0.5210252380952375,0.0540004288937689,4.283757222222224,1.6964765333333334,1.5583873333333336,1.4123783333333335,4.2039800000000005,2.770158333333333,1.5181126666666669,-3.088170000000001,-2.1864799999999978,4.433315714285722,-19.625718614353623,25.74941133333333,2.0,0.0540004288937689,-19.625718614353623
Ti2OSSe,5.780343111111111,5.319553777777778,-0.8831864861111117,-0.6214071428571432,0.0171848657966909,3.711234444444445,1.5431583999999996,1.676863333333334,1.5945233333333335,3.886383333333333,2.234581388888889,1.3834272500000009,-3.8432686666666647,-2.058453888888889,5.091331428571433,-27.444032168491425,14.701500333333335,2.0,0.0171848657966909,-27.444032168491425
Ti2OSTe,6.230927888888889,5.451916722222226,-0.8278701527777784,-0.4715738095238095,0.1631307858156171,3.44362777777778,1.3291385000000009,1.2141281666666668,1.4720583333333326,3.379503333333334,2.1628402777777787,1.32443225,-3.651999999999998,-1.8641811111111104,5.069225714285721,-29.28863477966508,14.587997833333336,2.0,0.1631307858156171,-29.288634779665077
Ti2OSeTe,6.202481444444445,5.313908277777783,-0.7555242500000006,-0.4505366666666666,0.5625257439080488,3.320355,1.312438833333334,1.2476644999999995,1.4255583333333337,3.2878333333333343,2.0564580555555554,1.2247070833333331,-3.453245999999999,-1.7648972222222228,5.086854285714292,-28.34208847978413,15.141140500000004,2.0,0.5625257439080488,-28.342088479784138
Ti2SSeTe,6.217322888888891,4.548549611111111,-0.6746285416666669,-0.5581457142857139,0.1061914614244667,2.9020644444444463,1.091690066666667,1.0747679999999995,0.9468766666666666,2.6603400000000006,1.5947519444444442,0.9415060833333336,-2.9686346666666648,-1.4591288888888885,4.737144285714292,-21.67155687352742,17.178449166666663,2.0,0.1061914614244667,-21.67155687352742
Zr2OSSe,7.316739222222224,6.278137444444448,-0.6261889444444442,-0.2493547619047619,1.132760637644621,3.50983777777778,1.4857680333333323,1.3897169999999996,1.4385766666666673,3.295413333333333,1.8228661111111115,1.2726329166666666,-3.1994039999999977,-1.1779577777777774,5.948300000000007,-33.72222950072375,14.859511666666656,2.0,1.132760637644621,-33.72222950072375
Zr2OSTe,7.761859888888891,6.293502611111114,-0.5960231111111107,-0.178792380952381,1.0055121594149805,3.095675555555556,1.3855907666666667,1.3574249999999994,1.345131666666667,2.662183333333334,1.823681388888889,1.3053007499999991,-2.705837333333331,-0.8235611111111105,5.93946857142858,-34.35126742130325,14.828057999999992,2.0,1.0055121594149805,-34.35126742130325
Zr2OSeTe,7.575453000000002,6.030626833333335,-0.5756235555555557,-0.1629647619047619,1.0119946595301088,3.026063333333334,1.3797338666666663,1.3122399999999996,1.285356666666667,2.5867533333333337,1.8248700000000004,1.2920321666666663,-2.583875333333333,-0.730235555555555,5.899577142857147,-33.92077359916186,15.222332999999995,2.0,1.0119946595301088,-33.92077359916186
Zr2SSeTe,7.2101885555555585,5.205549444444446,-0.6284476805555558,-0.2534523809523807,0.525215164813617,2.727049444444446,1.1994767666666666,1.0794916666666663,0.8922549999999997,2.12249,1.4867283333333328,1.0739723333333335,-2.346556000000002,-0.6650883333333331,5.464455714285722,-25.77628025695328,17.40250733333333,2.0,0.525215164813617,-25.776280256953278
Hf2OSSe,7.984693333333336,6.89289944444445,-0.5445760694444443,-0.1544499999999998,1.248153676831747,3.4442933333333325,1.4974828333333334,1.1804496666666666,1.303108333333334,3.030243333333333,1.7798036111111113,1.245078,-3.000055999999998,-0.8011511111111104,6.420539999999998,-34.36214803137089,14.158448666666668,2.0,1.248153676831747,-34.36214803137089
Hf2OSTe,8.556625444444448,6.833658166666669,-0.5241034999999998,-0.1191033333333334,1.1950145010056257,2.997908888888888,1.3732438666666669,1.2012705,1.2549083333333335,2.5047933333333336,1.6326524999999998,1.153545833333334,-2.4149353333333314,-0.5345644444444443,6.395542857142856,-33.89950953982899,14.095159,2.0,1.1950145010056257,-33.89950953982899
Hf2OSeTe,8.337024555555557,6.7539359444444464,-0.5336415972222222,-0.0845976190476193,1.1835432706437712,2.9327272222222214,1.3735990000000005,1.1875855,1.2148666666666663,2.2268,1.6079205555555551,1.173022666666667,-2.2666179999999985,-0.4824666666666666,6.285382857142855,-32.85330939895665,14.4505765,2.0,1.1835432706437712,-32.85330939895665
Hf2SSeTe,8.184089,6.077216222222222,-0.5308300416666667,-0.1674980952380949,0.4864604438298275,2.5456222222222245,1.1869997333333335,0.9646003333333336,0.8454383333333332,1.96023,1.3211683333333333,1.0458274166666672,-2.135284666666667,-0.4949933333333335,5.818979999999999,-25.453105948055445,16.95864833333333,2.0,0.4864604438298275,-25.453105948055445
V2OSSe,6.286704222222224,5.488076944444445,-0.7805053194444446,-0.7427180952380956,-0.0468553825619287,3.205345555555556,1.201413566666667,1.155957,1.4073666666666669,2.895676666666666,1.616665,1.1345992499999995,-3.806349999999997,-1.7795355555555563,5.6155685714285735,-28.02058360292061,12.405333,2.0,-0.0468553825619287,-28.020583602920606
V2OSTe,6.517023000000003,5.352214333333337,-0.7430158333333339,-0.5539885714285716,0.1137625852293869,2.8237533333333342,1.0097845666666674,0.8227033333333335,1.3376650000000003,2.448593333333334,1.3683483333333333,0.96109375,-3.3857279999999963,-1.4685116666666669,5.615640714285718,-29.362714034377667,12.051762333333334,2.0,0.1137625852293869,-29.362714034377667
V2OSeTe,6.5937778888888925,5.290486722222224,-0.719373194444445,-0.4958461904761905,0.4382554362703547,2.7701350000000016,0.9703769666666672,0.8392069999999999,1.2301033333333342,2.446203333333333,1.224195833333333,0.9383609166666664,-3.213592666666664,-1.3917094444444444,5.583420714285719,-27.9506467810722,12.129511000000004,2.0,0.4382554362703547,-27.9506467810722
V2SSeTe,6.531157777777778,5.036292944444446,-0.6060877083333334,-0.4993323809523805,0.6413868628726822,2.669463888888889,0.8883590333333332,0.7789423333333328,0.9367150000000004,2.260853333333334,1.1435369444444443,0.7139317500000003,-2.8165633333333298,-1.1362144444444435,5.1095700000000015,-23.817581172486538,14.03695383333334,2.0,0.6413868628726822,-23.817581172486538
Nb2OSSe,8.258120388888885,7.102097000000003,-0.1636024027777777,0.1706380952380951,0.8455160354193181,2.831667777777778,1.2194239000000004,0.8703650000000002,1.298401666666667,2.5131,1.2064694444444442,1.0202418333333332,-2.6117793333333337,-0.2738061111111112,6.3630257142857145,-39.58694534275104,12.386524666666665,2.0,0.8455160354193181,-39.586945342751044
Nb2OSTe,9.018116777777776,7.392093000000003,-0.0848429999999999,0.249181904761905,0.7345812713786302,2.4376177777777777,1.015241266666667,0.7263253333333334,1.226215,2.303836666666667,1.0322388888888894,1.01680825,-2.217732,0.0074633333333333,6.395505714285716,-39.83866794470436,11.818008,2.0,0.7345812713786302,-39.83866794470436
Nb2OSeTe,8.843177,7.309518222222224,-0.0395682083333333,0.1891390476190478,0.8487250929689486,2.3523022222222205,0.9965744666666668,0.7268003333333336,1.2118666666666666,2.0423333333333336,0.9973891666666662,0.9756068333333332,-2.0093253333333343,0.0819488888888889,6.334957142857143,-38.32666520804388,12.05112,2.0,0.8487250929689486,-38.32666520804388
Nb2SSeTe,8.438365555555556,6.38823577777778,-0.0426621527777777,0.1275504761904763,0.4919220242985471,1.957007222222221,0.8563881333333334,0.6491796666666666,0.8042633333333333,1.63956,0.8988988888888889,0.753253166666667,-1.9306440000000016,0.1092055555555554,5.815498571428571,-31.84425806667408,14.714536166666669,2.0,0.4919220242985471,-31.84425806667408
Ta2OSSe,8.542961555555554,7.888501444444445,0.0638672361111111,0.5649152380952372,1.4546407528499008,2.9657005555555536,1.2655407333333342,1.0051549999999998,1.1465,2.76459,1.2066877777777778,1.1076490000000003,-2.623842000000001,0.1281905555555552,6.564319999999994,-35.53894494150598,12.799377,2.0,1.4546407528499008,-35.53894494150598
Ta2OSTe,9.543219555555556,8.339851999999997,0.1649591111111111,0.6308323809523804,1.3127319959733987,2.545343888888887,1.120404933333334,0.7755886666666669,1.0768499999999992,2.3510000000000004,1.0264444444444447,1.016788916666667,-2.006460000000001,0.4172450000000001,6.563168571428565,-36.35382652482387,12.17182533333333,2.0,1.3127319959733987,-36.35382652482387
Ta2OSeTe,9.2818385,8.165560499999998,0.1959675138888888,0.6196661904761899,1.1596083638294143,2.4383777777777755,1.1258996000000006,0.7519303333333334,1.0601349999999996,2.022733333333333,1.003955833333333,1.0445890833333336,-1.955222000000001,0.4600633333333336,6.499708571428565,-34.425454706258606,12.32569,2.0,1.1596083638294143,-34.425454706258606
Ta2SSeTe,8.507322611111109,7.370651055555554,0.1154757222222222,0.4709114285714286,1.117215220476508,1.977889444444444,0.8862899000000001,0.7048340000000002,0.7816083333333332,1.6406300000000005,0.8906286111111115,0.8439711666666669,-1.8645086666666688,0.3837305555555555,6.024263714285709,-27.688568014271247,14.4033705,2.0,1.117215220476508,-27.688568014271247
Cr2OSSe,6.163872555555552,5.737852000000002,-0.7324789444444442,-0.8953490476190475,-0.0406993459845917,3.01610722222222,1.0987660000000006,1.0375303333333334,1.4735283333333329,2.49537,1.711429722222222,1.0427228333333334,-3.5461213333333323,-1.8827388888888883,5.590244047619048,-27.268589581203138,11.592868333333334,2.0,-0.0406993459845917,-27.268589581203138
Cr2OSTe,6.405047666666664,5.747315166666669,-0.7575122499999999,-0.7780795238095239,0.3296108504836895,2.7269049999999995,1.000336900000001,0.9118979999999998,1.3861583333333332,2.1766499999999995,1.5400830555555554,0.9263110833333336,-3.4079679999999994,-1.735703333333334,5.46818119047619,-29.190764648591863,11.744268999999996,2.0,0.3296108504836895,-29.190764648591866
Cr2OSeTe,6.289775333333332,5.651265277777783,-0.6678591388888888,-0.7093661904761909,0.4354049287553495,2.716315,0.9261629333333344,0.9065336666666666,1.353196666666667,2.174813333333333,1.5074888888888884,0.8803207500000003,-3.279426666666668,-1.605963888888889,5.424552142857145,-28.644285479730947,13.199212666666677,2.0,0.4354049287553495,-28.644285479730947
Cr2SSeTe,6.400465444444445,5.466454888888889,-0.371780055555556,-0.4080942857142854,0.4567357549598221,2.238581666666668,0.7806808333333338,0.6925254999999997,0.8679933333333332,2.07045,1.0952527777777783,0.6145871666666664,-2.799221333333333,-1.1522194444444436,4.881612142857144,-24.10424084072877,14.42104383333334,2.0,0.4567357549598221,-24.104240840728778
Mo2OSSe,7.905736111111106,6.857214388888889,-0.1049958472222222,-0.3945133333333333,0.8675932947762162,2.574008333333333,0.9962040333333332,0.8040766666666666,1.234875,2.187833333333333,1.0473155555555556,0.8637865833333332,-2.5477446666666674,-0.7469205555555554,6.862660000000004,-34.66483800849354,12.148099833333337,2.0,0.8675932947762162,-34.66483800849354
Mo2OSTe,9.097865555555558,6.879561166666666,-0.1096883194444444,-0.2116633333333333,1.1116460255957192,2.299099444444445,0.9515572333333334,0.88801,1.2269866666666671,1.7808133333333327,0.9569736111111108,0.6965151666666667,-2.067114666666668,-0.5044844444444444,6.821637142857147,-36.79024853424054,11.49193433333333,2.0,1.1116460255957192,-36.79024853424054
Mo2OSeTe,8.582120555555555,6.8035229444444445,-0.0750948472222222,-0.133387619047619,0.8072203591759674,2.155318888888889,0.9259300333333336,0.969515,1.1812883333333333,1.7862933333333333,0.9493572222222222,0.6578175833333332,-1.9522040000000007,-0.3500355555555554,6.720960000000003,-35.132550245530744,11.669072999999996,2.0,0.8072203591759674,-35.132550245530744
Mo2SSeTe,8.139287666666668,6.170200777777781,0.1487920138888888,0.0365528571428571,1.0183741152430874,1.8683877777777784,0.6632638333333335,0.5538526666666667,0.7738350000000003,1.43381,0.8555899999999999,0.5053668333333334,-1.7423840000000008,-0.3630672222222222,6.102387142857144,-30.30798038164491,14.043185166666667,2.0,1.0183741152430874,-30.30798038164491
W2OSSe,9.351007500000003,8.498110888888888,0.6116667361111111,0.083855238095238,1.886492075628756,2.722120555555554,1.1719158666666665,0.92294,1.0580366666666663,2.387296666666666,1.2551830555555554,0.95601575,-2.513087333333335,-0.1020277777777778,7.15247142857143,-33.62642547278046,11.863172666666664,2.0,1.886492075628756,-33.62642547278046
